state_id,sample_count,sum_value,outgoing_edge_count,current_average_num,current_average_den,expected_next_average_num_digits,expected_next_average_den_digits,expected_next_average_num_mod_1000000007,expected_next_average_den_mod_1000000007,expected_next_average_num_mod_1000000009,expected_next_average_den_mod_1000000009,drift_num_digits,drift_den_digits,drift_num_mod_1000000007,drift_den_mod_1000000007,drift_num_mod_1000000009,drift_den_mod_1000000009,abs_drift_num_digits,abs_drift_den_digits,abs_drift_num_mod_1000000007,abs_drift_den_mod_1000000007,abs_drift_num_mod_1000000009,abs_drift_den_mod_1000000009,source_probability_num_digits,source_probability_den_digits,source_probability_num_mod_1000000007,source_probability_den_mod_1000000007,source_probability_num_mod_1000000009,source_probability_den_mod_1000000009,drift_sign,base_level_flag,lift_extension_flag,eventual_cone_flag,boundary_defect_flag
2141,46,26,2,13,23,57,57,656971511,876649112,474390181,236040440,58,59,713906276,162929436,842448380,428930075,58,59,713906276,162929436,842448380,428930075,19,42,148533116,170718969,817854202,697715602,1,0,1,1,0
2142,46,27,2,27,46,58,58,116189904,629947322,885093202,708121320,58,59,168078987,488788308,797505736,286790216,58,59,168078987,488788308,797505736,286790216,19,42,222799674,170718969,226781294,697715602,1,0,1,1,0
2143,46,28,2,14,23,58,58,354651274,889841959,615467922,124363942,58,60,699191911,466364917,414666910,860370648,58,60,699191911,466364917,414666910,860370648,19,42,334199511,170718969,340171941,697715602,1,0,1,1,0
2144,46,29,2,29,46,59,59,222709322,669525863,875809446,373091826,59,60,914189431,399094744,733785655,581111926,59,60,914189431,399094744,733785655,581111926,19,42,1299263,170718969,10257907,697715602,1,0,1,1,0
2145,46,30,2,15,23,57,58,179264174,319331440,638581426,981261189,58,59,333104409,344623071,968454972,569007149,58,59,333104409,344623071,968454972,569007149,20,42,501948898,170718969,515386865,697715602,1,0,1,1,0
2146,46,31,2,31,46,60,60,110156111,25732725,793038318,357826407,60,61,634733305,591852675,193571893,230007289,60,61,634733305,591852675,193571893,230007289,20,42,752923347,170718969,273080293,697715602,1,0,1,1,0
2147,46,32,2,16,23,60,60,956278157,77198175,829014591,73479212,60,62,759226671,775558018,891668048,690021867,60,62,759226671,775558018,891668048,690021867,20,42,629385017,170718969,909620444,697715602,1,0,1,1,0
2148,46,33,2,33,46,61,61,994437037,231594525,218193676,220437636,61,62,550742059,326674040,381233545,70065583,61,62,550742059,326674040,381233545,70065583,20,42,444077522,170718969,364430657,697715602,1,0,1,1,0
2149,46,34,2,17,23,61,61,856465074,694783575,610932739,661312908,61,63,887375878,980022120,809133543,210196749,61,63,887375878,980022120,809133543,210196749,20,42,666116283,170718969,46645981,697715602,1,0,1,1,0
2150,46,35,2,35,46,62,62,181549620,84350711,227657219,983938715,62,63,199503800,940066346,517188637,630590247,62,63,199503800,940066346,517188637,630590247,21,42,499174421,170718969,569968976,697715602,1,0,1,1,0
2151,46,36,2,18,23,62,62,366497065,253052133,919156473,951816127,62,63,874494080,820199024,7908557,891770732,62,63,874494080,820199024,7908557,891770732,21,42,248761628,170718969,854953464,697715602,1,0,1,1,0
2152,46,37,2,37,46,63,63,535805734,759156399,569239370,855448363,63,64,779138518,460597058,766710826,675312178,63,64,779138518,460597058,766710826,675312178,21,42,373142442,170718969,282430187,697715602,1,0,1,1,0
2153,46,38,2,19,23,63,63,857900674,277469183,349459068,566345071,63,64,459800927,381791167,277002242,25936516,63,64,459800927,381791167,277002242,25936516,21,42,559713663,170718969,923645285,697715602,1,0,1,1,0
2154,46,39,2,39,46,64,64,208232134,832407549,386462225,699035204,64,65,57391957,145373494,257444742,77809548,64,65,57391957,145373494,257444742,77809548,21,42,339570491,170718969,885467923,697715602,1,0,1,1,0
2155,46,40,2,20,23,64,64,294446179,497222633,999365987,97105594,64,65,827809485,436120482,43305632,233428644,64,65,827809485,436120482,43305632,233428644,21,42,9355733,170718969,828201880,697715602,1,0,1,1,0
2156,46,41,2,41,46,64,65,424906659,491667892,169484341,291316782,65,66,693661378,308361439,926145839,700285932,65,66,693661378,308361439,926145839,700285932,22,42,514033603,170718969,242302811,697715602,1,0,1,1,0
2157,46,42,2,21,23,65,65,964061925,475003669,325509168,873950346,65,66,198347142,925084317,133753697,100857778,65,66,198347142,925084317,133753697,100857778,22,42,271050401,170718969,863454221,697715602,1,0,1,1,0
2158,46,43,2,43,46,65,65,89486755,425011000,33489796,621851020,66,67,920458921,775252937,400468495,302573334,66,67,920458921,775252937,400468495,302573334,22,42,906575605,170718969,795181327,697715602,1,0,1,1,0
2159,46,44,2,22,23,66,66,118913561,275032993,482944014,865553051,66,67,684286085,325758797,65545272,907720002,66,67,684286085,325758797,65545272,907720002,22,42,859863404,170718969,692771986,697715602,1,0,1,1,0
2160,46,45,1,45,46,2,2,48,47,48,47,2,4,93,2162,93,2162,2,4,93,2162,93,2162,22,42,289795099,170718969,39157970,697715602,1,0,1,1,0
2161,46,46,2,1,1,66,66,213155002,868824236,185754493,197494349,65,66,344330773,868824236,988260153,197494349,65,66,344330773,868824236,988260153,197494349,22,42,934692652,170718969,58736955,697715602,1,0,1,1,0
2162,46,47,2,47,46,66,66,529646768,956274750,912810470,399164786,66,67,418838225,988638199,228536471,361579994,66,67,418838225,988638199,228536471,361579994,23,42,159180389,170718969,156631880,697715602,1,0,1,1,0
2163,46,48,2,24,23,65,65,791303610,318758250,911514522,466388265,65,67,549784960,331439701,771515565,726930005,65,67,549784960,331439701,771515565,726930005,23,42,757814373,170718969,84351677,697715602,1,0,1,1,0
2164,46,49,2,49,46,65,65,359755638,106252750,505037995,155462755,65,67,342374521,887626472,614072640,151286667,65,67,342374521,887626472,614072640,151286667,24,42,20838314,170718969,891604478,697715602,1,0,1,1,0
2165,46,50,2,25,23,64,64,166075939,368750919,832482962,718487591,64,66,600973664,481271081,184918342,525214449,64,66,600973664,481271081,184918342,525214449,24,42,388902173,170718969,44278587,697715602,1,0,1,1,0
2166,46,51,2,51,46,64,64,864181300,122916973,434618213,572829200,64,66,483573946,654180723,778148688,350142966,64,66,483573946,654180723,778148688,350142966,25,42,370405790,170718969,118076232,697715602,1,0,1,1,0
2167,46,52,2,26,23,63,63,212403144,374305660,689215486,524276403,63,65,153325187,609030124,220769682,58357161,63,65,153325187,609030124,220769682,58357161,25,42,321082102,170718969,314869952,697715602,1,0,1,1,0
2168,46,53,2,53,46,63,63,488534961,458101889,667126539,174758801,63,65,193208103,72686747,425604152,38904774,63,65,193208103,72686747,425604152,38904774,25,42,522885603,170718969,506319869,697715602,1,0,1,1,0
2169,46,54,2,27,23,63,62,204680972,819367301,233497417,391586270,62,64,584745355,845447797,797611355,6484129,62,64,584745355,845447797,797611355,6484129,26,42,394361601,170718969,16852972,697715602,1,0,1,1,0
2170,46,55,2,55,46,62,62,486662907,939789105,217483289,463862093,62,64,698093157,230298529,491816323,337656089,62,64,698093157,230298529,491816323,337656089,26,42,51630929,170718969,378274595,697715602,1,0,1,1,0
2171,46,56,2,28,23,62,62,630038711,313263035,830482092,487954034,61,63,719525338,205049756,438375119,222942683,61,63,719525338,205049756,438375119,222942683,27,42,471015813,170718969,675398917,697715602,1,0,1,1,0
2172,46,57,2,57,46,61,61,309772316,771087683,743419593,495984681,61,63,297528815,470033173,926174416,815295128,61,63,297528815,470033173,926174416,815295128,27,42,256042161,170718969,134397097,697715602,1,0,1,1,0
2173,46,58,2,29,23,61,61,865599213,923695899,68967369,165328227,60,62,121600877,245005530,791730940,802549194,60,62,121600877,245005530,791730940,802549194,28,42,682779096,170718969,691725595,697715602,1,0,1,1,0
2174,46,59,2,59,46,60,60,22671960,307898633,46579832,55109409,60,62,876890939,163337020,891217159,535032796,60,62,876890939,163337020,891217159,535032796,28,42,820744249,170718969,177934905,697715602,1,0,1,1,0
2175,46,60,2,30,23,60,60,48384516,769299549,325457320,18369803,59,61,33857552,693889508,934424216,422505469,59,61,33857552,693889508,934424216,422505469,28,42,855317988,170718969,474493080,697715602,1,0,1,1,0
2176,46,61,2,61,46,59,59,170918184,256433183,13443289,339456604,59,61,219812357,795926341,911538639,615003649,59,61,219812357,795926341,911538639,615003649,29,42,280847954,170718969,265314871,697715602,1,0,1,1,0
2177,46,62,2,31,23,59,59,126217017,752144399,823006186,779818874,58,60,586515169,299321058,754757238,935833949,58,60,586515169,299321058,754757238,935833949,29,42,82261206,170718969,40839650,697715602,1,0,1,1,0
2178,46,63,2,63,46,58,58,25693054,917381471,42341715,593272961,58,60,386848210,199547372,571522671,290555963,58,60,386848210,199547372,571522671,290555963,30,42,219363216,170718969,775572406,697715602,1,0,1,1,0
2179,46,64,2,32,23,58,58,331505336,972460495,762567153,531090990,57,59,505887056,366591231,544132839,215092662,57,59,505887056,366591231,544132839,215092662,30,42,584968576,170718969,401526401,697715602,1,0,1,1,0
2180,46,65,2,65,46,57,57,106421088,657486834,259674301,177030330,57,59,158726104,244394154,438046396,143395108,57,59,158726104,244394154,438046396,143395108,31,42,226582860,170718969,737403733,697715602,1,0,1,1,0
2181,46,66,2,33,23,57,57,103480839,219162278,807886628,59010110,56,58,147704158,40732359,634058670,357232521,56,58,147704158,40732359,634058670,357232521,31,42,604220960,170718969,299743273,697715602,1,0,1,1,0
2182,46,67,2,67,46,56,56,385278029,739720764,502453676,353003373,56,58,161498370,27154906,461643114,238155014,56,58,161498370,27154906,461643114,238155014,31,42,944589222,170718969,132648722,697715602,1,0,1,1,0
2183,46,68,2,34,23,56,56,661368572,246573588,452626683,117667791,55,57,827975122,671192489,409708761,706359175,55,57,827975122,671192489,409708761,706359175,32,42,518904578,170718969,20396589,697715602,1,0,1,1,0
2184,46,69,2,3,2,55,55,852883295,82191196,174628556,39222597,54,56,459192995,164382392,231589321,78445194,54,56,459192995,164382392,231589321,78445194,32,42,717078870,170718969,54390904,697715602,1,0,1,1,0
2185,46,70,2,35,23,55,55,940839806,360730401,862770949,13074199,54,56,13751440,296799167,386134691,300706577,54,56,13751440,296799167,386134691,300706577,33,42,912210313,170718969,478375747,697715602,1,0,1,1,0
2186,46,71,2,71,46,55,54,810400993,120243467,210913482,671024739,54,56,741159325,531199447,59264045,867137724,54,56,741159325,531199447,59264045,867137724,33,42,99227485,170718969,609001986,697715602,1,0,1,1,0
2187,46,72,2,36,23,54,54,192694201,706747827,1637552,223674913,53,55,989045005,255199909,985366909,144522954,53,55,989045005,255199909,985366909,144522954,34,42,931273298,170718969,624005287,697715602,1,0,1,1,0
2188,46,73,2,73,46,54,53,466372161,235582609,625046154,741224977,53,55,255588921,836799944,642699997,96348636,53,55,255588921,836799944,642699997,96348636,34,42,816728783,170718969,997347426,697715602,1,0,1,1,0
2189,46,74,2,37,23,53,53,954109662,411860872,219661366,913741665,52,54,705669920,472799993,243770074,16058106,52,54,705669920,472799993,243770074,16058106,34,42,511276743,170718969,659593118,697715602,1,0,1,1,0
2190,46,75,2,75,46,53,52,14551866,470620293,24606795,304580555,52,54,372864106,648533331,288371143,10705404,52,54,372864106,648533331,288371143,10705404,35,42,363404641,170718969,425581636,697715602,1,0,1,1,0
2191,46,76,2,38,23,52,52,40809630,156873431,304894091,434860188,51,53,977431154,608088892,487877039,1784234,51,53,977431154,608088892,487877039,1784234,35,42,635745707,170718969,468217690,697715602,1,0,1,1,0
2192,46,77,2,77,46,52,52,376062953,718957815,809085136,144953396,51,53,939144356,72059259,56504530,667856162,51,53,939144356,72059259,56504530,667856162,36,42,28655207,170718969,581913834,697715602,1,0,1,1,0
2193,46,78,2,39,23,51,51,164983407,239652605,12138082,381651135,50,52,448166808,512009880,394781756,777976033,50,52,448166808,512009880,394781756,777976033,36,42,409747221,170718969,551770215,697715602,1,0,1,1,0
2194,46,79,2,79,46,51,51,377499759,746550873,564855185,127217045,50,52,387470241,341339920,933191820,851984025,50,52,387470241,341339920,933191820,851984025,37,42,92659249,170718969,471387231,697715602,1,0,1,1,0
2195,46,80,2,40,23,50,50,799774747,248850291,53276351,375739018,49,51,440807485,723556658,195795479,641997342,49,51,440807485,723556658,195795479,641997342,37,42,913758002,170718969,257032607,697715602,1,0,1,1,0
2196,46,81,2,81,46,50,50,895377049,82950097,890846085,791913012,49,51,468386159,815704441,833966154,427998228,49,51,468386159,815704441,833966154,427998228,37,42,770021327,170718969,352086949,697715602,1,0,1,1,0
2197,46,82,2,41,23,49,49,197460346,360983368,647183515,263971004,48,50,741269947,302617408,62409645,71333038,48,50,741269947,302617408,62409645,71333038,38,42,386723527,170718969,272231858,697715602,1,0,1,1,0
2198,46,83,2,83,46,49,49,646107446,453661125,62095713,421323671,48,50,67069197,868411610,886538402,380888695,48,50,67069197,868411610,886538402,380888695,38,42,697929403,170718969,392618285,697715602,1,0,1,1,0
2199,46,84,2,42,23,48,48,638320232,151220375,546801846,473774560,47,50,330109530,478068604,677911010,896814790,47,50,330109530,478068604,677911010,896814790,39,42,527811732,170718969,713648757,697715602,1,0,1,1,0
2200,46,85,2,85,46,48,48,132447350,717073463,165910397,824591526,47,49,141334130,985379074,541599119,931209863,47,49,141334130,985379074,541599119,931209863,39,42,407497945,170718969,903063343,697715602,1,0,1,1,0
2201,46,86,2,43,23,46,46,440679413,551184922,80337992,622869449,44,47,434674951,677253122,64387734,325997201,44,47,434674951,677253122,64387734,325997201,39,42,753327851,170718969,741502233,697715602,1,0,1,1,0
2202,46,87,2,87,46,47,47,810613846,301897053,186799098,424954617,46,48,23193228,887264347,621707090,547912211,46,48,23193228,887264347,621707090,547912211,40,42,342207591,170718969,977339279,697715602,1,0,1,1,0
2203,46,88,2,44,23,47,46,532922011,100632351,540986958,141651539,45,48,829382760,314544059,210032264,257985370,45,48,829382760,314544059,210032264,257985370,40,42,912553576,170718969,272904723,697715602,1,0,1,1,0
2204,46,89,2,89,46,46,46,579720739,33544117,638846597,380550516,45,47,681727420,543029375,517947583,505323583,45,47,681727420,543029375,517947583,505323583,41,42,100142853,170718969,727745928,697715602,1,0,1,1,0
2205,46,90,2,45,23,46,45,686024833,344514708,28156076,126850172,44,47,275409299,923838235,939332062,917553938,44,47,275409299,923838235,939332062,917553938,41,42,267047608,170718969,940655799,697715602,1,0,1,1,0
2206,46,91,2,91,46,45,45,798892324,114838236,961139328,375616727,43,46,298767246,282558821,31286841,278369289,43,46,298767246,282558821,31286841,278369289,42,42,378793619,170718969,508415446,697715602,1,0,1,1,0
2207,46,92,1,2,1,1,1,2,1,2,1,1,1,0,1,0,1,1,1,0,1,0,1,42,42,343449646,170718969,689107850,697715602,0,0,1,1,0
2208,47,0,3,0,1,44,45,54636942,150242795,353686850,701985107,44,45,54636942,150242795,353686850,701985107,44,45,54636942,150242795,353686850,701985107,15,43,487370169,747124223,487088695,93098229,1,0,1,1,0
2209,47,1,3,1,47,45,46,115563720,901456770,938284242,211910606,46,48,530038042,368467896,887448381,959798401,46,48,530038042,368467896,887448381,959798401,15,43,231055250,747124223,230633038,93098229,1,0,1,1,0
2210,47,2,2,2,47,45,47,338236422,704370296,852473816,635731818,47,48,488371144,105403681,794805374,879395185,47,48,488371144,105403681,794805374,879395185,15,43,346582875,747124223,345949557,93098229,1,0,1,1,0
2211,47,3,3,3,47,46,47,899870365,226221748,415539230,814390881,48,49,615241624,632422086,87171014,276371065,48,49,615241624,632422086,87171014,276371065,15,43,19874309,747124223,18924331,93098229,1,0,1,1,0
2212,47,4,2,4,47,47,48,368010130,678665244,683924513,443172625,48,49,581815036,897266251,371761341,829113195,48,49,581815036,897266251,371761341,829113195,15,43,529811467,747124223,528386501,93098229,1,0,1,1,0
2213,47,5,2,5,47,47,48,209161162,35995718,111216609,329517866,49,50,650595961,691798739,579591266,487339567,49,50,650595961,691798739,579591266,487339567,16,43,294717197,747124223,292579747,93098229,1,0,1,1,0
2214,47,6,2,6,47,48,49,630161620,107987154,917734296,988553598,49,50,969673020,75396203,202189991,462018692,49,50,969673020,75396203,202189991,462018692,16,43,942075799,747124223,938869625,93098229,1,0,1,1,0
2215,47,7,2,7,47,49,49,273090849,323961462,316966660,965660776,50,51,567539599,226188609,137807516,386056067,50,51,567539599,226188609,137807516,386056067,16,43,913113695,747124223,908304433,93098229,1,0,1,1,0
2216,47,8,2,8,47,49,50,716233744,971884386,265212161,896982310,50,51,887910705,678565827,289113042,158168192,50,51,887910705,678565827,289113042,158168192,16,43,869670539,747124223,862456645,93098229,1,0,1,1,0
2217,47,9,2,9,47,50,50,337871206,915653144,984614657,690946912,51,52,639068337,35697467,58366311,474504576,51,52,639068337,35697467,58366311,474504576,16,43,804505805,747124223,793684963,93098229,1,0,1,1,0
2218,47,10,2,10,47,50,51,577696362,746959418,12861683,72840718,51,52,682134701,107092401,876091930,423513719,51,52,682134701,107092401,876091930,423513719,16,43,706758704,747124223,690527440,93098229,1,0,1,1,0
2219,47,11,2,11,47,51,51,418482892,240878240,199804709,218522154,52,53,19035165,321277203,987077575,270541148,52,53,19035165,321277203,987077575,270541148,17,43,60138049,747124223,35791151,93098229,1,0,1,1,0
2220,47,12,2,12,47,51,52,297921263,722634720,51405984,655566462,52,53,330682686,963831609,549283758,811623444,52,53,330682686,963831609,549283758,811623444,17,43,590207077,747124223,553686731,93098229,1,0,1,1,0
2221,47,13,2,13,47,52,52,993763867,167904146,446859313,966699377,53,54,524147543,891494813,435295738,434870314,53,54,524147543,891494813,435295738,434870314,17,43,385310612,747124223,330530092,93098229,1,0,1,1,0
2222,47,14,2,14,47,52,53,226456406,503712438,91833548,900098113,53,54,591476929,674484425,714803255,304610933,53,54,591476929,674484425,714803255,304610933,17,43,577965918,747124223,495795138,93098229,1,0,1,1,0
2223,47,15,2,15,47,53,53,305192873,511137307,275930595,700294321,54,55,677005384,23453261,464323132,913832799,54,55,677005384,23453261,464323132,913832799,17,43,866948877,747124223,743692707,93098229,1,0,1,1,0
2224,47,16,2,16,47,53,53,573707959,533411914,322407814,100882945,54,55,429683323,70359783,539040021,741498379,54,55,429683323,70359783,539040021,741498379,17,43,800423312,747124223,615539056,93098229,1,0,1,1,0
2225,47,17,2,17,47,54,54,256828633,600235735,437723899,302648835,54,56,866938249,211079349,427992923,224495119,54,56,866938249,211079349,427992923,224495119,18,43,200634961,747124223,923308584,93098229,1,0,1,1,0
2226,47,18,2,18,47,54,54,500233674,800707198,697977799,907946505,55,56,98253051,633238047,461919319,673485357,55,56,98253051,633238047,461919319,673485357,18,43,800952445,747124223,384962867,93098229,1,0,1,1,0
2227,47,19,2,19,47,55,55,935211305,402121580,194961147,723839497,55,57,314621063,899714134,410223511,20456053,55,57,314621063,899714134,410223511,20456053,18,43,701428664,747124223,77444296,93098229,1,0,1,1,0
2228,47,20,2,20,47,55,55,599698673,206364733,781185633,171518473,56,57,58542803,699142388,285354994,61368159,56,57,58542803,699142388,285354994,61368159,18,43,52142989,747124223,116166444,93098229,1,0,1,1,0
2229,47,21,2,21,47,56,56,162358153,619094199,718901233,514555419,56,58,629855054,97427150,982693954,184104477,56,58,629855054,97427150,982693954,184104477,18,43,578214487,747124223,174249666,93098229,1,0,1,1,0
2230,47,22,2,22,47,56,56,538996546,857282590,855612289,543666248,57,58,472620640,292281450,253119875,552313431,57,58,472620640,292281450,253119875,552313431,19,43,367321727,747124223,261374499,93098229,1,0,1,1,0
2231,47,23,2,23,47,57,57,697027192,571847756,809313768,630998735,57,59,607779503,876844350,524775984,656940284,57,59,607779503,876844350,524775984,656940284,19,43,50982587,747124223,892061753,93098229,1,0,1,1,0
2232,47,24,2,24,47,57,57,179736845,715543261,446874260,892996196,58,59,274593514,630533036,571181525,970820843,58,59,274593514,630533036,571181525,970820843,19,43,576473884,747124223,838092625,93098229,1,0,1,1,0
2233,47,25,2,25,47,58,58,502261584,146629769,980426145,678988570,58,59,940550090,891599101,105314304,912462511,58,59,940550090,891599101,105314304,912462511,19,43,864710826,747124223,757138933,93098229,1,0,1,1,0
2234,47,26,2,26,47,58,58,790108299,439889307,26697407,36965692,59,60,697967896,674797289,293670137,737387515,59,60,697967896,674797289,293670137,737387515,19,43,297066232,747124223,635708395,93098229,1,0,1,1,0
2235,47,27,2,27,47,59,59,8636345,319667914,668367008,110897076,59,60,774874600,24391853,419028072,212162527,59,60,774874600,24391853,419028072,212162527,19,43,445599348,747124223,453562588,93098229,1,0,1,1,0
2236,47,28,2,28,47,59,59,517525049,959003742,433960929,332691228,60,61,471572548,73175559,80809180,636487581,60,61,471572548,73175559,80809180,636487581,20,43,668399022,747124223,680343882,93098229,1,0,1,1,0
2237,47,29,2,29,47,60,60,180786403,877011212,916533689,998073684,60,61,63635912,219526677,132946421,909462734,60,61,63635912,219526677,132946421,909462734,20,43,2598526,747124223,20515814,93098229,1,0,1,1,0
2238,47,30,2,30,47,60,60,733719475,631033622,249696057,994221034,61,62,553806560,658580031,909083830,728388184,61,62,553806560,658580031,909083830,728388184,20,43,3897789,747124223,30773721,93098229,1,0,1,1,0
2239,47,31,2,31,47,61,61,388692142,893100859,561657799,982663084,61,62,582404115,975740086,935360994,185164534,61,62,582404115,975740086,935360994,185164534,20,43,505846687,747124223,546160586,93098229,1,0,1,1,0
2240,47,32,2,32,47,61,61,955583485,679302563,747251462,947989234,62,63,174741618,927220244,785163190,555493602,62,63,174741618,927220244,785163190,555493602,20,43,258770027,747124223,819240879,93098229,1,0,1,1,0
2241,47,33,2,33,47,61,62,689083364,37907675,677726961,843967684,62,63,135964616,781660718,2233559,666480797,62,63,135964616,781660718,2233559,666480797,20,43,888155044,747124223,728861314,93098229,1,0,1,1,0
2242,47,34,2,34,47,62,62,441872339,113723025,839375377,531903034,63,64,901416971,344982140,365939374,999442382,63,64,901416971,344982140,365939374,999442382,21,43,332232559,747124223,93291962,93098229,1,0,1,1,0
2243,47,35,2,35,47,62,63,264730756,341169075,933263106,595709093,63,64,501427907,34946413,13547520,998327128,63,64,501427907,34946413,13547520,998327128,21,43,998348842,747124223,139937943,93098229,1,0,1,1,0
2244,47,36,2,36,47,63,63,242027446,23507218,38307211,787127270,63,65,529030044,104839239,463857440,994981366,63,65,529030044,104839239,463857440,994981366,21,43,497523256,747124223,709906919,93098229,1,0,1,1,0
2245,47,37,2,37,47,63,64,330575766,70521654,816689293,361381792,64,65,927759720,314517717,13270242,984944080,64,65,927759720,314517717,13270242,984944080,21,43,746284884,747124223,564860374,93098229,1,0,1,1,0
2246,47,38,2,38,47,64,64,327183356,211564962,527798623,84145367,64,66,338149127,943553151,609011146,954832222,64,66,338149127,943553151,609011146,954832222,21,43,119427319,747124223,847290561,93098229,1,0,1,1,0
2247,47,39,2,39,47,64,64,31869790,634694886,761443746,252436101,65,66,744779744,830659439,942847898,864496648,65,66,744779744,830659439,942847898,864496648,22,43,679140982,747124223,770935837,93098229,1,0,1,1,0
2248,47,40,2,40,47,65,65,334471639,904084651,708186078,757308303,65,67,556781140,491978303,992413528,593489926,65,67,556781140,491978303,992413528,593489926,22,43,18711466,747124223,656403751,93098229,1,0,1,1,0
2249,47,41,2,41,47,65,65,895807881,712253939,175545181,271924891,66,67,900558824,475934902,101703003,780469769,66,67,900558824,475934902,101703003,780469769,22,43,28067199,747124223,484605622,93098229,1,0,1,1,0
2250,47,42,2,42,47,66,66,716214849,136761803,238441238,815774673,66,68,918101988,427804699,944202136,341409289,66,68,918101988,427804699,944202136,341409289,22,43,542100802,747124223,726908433,93098229,1,0,1,1,0
2251,47,43,2,43,47,66,66,938242849,410285409,968430417,447324001,67,68,455141134,283414090,281297322,24227858,67,68,455141134,283414090,281297322,24227858,22,43,813151203,747124223,590362645,93098229,1,0,1,1,0
2252,47,44,2,44,47,67,67,589972765,230856220,899990551,341971994,67,69,571046156,850242270,252787918,72683574,67,69,571046156,850242270,252787918,72683574,22,43,719726801,747124223,385543963,93098229,1,0,1,1,0
2253,47,45,2,45,47,67,67,908549594,692568660,154828016,25915973,68,69,536241141,550726796,110697913,218050722,68,69,536241141,550726796,110697913,218050722,23,43,579590198,747124223,78315940,93098229,1,0,1,1,0
2254,47,46,1,46,47,2,2,49,48,49,48,2,4,95,2256,95,2256,2,4,95,2256,95,2256,23,43,869385297,747124223,117473910,93098229,1,0,1,1,0
2255,47,47,2,1,1,68,68,512921247,558279478,810358988,808310946,66,68,954641776,558279478,2048042,808310946,66,68,954641776,558279478,2048042,808310946,23,43,804077942,747124223,176210865,93098229,1,0,1,1,0
2256,47,48,2,48,47,67,67,779502639,759713251,102300828,134718491,67,69,170387985,706522552,341651366,331769023,67,69,170387985,706522552,341651366,331769023,23,43,477541167,747124223,469895640,93098229,1,0,1,1,0
2257,47,49,2,49,47,67,67,781364323,173142165,424027458,756479000,67,68,240156900,137681699,861819688,554512685,67,68,240156900,137681699,861819688,554512685,24,43,273443105,747124223,253055031,93098229,1,0,1,1,0
2258,47,50,2,50,47,66,66,601474357,764428519,861512163,396373253,66,67,47868899,928140148,672408831,629542729,66,67,47868899,928140148,672408831,629542729,24,43,62514942,747124223,674813416,93098229,1,0,1,1,0
2259,47,51,2,51,47,66,66,329945242,352571354,981847074,861831007,66,67,526287341,570853526,193431103,506056969,66,67,526287341,570853526,193431103,506056969,25,43,166706512,747124223,132835761,93098229,1,0,1,1,0
2260,47,52,2,52,47,65,65,103511662,392095228,639893266,976971842,65,67,476096370,428475590,272447907,917676169,65,67,476096370,428475590,272447907,917676169,25,43,111217363,747124223,354228696,93098229,1,0,1,1,0
2261,47,53,2,53,47,65,65,744263803,928063490,36778075,317981225,65,66,793033876,618983729,875564744,945117449,65,66,793033876,618983729,875564744,945117449,25,43,963246306,747124223,944609856,93098229,1,0,1,1,0
2262,47,54,2,54,47,63,63,448658558,61001323,816112148,652457948,63,65,792880665,867062167,124541737,665523286,63,65,792880665,867062167,124541737,665523286,26,43,568656802,747124223,518959598,93098229,1,0,1,1,0
2263,47,55,2,55,47,64,64,124499059,658673725,431377306,813109032,64,66,624401115,957664865,553736847,216124162,64,66,624401115,957664865,553736847,216124162,26,43,183084796,747124223,50558916,93098229,1,0,1,1,0
2264,47,56,2,56,47,63,63,64869402,276445622,922334486,135518172,63,65,567907153,992944150,760702895,369354030,63,65,567907153,992944150,760702895,369354030,27,43,154892787,747124223,134823776,93098229,1,0,1,1,0
2265,47,57,2,57,47,63,63,94870304,517630417,891175598,90345448,63,65,953970701,328629431,735562246,246236020,63,65,953970701,328629431,735562246,246236020,27,43,413047432,747124223,26196733,93098229,1,0,1,1,0
2266,47,58,2,58,47,62,62,78874178,126469202,810427162,674195460,62,64,371872678,944052459,986739952,687186341,62,64,371872678,944052459,986739952,687186341,28,43,768126483,747124223,403191291,93098229,1,0,1,1,0
2267,47,59,2,59,47,62,62,844234270,835292274,418688920,898927280,62,64,396766594,258736605,641670026,249581782,62,64,396766594,258736605,641670026,249581782,28,43,48337274,747124223,75176767,93098229,1,0,1,1,0
2268,47,60,2,60,47,61,61,623606042,139215379,148420301,816487886,61,63,956561094,543122771,986481374,374930300,61,63,956561094,543122771,986481374,374930300,28,43,462232733,747124223,533804715,93098229,1,0,1,1,0
2269,47,61,2,61,47,61,61,160934797,759476924,504166365,210991921,61,63,235843368,695415183,825311884,916620206,61,63,235843368,695415183,825311884,916620206,29,43,565953950,747124223,423479231,93098229,1,0,1,1,0
2270,47,62,2,62,47,60,60,547841234,864978211,222222924,967124672,59,61,119889112,653975637,482748214,454859179,59,61,119889112,653975637,482748214,454859179,29,43,842543862,747124223,795944613,93098229,1,0,1,1,0
2271,47,63,2,63,47,60,60,983468422,973275220,924613397,245665771,60,62,906677086,743935025,979885843,546291138,60,62,906677086,743935025,979885843,546291138,30,43,246783618,747124223,122518950,93098229,1,0,1,1,0
2272,47,64,2,64,47,59,59,374030674,828879208,904987246,874277636,59,61,531172618,957322510,580631984,91048523,59,61,531172618,957322510,580631984,91048523,30,43,658089648,747124223,326717200,93098229,1,0,1,1,0
