kind,target,weight_type,series,total_dimension_n,q_exponent,coefficient,distance,interpretation
nearest,6912,left_relation_support,symmetric_stack,6,512,504,6408,nearest relation-level weighted coefficient in search window
nearest,14560,left_relation_support,symmetric_stack,6,512,504,14056,nearest relation-level weighted coefficient in search window
nearest,455640,left_relation_support,symmetric_stack,6,512,504,455136,nearest relation-level weighted coefficient in search window
nearest,531441,left_relation_support,symmetric_stack,6,512,504,530937,nearest relation-level weighted coefficient in search window
nearest,534656,left_relation_support,symmetric_stack,6,512,504,534152,nearest relation-level weighted coefficient in search window
nearest,1414965,left_relation_support,symmetric_stack,6,512,504,1414461,nearest relation-level weighted coefficient in search window
nearest,2537360,left_relation_support,symmetric_stack,6,512,504,2536856,nearest relation-level weighted coefficient in search window
exact,32,right_relation_support,symmetric_stack,3,511,32,0,exact relation-level weighted coefficient in search window
nearest_with_exact_present,32,right_relation_support,symmetric_stack,3,511,32,0,nearest relation-level weighted coefficient in search window
nearest,39,right_relation_support,symmetric_stack,2,360,36,3,nearest relation-level weighted coefficient in search window
nearest,91,right_relation_support,symmetric_stack,3,455,96,5,nearest relation-level weighted coefficient in search window
nearest,243,right_relation_support,symmetric_stack,5,380,252,9,nearest relation-level weighted coefficient in search window
nearest,455,right_relation_support,symmetric_stack,4,468,448,7,nearest relation-level weighted coefficient in search window
nearest,2275,right_relation_support,symmetric_stack,6,512,504,1771,nearest relation-level weighted coefficient in search window
nearest,4095,right_relation_support,symmetric_stack,6,512,504,3591,nearest relation-level weighted coefficient in search window
nearest,6825,right_relation_support,symmetric_stack,6,512,504,6321,nearest relation-level weighted coefficient in search window
nearest,6912,right_relation_support,symmetric_stack,6,512,504,6408,nearest relation-level weighted coefficient in search window
nearest,14560,right_relation_support,symmetric_stack,6,512,504,14056,nearest relation-level weighted coefficient in search window
nearest,455640,right_relation_support,symmetric_stack,6,512,504,455136,nearest relation-level weighted coefficient in search window
nearest,531441,right_relation_support,symmetric_stack,6,512,504,530937,nearest relation-level weighted coefficient in search window
nearest,534656,right_relation_support,symmetric_stack,6,512,504,534152,nearest relation-level weighted coefficient in search window
nearest,1414965,right_relation_support,symmetric_stack,6,512,504,1414461,nearest relation-level weighted coefficient in search window
nearest,2537360,right_relation_support,symmetric_stack,6,512,504,2536856,nearest relation-level weighted coefficient in search window
exact,32,output_relation_support,symmetric_stack,3,511,32,0,exact relation-level weighted coefficient in search window
nearest_with_exact_present,32,output_relation_support,symmetric_stack,3,511,32,0,nearest relation-level weighted coefficient in search window
nearest,39,output_relation_support,symmetric_stack,2,360,36,3,nearest relation-level weighted coefficient in search window
nearest,91,output_relation_support,symmetric_stack,3,455,96,5,nearest relation-level weighted coefficient in search window
nearest,243,output_relation_support,symmetric_stack,5,380,252,9,nearest relation-level weighted coefficient in search window
nearest,455,output_relation_support,symmetric_stack,4,468,448,7,nearest relation-level weighted coefficient in search window
nearest,2275,output_relation_support,symmetric_stack,6,512,504,1771,nearest relation-level weighted coefficient in search window
nearest,4095,output_relation_support,symmetric_stack,6,512,504,3591,nearest relation-level weighted coefficient in search window
nearest,6825,output_relation_support,symmetric_stack,6,512,504,6321,nearest relation-level weighted coefficient in search window
nearest,6912,output_relation_support,symmetric_stack,6,512,504,6408,nearest relation-level weighted coefficient in search window
nearest,14560,output_relation_support,symmetric_stack,6,512,504,14056,nearest relation-level weighted coefficient in search window
nearest,455640,output_relation_support,symmetric_stack,6,512,504,455136,nearest relation-level weighted coefficient in search window
nearest,531441,output_relation_support,symmetric_stack,6,512,504,530937,nearest relation-level weighted coefficient in search window
nearest,534656,output_relation_support,symmetric_stack,6,512,504,534152,nearest relation-level weighted coefficient in search window
nearest,1414965,output_relation_support,symmetric_stack,6,512,504,1414461,nearest relation-level weighted coefficient in search window
nearest,2537360,output_relation_support,symmetric_stack,6,512,504,2536856,nearest relation-level weighted coefficient in search window
