mode,mode_name,feature,correlation,abs_correlation
3,monodromy-contamination correction,sigma_H,-0.019873555877134064,0.019873555877134064
3,monodromy-contamination correction,monodrome,-0.00907208360153138,0.00907208360153138
4,homology/bluff stabilizer-breaking micro-mode,R_Omega,0.0880912599480751,0.0880912599480751
4,homology/bluff stabilizer-breaking micro-mode,payoff,0.08140589903431164,0.08140589903431164
4,homology/bluff stabilizer-breaking micro-mode,omega,-0.0786665756219499,0.0786665756219499
4,homology/bluff stabilizer-breaking micro-mode,loss,-0.07835575859228909,0.07835575859228909
4,homology/bluff stabilizer-breaking micro-mode,Pi_flag,-0.07592795979689033,0.07592795979689033
4,homology/bluff stabilizer-breaking micro-mode,F7_minus_L3,0.07473233478029782,0.07473233478029782
4,homology/bluff stabilizer-breaking micro-mode,P1_point,-0.060935828676411626,0.060935828676411626
4,homology/bluff stabilizer-breaking micro-mode,bluff,-0.05777728767244758,0.05777728767244758
4,homology/bluff stabilizer-breaking micro-mode,sigma_H,-0.054728070236323235,0.054728070236323235
4,homology/bluff stabilizer-breaking micro-mode,hpop,0.05472807023632323,0.05472807023632323
4,homology/bluff stabilizer-breaking micro-mode,L3_minus_P1,0.054366257904182126,0.054366257904182126
4,homology/bluff stabilizer-breaking micro-mode,win,0.05424943126254361,0.05424943126254361
4,homology/bluff stabilizer-breaking micro-mode,J_pressure,-0.044598942647192434,0.044598942647192434
4,homology/bluff stabilizer-breaking micro-mode,q4,-0.04456199576054537,0.04456199576054537
4,homology/bluff stabilizer-breaking micro-mode,flat,0.04225120303173064,0.04225120303173064
4,homology/bluff stabilizer-breaking micro-mode,S_score,0.03762836089027667,0.03762836089027667
4,homology/bluff stabilizer-breaking micro-mode,V,0.030896930490849066,0.030896930490849066
4,homology/bluff stabilizer-breaking micro-mode,pure,0.02598486583269354,0.02598486583269354
4,homology/bluff stabilizer-breaking micro-mode,C,0.021786674374574034,0.021786674374574034
4,homology/bluff stabilizer-breaking micro-mode,sealed,0.021786674374574034,0.021786674374574034
4,homology/bluff stabilizer-breaking micro-mode,curved,0.01975204970356205,0.01975204970356205
4,homology/bluff stabilizer-breaking micro-mode,monodrome,-0.011051888795051963,0.011051888795051963
4,homology/bluff stabilizer-breaking micro-mode,divergence,-0.007042352116680424,0.007042352116680424
4,homology/bluff stabilizer-breaking micro-mode,X,0.005204023179153284,0.005204023179153284
5,q4/monodromy micro-mode,loss,-0.09780371698519028,0.09780371698519028
5,q4/monodromy micro-mode,win,0.08056096692931934,0.08056096692931934
5,q4/monodromy micro-mode,monodrome,0.07254051512105361,0.07254051512105361
5,q4/monodromy micro-mode,R_Omega,0.06703233353228527,0.06703233353228527
5,q4/monodromy micro-mode,payoff,0.06607247406866609,0.06607247406866609
5,q4/monodromy micro-mode,bluff,-0.05118552582993651,0.05118552582993651
5,q4/monodromy micro-mode,J_pressure,-0.04854335213161977,0.04854335213161977
5,q4/monodromy micro-mode,S_score,0.048078322713419885,0.048078322713419885
5,q4/monodromy micro-mode,C,0.04316172132236344,0.04316172132236344
5,q4/monodromy micro-mode,sealed,0.04316172132236344,0.04316172132236344
5,q4/monodromy micro-mode,sigma_H,0.04041059063572753,0.04041059063572753
5,q4/monodromy micro-mode,hpop,-0.04041059063572751,0.04041059063572751
5,q4/monodromy micro-mode,F7_minus_L3,0.034580680792424656,0.034580680792424656
5,q4/monodromy micro-mode,V,-0.03150980055875495,0.03150980055875495
5,q4/monodromy micro-mode,omega,-0.029297025924900168,0.029297025924900168
5,q4/monodromy micro-mode,X,-0.026904029646058966,0.026904029646058966
5,q4/monodromy micro-mode,divergence,-0.02606026279729121,0.02606026279729121
5,q4/monodromy micro-mode,flat,-0.021558564103702164,0.021558564103702164
5,q4/monodromy micro-mode,q4,-0.021100345754876206,0.021100345754876206
5,q4/monodromy micro-mode,curved,0.018089933297610102,0.018089933297610102
5,q4/monodromy micro-mode,L3_minus_P1,-0.011696596310193706,0.011696596310193706
5,q4/monodromy micro-mode,Pi_flag,-0.008614550180199564,0.008614550180199564
5,q4/monodromy micro-mode,P1_point,0.006875339176825127,0.006875339176825127
5,q4/monodromy micro-mode,pure,-0.005964989404760053,0.005964989404760053
6,kernel-drip face-denial micro-mode,loss,-0.08139193950408499,0.08139193950408499
6,kernel-drip face-denial micro-mode,pure,0.06452181672212229,0.06452181672212229
6,kernel-drip face-denial micro-mode,R_Omega,0.057853860798716815,0.057853860798716815
6,kernel-drip face-denial micro-mode,payoff,0.0561248098510341,0.0561248098510341
6,kernel-drip face-denial micro-mode,hpop,0.0347864417718237,0.0347864417718237
6,kernel-drip face-denial micro-mode,sigma_H,-0.0347864417718237,0.0347864417718237
6,kernel-drip face-denial micro-mode,J_pressure,-0.030639788954303533,0.030639788954303533
6,kernel-drip face-denial micro-mode,win,0.026825881627227793,0.026825881627227793
6,kernel-drip face-denial micro-mode,q4,-0.02294938731490072,0.02294938731490072
6,kernel-drip face-denial micro-mode,curved,0.02182725951931434,0.02182725951931434
6,kernel-drip face-denial micro-mode,S_score,0.020205583130443048,0.020205583130443048
6,kernel-drip face-denial micro-mode,Pi_flag,-0.01816268745838171,0.01816268745838171
6,kernel-drip face-denial micro-mode,P1_point,-0.01752959954408825,0.01752959954408825
6,kernel-drip face-denial micro-mode,L3_minus_P1,0.01683102931873728,0.01683102931873728
6,kernel-drip face-denial micro-mode,omega,-0.015546847959515617,0.015546847959515617
6,kernel-drip face-denial micro-mode,V,0.013645479085143292,0.013645479085143292
6,kernel-drip face-denial micro-mode,F7_minus_L3,0.01228646948079324,0.01228646948079324
6,kernel-drip face-denial micro-mode,divergence,0.007672534632939307,0.007672534632939307
6,kernel-drip face-denial micro-mode,flat,-0.007594788990760307,0.007594788990760307
6,kernel-drip face-denial micro-mode,X,0.004718457065742366,0.004718457065742366
6,kernel-drip face-denial micro-mode,monodrome,0.0016294938775826447,0.0016294938775826447
6,kernel-drip face-denial micro-mode,bluff,0.0010329849836447336,0.0010329849836447336
6,kernel-drip face-denial micro-mode,C,-0.0004482295082330157,0.0004482295082330157
6,kernel-drip face-denial micro-mode,sealed,-0.0004482295082330157,0.0004482295082330157
7,tail micro-mode,F7_minus_L3,0.08409967617353621,0.08409967617353621
7,tail micro-mode,q4,-0.054055931251673434,0.054055931251673434
7,tail micro-mode,loss,-0.052945218063605054,0.052945218063605054
7,tail micro-mode,win,0.0487863885564168,0.0487863885564168
7,tail micro-mode,omega,-0.041774346916840795,0.041774346916840795
7,tail micro-mode,R_Omega,0.03957049265426108,0.03957049265426108
7,tail micro-mode,payoff,0.037157282565484215,0.037157282565484215
7,tail micro-mode,Pi_flag,-0.027080834419929638,0.027080834419929638
7,tail micro-mode,C,0.025012427946497603,0.025012427946497603
7,tail micro-mode,sealed,0.025012427946497603,0.025012427946497603
7,tail micro-mode,L3_minus_P1,-0.01992669483419678,0.01992669483419678
7,tail micro-mode,flat,0.017608762405830168,0.017608762405830168
7,tail micro-mode,pure,0.015672659394395803,0.015672659394395803
7,tail micro-mode,sigma_H,-0.015451128010981434,0.015451128010981434
7,tail micro-mode,hpop,0.015451128010981429,0.015451128010981429
7,tail micro-mode,monodrome,0.015440201667452903,0.015440201667452903
7,tail micro-mode,S_score,0.013420606357691534,0.013420606357691534
7,tail micro-mode,curved,0.012373855177535548,0.012373855177535548
7,tail micro-mode,bluff,0.011328858533431026,0.011328858533431026
7,tail micro-mode,P1_point,0.008613257834469023,0.008613257834469023
7,tail micro-mode,J_pressure,-0.006409184551511998,0.006409184551511998
7,tail micro-mode,V,-0.005086149296389405,0.005086149296389405
7,tail micro-mode,divergence,0.0011480004609316261,0.0011480004609316261
7,tail micro-mode,X,-0.0011028073404627146,0.0011028073404627146
8,tail micro-mode,flat,0.07588826631008487,0.07588826631008487
8,tail micro-mode,omega,-0.06407735489618206,0.06407735489618206
8,tail micro-mode,R_Omega,0.03535610926094762,0.03535610926094762
8,tail micro-mode,pure,0.03521287432821924,0.03521287432821924
8,tail micro-mode,win,0.03489564084417561,0.03489564084417561
8,tail micro-mode,payoff,0.03481389930984323,0.03481389930984323
8,tail micro-mode,curved,-0.0293344460764567,0.0293344460764567
8,tail micro-mode,loss,-0.02769514403772147,0.02769514403772147
8,tail micro-mode,sigma_H,-0.02189903727435145,0.02189903727435145
8,tail micro-mode,hpop,0.021899037274351447,0.021899037274351447
8,tail micro-mode,S_score,0.013200219741747938,0.013200219741747938
8,tail micro-mode,C,0.012919709107408424,0.012919709107408424
8,tail micro-mode,sealed,0.012919709107408424,0.012919709107408424
8,tail micro-mode,J_pressure,-0.012738841807608745,0.012738841807608745
8,tail micro-mode,L3_minus_P1,0.011993376520526447,0.011993376520526447
8,tail micro-mode,monodrome,0.011775403516130377,0.011775403516130377
8,tail micro-mode,P1_point,-0.010499435629712492,0.010499435629712492
8,tail micro-mode,F7_minus_L3,-0.007428458298222494,0.007428458298222494
8,tail micro-mode,Pi_flag,-0.00497175117498218,0.00497175117498218
8,tail micro-mode,V,0.0024877893557658684,0.0024877893557658684
8,tail micro-mode,bluff,0.0024401288570013568,0.0024401288570013568
8,tail micro-mode,q4,0.0018917705330482287,0.0018917705330482287
8,tail micro-mode,divergence,-0.0017255688059417613,0.0017255688059417613
8,tail micro-mode,X,-0.0009068824077397254,0.0009068824077397254
9,tail micro-mode,pure,0.06553438887432514,0.06553438887432514
9,tail micro-mode,flat,0.062418157036285345,0.062418157036285345
9,tail micro-mode,Pi_flag,-0.04708453512186491,0.04708453512186491
9,tail micro-mode,F7_minus_L3,0.04581286711473624,0.04581286711473624
9,tail micro-mode,P1_point,-0.0380677076794609,0.0380677076794609
9,tail micro-mode,L3_minus_P1,0.03407657611721913,0.03407657611721913
9,tail micro-mode,win,0.03260215794924692,0.03260215794924692
9,tail micro-mode,X,0.031037942253566805,0.031037942253566805
9,tail micro-mode,R_Omega,0.026422918858590733,0.026422918858590733
9,tail micro-mode,curved,-0.02245051114023392,0.02245051114023392
9,tail micro-mode,payoff,0.022376754192034283,0.022376754192034283
9,tail micro-mode,omega,-0.02004086273207836,0.02004086273207836
9,tail micro-mode,V,-0.016571141254180195,0.016571141254180195
9,tail micro-mode,monodrome,0.011137371048856818,0.011137371048856818
9,tail micro-mode,C,0.009808025893695702,0.009808025893695702
9,tail micro-mode,sealed,0.009808025893695702,0.009808025893695702
9,tail micro-mode,sigma_H,0.004978378245863823,0.004978378245863823
9,tail micro-mode,hpop,-0.004978378245863799,0.004978378245863799
9,tail micro-mode,S_score,0.004285182678874353,0.004285182678874353
9,tail micro-mode,q4,-0.0035023953648906933,0.0035023953648906933
9,tail micro-mode,bluff,0.0017812018442918056,0.0017812018442918056
9,tail micro-mode,divergence,0.001629829643763073,0.001629829643763073
9,tail micro-mode,loss,-0.001319217697503306,0.001319217697503306
9,tail micro-mode,J_pressure,-0.0010430394823919577,0.0010430394823919577
10,tail micro-mode,flat,0.037374389151901166,0.037374389151901166
10,tail micro-mode,loss,-0.024052805175267224,0.024052805175267224
10,tail micro-mode,omega,-0.019675556943221262,0.019675556943221262
10,tail micro-mode,payoff,0.01838812044734751,0.01838812044734751
10,tail micro-mode,R_Omega,0.018027135569824694,0.018027135569824694
10,tail micro-mode,curved,-0.01329349747592745,0.01329349747592745
10,tail micro-mode,pure,0.013154762791495772,0.013154762791495772
10,tail micro-mode,L3_minus_P1,-0.01174450523698202,0.01174450523698202
10,tail micro-mode,V,-0.01065486264035412,0.01065486264035412
10,tail micro-mode,P1_point,0.010328872754150276,0.010328872754150276
10,tail micro-mode,win,0.009266434345700085,0.009266434345700085
10,tail micro-mode,q4,-0.009058266456773678,0.009058266456773678
10,tail micro-mode,sigma_H,-0.009056044863504349,0.009056044863504349
10,tail micro-mode,hpop,0.009056044863504347,0.009056044863504347
10,tail micro-mode,X,-0.008775125716583041,0.008775125716583041
10,tail micro-mode,F7_minus_L3,0.0068899171694182726,0.0068899171694182726
10,tail micro-mode,J_pressure,-0.006726152150133943,0.006726152150133943
10,tail micro-mode,Pi_flag,0.005057902204695251,0.005057902204695251
10,tail micro-mode,S_score,0.004249607738239741,0.004249607738239741
10,tail micro-mode,monodrome,-0.0037501068501186417,0.0037501068501186417
10,tail micro-mode,bluff,-0.0009106217911737502,0.0009106217911737502
10,tail micro-mode,divergence,0.0008661923128045259,0.0008661923128045259
10,tail micro-mode,C,-0.0006062848852092654,0.0006062848852092654
10,tail micro-mode,sealed,-0.0006062848852092654,0.0006062848852092654
11,tail micro-mode,q4,-0.040341975445967446,0.040341975445967446
11,tail micro-mode,F7_minus_L3,0.038002673559145765,0.038002673559145765
11,tail micro-mode,flat,0.022543292469062375,0.022543292469062375
11,tail micro-mode,loss,-0.02223332213280477,0.02223332213280477
11,tail micro-mode,Pi_flag,-0.01976320115314251,0.01976320115314251
11,tail micro-mode,C,0.01872853797611069,0.01872853797611069
11,tail micro-mode,sealed,0.01872853797611069,0.01872853797611069
11,tail micro-mode,omega,-0.01698929850989067,0.01698929850989067
11,tail micro-mode,R_Omega,0.015376777671726414,0.015376777671726414
11,tail micro-mode,payoff,0.01366331483874743,0.01366331483874743
11,tail micro-mode,win,0.012691810210893304,0.012691810210893304
11,tail micro-mode,hpop,-0.011091480844361184,0.011091480844361184
11,tail micro-mode,sigma_H,0.011091480844361151,0.011091480844361151
11,tail micro-mode,V,0.008689989747457081,0.008689989747457081
11,tail micro-mode,S_score,0.0072373445657037076,0.0072373445657037076
11,tail micro-mode,monodrome,-0.006378518172055207,0.006378518172055207
11,tail micro-mode,P1_point,-0.0060610491597960165,0.0060610491597960165
11,tail micro-mode,pure,0.004106119420936957,0.004106119420936957
11,tail micro-mode,L3_minus_P1,0.001454302844493935,0.001454302844493935
11,tail micro-mode,X,-0.0014471288408195043,0.0014471288408195043
11,tail micro-mode,divergence,-0.0011380840541358262,0.0011380840541358262
11,tail micro-mode,J_pressure,-0.0005698508488293847,0.0005698508488293847
11,tail micro-mode,bluff,0.00039727554599950537,0.00039727554599950537
11,tail micro-mode,curved,-0.0002955688741793024,0.0002955688741793024
12,tail micro-mode,loss,-0.01854857290596997,0.01854857290596997
12,tail micro-mode,pure,0.0152624684397293,0.0152624684397293
12,tail micro-mode,sigma_H,-0.013693232045331646,0.013693232045331646
12,tail micro-mode,hpop,0.013693232045331639,0.013693232045331639
12,tail micro-mode,R_Omega,0.012023236383202102,0.012023236383202102
12,tail micro-mode,payoff,0.011356035319733303,0.011356035319733303
12,tail micro-mode,win,0.009952981349486014,0.009952981349486014
12,tail micro-mode,F7_minus_L3,0.009909933604783925,0.009909933604783925
12,tail micro-mode,q4,-0.008562928039255695,0.008562928039255695
12,tail micro-mode,Pi_flag,-0.007441738326971512,0.007441738326971512
12,tail micro-mode,monodrome,0.00538944724147096,0.00538944724147096
12,tail micro-mode,J_pressure,-0.005214886528209649,0.005214886528209649
12,tail micro-mode,P1_point,-0.004606559759878341,0.004606559759878341
12,tail micro-mode,L3_minus_P1,0.0035589558318146566,0.0035589558318146566
12,tail micro-mode,omega,0.0035517159941687157,0.0035517159941687157
12,tail micro-mode,V,0.0034740540097612117,0.0034740540097612117
12,tail micro-mode,S_score,0.0030452870048264234,0.0030452870048264234
12,tail micro-mode,flat,0.0025792637029435836,0.0025792637029435836
12,tail micro-mode,curved,0.0015810077301487003,0.0015810077301487003
12,tail micro-mode,divergence,-0.0013941806174764012,0.0013941806174764012
12,tail micro-mode,C,-0.0011513658135086206,0.0011513658135086206
12,tail micro-mode,sealed,-0.0011513658135086206,0.0011513658135086206
12,tail micro-mode,X,-0.0006263118599387836,0.0006263118599387836
12,tail micro-mode,bluff,-0.00045915828469260216,0.00045915828469260216
13,tail micro-mode,win,0.011284326311404849,0.011284326311404849
13,tail micro-mode,R_Omega,0.009584829106484493,0.009584829106484493
13,tail micro-mode,payoff,0.00934799188388227,0.00934799188388227
13,tail micro-mode,pure,0.00722927543739617,0.00722927543739617
13,tail micro-mode,curved,0.005480555962770886,0.005480555962770886
13,tail micro-mode,flat,0.005377931105630246,0.005377931105630246
13,tail micro-mode,C,0.005017669774172115,0.005017669774172115
13,tail micro-mode,sealed,0.005017669774172115,0.005017669774172115
13,tail micro-mode,q4,0.003661369256506195,0.003661369256506195
13,tail micro-mode,S_score,0.0034467238548440073,0.0034467238548440073
13,tail micro-mode,omega,-0.003401897437545873,0.003401897437545873
13,tail micro-mode,J_pressure,-0.002420566361828805,0.002420566361828805
13,tail micro-mode,Pi_flag,-0.0024180230913879797,0.0024180230913879797
13,tail micro-mode,P1_point,-0.0022648711300395897,0.0022648711300395897
13,tail micro-mode,L3_minus_P1,0.0021515126848306006,0.0021515126848306006
13,tail micro-mode,bluff,-0.001768198258922453,0.001768198258922453
13,tail micro-mode,F7_minus_L3,0.0017660783053547126,0.0017660783053547126
13,tail micro-mode,monodrome,-0.0013453586921507545,0.0013453586921507545
13,tail micro-mode,X,-0.0010547372136013474,0.0010547372136013474
13,tail micro-mode,loss,-0.0009778013660466105,0.0009778013660466105
13,tail micro-mode,sigma_H,0.0007945688049588013,0.0007945688049588013
13,tail micro-mode,hpop,-0.0007945688049587834,0.0007945688049587834
13,tail micro-mode,divergence,0.00038556268546768266,0.00038556268546768266
13,tail micro-mode,V,0.00033429543793981974,0.00033429543793981974
14,tail micro-mode,F7_minus_L3,0.02504082526852618,0.02504082526852618
14,tail micro-mode,q4,0.014184011931445206,0.014184011931445206
14,tail micro-mode,omega,-0.013543294051262639,0.013543294051262639
14,tail micro-mode,Pi_flag,-0.013108398214287121,0.013108398214287121
14,tail micro-mode,loss,-0.009486932849715534,0.009486932849715534
14,tail micro-mode,win,0.007898645501826493,0.007898645501826493
14,tail micro-mode,monodrome,0.007106938069824113,0.007106938069824113
14,tail micro-mode,P1_point,-0.00410746647208166,0.00410746647208166
14,tail micro-mode,R_Omega,0.0035201657205319896,0.0035201657205319896
14,tail micro-mode,flat,0.0029832068926454627,0.0029832068926454627
14,tail micro-mode,pure,-0.002897345208462051,0.002897345208462051
14,tail micro-mode,payoff,0.0024072501933601453,0.0024072501933601453
14,tail micro-mode,V,0.002318643793950807,0.002318643793950807
14,tail micro-mode,curved,-0.0012570070565587528,0.0012570070565587528
14,tail micro-mode,bluff,0.0012219774052475926,0.0012219774052475926
14,tail micro-mode,X,0.0011527564106921797,0.0011527564106921797
14,tail micro-mode,L3_minus_P1,0.0010777517297256129,0.0010777517297256129
14,tail micro-mode,divergence,-0.0009599363788789705,0.0009599363788789705
14,tail micro-mode,C,-0.0006513574140980983,0.0006513574140980983
14,tail micro-mode,sealed,-0.0006513574140980983,0.0006513574140980983
14,tail micro-mode,J_pressure,-0.0005510540967680684,0.0005510540967680684
14,tail micro-mode,hpop,-0.00021497181268455125,0.00021497181268455125
14,tail micro-mode,sigma_H,0.0002149718126845433,0.0002149718126845433
14,tail micro-mode,S_score,0.0001278169780774074,0.0001278169780774074
15,tail micro-mode,F7_minus_L3,0.11929254630317243,0.11929254630317243
15,tail micro-mode,Pi_flag,-0.07083900624299089,0.07083900624299089
15,tail micro-mode,P1_point,-0.030665601718382715,0.030665601718382715
15,tail micro-mode,L3_minus_P1,0.01679595087461312,0.01679595087461312
15,tail micro-mode,hpop,-0.01416840271532693,0.01416840271532693
15,tail micro-mode,sigma_H,0.014168402715326923,0.014168402715326923
15,tail micro-mode,omega,-0.011878900173471442,0.011878900173471442
15,tail micro-mode,bluff,0.010483023345747943,0.010483023345747943
15,tail micro-mode,loss,0.008538970474500158,0.008538970474500158
15,tail micro-mode,q4,-0.008169766417848506,0.008169766417848506
15,tail micro-mode,C,-0.004962688977300954,0.004962688977300954
15,tail micro-mode,sealed,-0.004962688977300954,0.004962688977300954
15,tail micro-mode,monodrome,-0.004943726403908418,0.004943726403908418
15,tail micro-mode,payoff,-0.004826831259835226,0.004826831259835226
15,tail micro-mode,S_score,-0.0038683299105783026,0.0038683299105783026
15,tail micro-mode,J_pressure,0.0030850244912193833,0.0030850244912193833
15,tail micro-mode,win,-0.002826737342792558,0.002826737342792558
15,tail micro-mode,pure,-0.0023542998878538584,0.0023542998878538584
15,tail micro-mode,X,0.0022772904016997502,0.0022772904016997502
15,tail micro-mode,curved,0.002197221766597792,0.002197221766597792
15,tail micro-mode,flat,-0.0012183718879481655,0.0012183718879481655
15,tail micro-mode,R_Omega,0.0011242794878819826,0.0011242794878819826
15,tail micro-mode,V,-0.000878064962493674,0.000878064962493674
15,tail micro-mode,divergence,0.0004765889154551628,0.0004765889154551628
16,tail micro-mode,flat,0.01724408537897336,0.01724408537897336
16,tail micro-mode,X,-0.013193071571469596,0.013193071571469596
16,tail micro-mode,curved,-0.00957272835523362,0.00957272835523362
16,tail micro-mode,F7_minus_L3,-0.008551295318829685,0.008551295318829685
16,tail micro-mode,sigma_H,0.007660847616960908,0.007660847616960908
16,tail micro-mode,hpop,-0.007660847616960891,0.007660847616960891
16,tail micro-mode,loss,-0.007647154212478206,0.007647154212478206
16,tail micro-mode,pure,0.005610551510391268,0.005610551510391268
16,tail micro-mode,bluff,-0.004456048791266024,0.004456048791266024
16,tail micro-mode,V,-0.0038788872417226607,0.0038788872417226607
16,tail micro-mode,L3_minus_P1,0.003082873058277522,0.003082873058277522
16,tail micro-mode,win,0.002591329090624016,0.002591329090624016
16,tail micro-mode,omega,0.0025265546246775353,0.0025265546246775353
16,tail micro-mode,Pi_flag,0.001993186680333762,0.001993186680333762
16,tail micro-mode,P1_point,-0.0018814400234829437,0.0018814400234829437
16,tail micro-mode,J_pressure,0.0016156026395323226,0.0016156026395323226
16,tail micro-mode,monodrome,0.0015744732714930896,0.0015744732714930896
16,tail micro-mode,S_score,-0.0013519132142468828,0.0013519132142468828
16,tail micro-mode,divergence,0.0009131544279215211,0.0009131544279215211
16,tail micro-mode,C,-0.0007586981652579155,0.0007586981652579155
16,tail micro-mode,sealed,-0.0007586981652579155,0.0007586981652579155
16,tail micro-mode,payoff,0.000449178285727871,0.000449178285727871
16,tail micro-mode,q4,0.00036078420151041784,0.00036078420151041784
16,tail micro-mode,R_Omega,0.0002828429495380085,0.0002828429495380085
