candidate_unit_label,local_unit_column,relation_alpha,coefficient_mod_1000003,candidate_source
"v_sector[5;0,0]",0,763,992480,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,0]",0,764,7523,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,0]",0,765,992480,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,0]",0,766,7523,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,0]",0,769,992480,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,0]",0,770,7523,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,0]",0,886,359376,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,0]",0,890,359376,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,0]",0,893,78125,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,0]",0,895,921878,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,0]",0,896,640627,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,0]",0,897,359376,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,0]",0,907,640627,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,0]",0,908,359376,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,0]",0,909,640627,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,0]",0,910,78125,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,0]",0,912,921878,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,0]",0,916,640627,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,0]",0,917,78125,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,0]",0,921,640627,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,0]",0,923,78125,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,0]",0,926,640627,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,0]",0,927,359376,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,0]",0,928,640627,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,0]",0,930,640627,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,0]",0,932,78125,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,0]",0,934,921878,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,0]",0,935,359376,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,0]",0,938,359376,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,0]",0,940,78125,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,0]",0,941,640627,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,0]",0,943,640627,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,0]",0,945,359376,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,0]",0,951,359376,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,0]",0,954,359376,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,0]",0,955,921878,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,0]",0,956,78125,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,0]",0,960,640627,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,0]",0,961,78125,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,0]",0,962,640627,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,0]",0,964,359376,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,0]",0,965,921878,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,0]",0,969,359376,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,0]",0,973,78125,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,0]",0,975,78125,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,0]",0,977,921878,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,0]",0,978,921878,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,0]",0,981,921878,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,0]",0,982,921878,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,0]",0,983,921878,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,1]",1,227,625001,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,1]",1,228,375002,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,1]",1,229,625001,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,1]",1,230,625001,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,1]",1,231,375002,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,1]",1,232,375002,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,1]",1,234,375002,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,1]",1,240,625001,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,1]",1,271,385277,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,1]",1,274,385277,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,1]",1,276,614726,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,1]",1,279,614726,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,1]",1,281,385277,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,1]",1,283,614726,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,1]",1,285,614726,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,1]",1,290,385277,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,1]",1,761,328319,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,1]",1,762,671684,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,1]",1,763,671684,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,1]",1,764,328319,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,1]",1,765,671684,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,1]",1,766,328319,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,1]",1,769,671684,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,1]",1,770,328319,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,1]",1,886,148438,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,1]",1,890,148438,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,1]",1,893,445314,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,1]",1,895,554689,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,1]",1,896,851565,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,1]",1,897,148438,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,1]",1,907,851565,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,1]",1,908,148438,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,1]",1,909,851565,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,1]",1,910,445314,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,1]",1,912,554689,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,1]",1,916,851565,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,1]",1,917,445314,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,1]",1,921,851565,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,1]",1,923,445314,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,1]",1,926,851565,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,1]",1,927,148438,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,1]",1,928,851565,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,1]",1,930,851565,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,1]",1,932,445314,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,1]",1,934,554689,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,1]",1,935,148438,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,1]",1,938,148438,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,1]",1,940,445314,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,1]",1,941,851565,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,1]",1,943,851565,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,1]",1,945,148438,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,1]",1,951,148438,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,1]",1,954,148438,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,1]",1,955,554689,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,1]",1,956,445314,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,1]",1,960,851565,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,1]",1,961,445314,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,1]",1,962,851565,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,1]",1,964,148438,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,1]",1,965,554689,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,1]",1,969,148438,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,1]",1,973,445314,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,1]",1,975,445314,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,1]",1,977,554689,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,1]",1,978,554689,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,1]",1,981,554689,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,1]",1,982,554689,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;0,1]",1,983,554689,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;1,0]",2,227,375003,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;1,0]",2,228,625000,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;1,0]",2,229,375003,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;1,0]",2,230,375003,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;1,0]",2,231,625000,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;1,0]",2,232,625000,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;1,0]",2,234,625000,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;1,0]",2,240,375003,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;1,0]",2,271,540255,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;1,0]",2,274,540255,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;1,0]",2,276,459748,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;1,0]",2,279,459748,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;1,0]",2,281,540255,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;1,0]",2,283,459748,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;1,0]",2,285,459748,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;1,0]",2,290,540255,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;1,0]",2,761,511286,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;1,0]",2,762,488717,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;1,0]",2,763,488717,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;1,0]",2,764,511286,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;1,0]",2,765,488717,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;1,0]",2,766,511286,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;1,0]",2,769,488717,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;1,0]",2,770,511286,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;1,0]",2,886,539064,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;1,0]",2,890,539064,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;1,0]",2,893,617189,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;1,0]",2,895,382814,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;1,0]",2,896,460939,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;1,0]",2,897,539064,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;1,0]",2,907,460939,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;1,0]",2,908,539064,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;1,0]",2,909,460939,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;1,0]",2,910,617189,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;1,0]",2,912,382814,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;1,0]",2,916,460939,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;1,0]",2,917,617189,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;1,0]",2,921,460939,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;1,0]",2,923,617189,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;1,0]",2,926,460939,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;1,0]",2,927,539064,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;1,0]",2,928,460939,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;1,0]",2,930,460939,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;1,0]",2,932,617189,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;1,0]",2,934,382814,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;1,0]",2,935,539064,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;1,0]",2,938,539064,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;1,0]",2,940,617189,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;1,0]",2,941,460939,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;1,0]",2,943,460939,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;1,0]",2,945,539064,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;1,0]",2,951,539064,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;1,0]",2,954,539064,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;1,0]",2,955,382814,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;1,0]",2,956,617189,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;1,0]",2,960,460939,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;1,0]",2,961,617189,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;1,0]",2,962,460939,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;1,0]",2,964,539064,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;1,0]",2,965,382814,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;1,0]",2,969,539064,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;1,0]",2,973,617189,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;1,0]",2,975,617189,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;1,0]",2,977,382814,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_sector[5;1,0]",2,978,382814,NONTRIVIAL_GL2_FIXTURE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
