package,layer,invariant,value,status,source,result,artifact
imported,prior,carrollian_wave_sandpile,D20_CARROLLIAN_WAVE_SANDPILE_RELATIONAL_FRAMES_CERTIFIED,IMPORTED_CERTIFICATE_HASHED,d20_carrollian_wave_sandpile_certificate.json,,
imported,prior,eca_dereference,D20_ECA_DEREFERENCE_PASS,IMPORTED_CERTIFICATE_HASHED,d20_eca_dereference_certificate.json,,
imported,base,D20 critical group,Z/2 x Z/12 x Z/60^3,CERTIFIED_BY_RECOMPUTATION,d20.json,,
imported,base,critical group order,5184000,CERTIFIED_BY_RECOMPUTATION,d20.json,,
imported,proof_trace,ECA_pattern_basis_image_size,2592000,CERTIFIED_BY_RECOMPUTATION,proof_trace_family_summary.csv,,
imported,proof_trace,ECA_pattern_basis_quotient,Z/2,CERTIFIED_BY_RECOMPUTATION,proof_trace_family_summary.csv,,
imported,proof_trace,unit_propagation_trace_sums_image_size,2592000,CERTIFIED_BY_RECOMPUTATION,proof_trace_family_summary.csv,,
imported,proof_trace,unit_propagation_trace_sums_quotient,Z/2,CERTIFIED_BY_RECOMPUTATION,proof_trace_family_summary.csv,,
imported,proof_trace,unit_propagation_final_assignment_cubes_image_size,2592000,CERTIFIED_BY_RECOMPUTATION,proof_trace_family_summary.csv,,
imported,proof_trace,unit_propagation_final_assignment_cubes_quotient,Z/2,CERTIFIED_BY_RECOMPUTATION,proof_trace_family_summary.csv,,
imported,proof_trace,unit_propagation_conflict_cubes_image_size,2592000,CERTIFIED_BY_RECOMPUTATION,proof_trace_family_summary.csv,,
imported,proof_trace,unit_propagation_conflict_cubes_quotient,Z/2,CERTIFIED_BY_RECOMPUTATION,proof_trace_family_summary.csv,,
imported,proof_trace,resolution_trace_sums_image_size,2592000,CERTIFIED_BY_RECOMPUTATION,proof_trace_family_summary.csv,,
imported,proof_trace,resolution_trace_sums_quotient,Z/2,CERTIFIED_BY_RECOMPUTATION,proof_trace_family_summary.csv,,
imported,proof_trace,resolution_parent_overlaps_image_size,2592000,CERTIFIED_BY_RECOMPUTATION,proof_trace_family_summary.csv,,
imported,proof_trace,resolution_parent_overlaps_quotient,Z/2,CERTIFIED_BY_RECOMPUTATION,proof_trace_family_summary.csv,,
imported,proof_trace,resolution_loss_fields_image_size,2592000,CERTIFIED_BY_RECOMPUTATION,proof_trace_family_summary.csv,,
imported,proof_trace,resolution_loss_fields_quotient,Z/2,CERTIFIED_BY_RECOMPUTATION,proof_trace_family_summary.csv,,
imported,proof_trace,resolution_signed_defects_image_size,2592000,CERTIFIED_BY_RECOMPUTATION,proof_trace_family_summary.csv,,
imported,proof_trace,resolution_signed_defects_quotient,Z/2,CERTIFIED_BY_RECOMPUTATION,proof_trace_family_summary.csv,,
imported,proof_trace,CDCL_trace_sums_image_size,2592000,CERTIFIED_BY_RECOMPUTATION,proof_trace_family_summary.csv,,
imported,proof_trace,CDCL_trace_sums_quotient,Z/2,CERTIFIED_BY_RECOMPUTATION,proof_trace_family_summary.csv,,
imported,proof_trace,CDCL_decision_cubes_image_size,2592000,CERTIFIED_BY_RECOMPUTATION,proof_trace_family_summary.csv,,
imported,proof_trace,CDCL_decision_cubes_quotient,Z/2,CERTIFIED_BY_RECOMPUTATION,proof_trace_family_summary.csv,,
imported,proof_trace,CDCL_learned_clauses_image_size,2592000,CERTIFIED_BY_RECOMPUTATION,proof_trace_family_summary.csv,,
imported,proof_trace,CDCL_learned_clauses_quotient,Z/2,CERTIFIED_BY_RECOMPUTATION,proof_trace_family_summary.csv,,
imported,proof_trace,CDCL_conflict_violations_image_size,2592000,CERTIFIED_BY_RECOMPUTATION,proof_trace_family_summary.csv,,
imported,proof_trace,CDCL_conflict_violations_quotient,Z/2,CERTIFIED_BY_RECOMPUTATION,proof_trace_family_summary.csv,,
imported,proof_trace,XOR_row_addition_trace_sums_image_size,81000,CERTIFIED_BY_RECOMPUTATION,proof_trace_family_summary.csv,,
imported,proof_trace,XOR_row_addition_trace_sums_quotient,Z/2^4 x Z/4,CERTIFIED_BY_RECOMPUTATION,proof_trace_family_summary.csv,,
imported,proof_trace,XOR_row_addition_overlaps_image_size,1296000,CERTIFIED_BY_RECOMPUTATION,proof_trace_family_summary.csv,,
imported,proof_trace,XOR_row_addition_overlaps_quotient,Z/2^2,CERTIFIED_BY_RECOMPUTATION,proof_trace_family_summary.csv,,
imported,proof_trace,XOR_affine_fibers_image_size,2592000,CERTIFIED_BY_RECOMPUTATION,proof_trace_family_summary.csv,,
imported,proof_trace,XOR_affine_fibers_quotient,Z/2,CERTIFIED_BY_RECOMPUTATION,proof_trace_family_summary.csv,,
imported,proof_trace,weighted_clause_satisfied_sum_image_size,864,CERTIFIED_BY_RECOMPUTATION,proof_trace_family_summary.csv,,
imported,proof_trace,weighted_clause_satisfied_sum_quotient,Z/10^2 x Z/60,CERTIFIED_BY_RECOMPUTATION,proof_trace_family_summary.csv,,
imported,proof_trace,weighted_clause_unsatisfied_sum_image_size,864,CERTIFIED_BY_RECOMPUTATION,proof_trace_family_summary.csv,,
imported,proof_trace,weighted_clause_unsatisfied_sum_quotient,Z/10^2 x Z/60,CERTIFIED_BY_RECOMPUTATION,proof_trace_family_summary.csv,,
imported,proof_trace,weighted_clause_square_gap_image_size,1296000,CERTIFIED_BY_RECOMPUTATION,proof_trace_family_summary.csv,,
imported,proof_trace,weighted_clause_square_gap_quotient,Z/2^2,CERTIFIED_BY_RECOMPUTATION,proof_trace_family_summary.csv,,
imported,proof_trace,weighted_clause_folded_cross_image_size,1296000,CERTIFIED_BY_RECOMPUTATION,proof_trace_family_summary.csv,,
imported,proof_trace,weighted_clause_folded_cross_quotient,Z/2^2,CERTIFIED_BY_RECOMPUTATION,proof_trace_family_summary.csv,,
imported,proof_trace,weighted_CDCL_decision_cubes_image_size,2592000,CERTIFIED_BY_RECOMPUTATION,proof_trace_family_summary.csv,,
imported,proof_trace,weighted_CDCL_decision_cubes_quotient,Z/2,CERTIFIED_BY_RECOMPUTATION,proof_trace_family_summary.csv,,
imported,proof_trace,weighted_resolution_loss_fields_image_size,2592000,CERTIFIED_BY_RECOMPUTATION,proof_trace_family_summary.csv,,
imported,proof_trace,weighted_resolution_loss_fields_quotient,Z/2,CERTIFIED_BY_RECOMPUTATION,proof_trace_family_summary.csv,,
imported,proof_trace,Burning_static_fields_image_size,162000,CERTIFIED_BY_RECOMPUTATION,proof_trace_family_summary.csv,,
imported,proof_trace,Burning_static_fields_quotient,Z/2 x Z/4^2,CERTIFIED_BY_RECOMPUTATION,proof_trace_family_summary.csv,,
imported,hybrid,ECA_pattern_basis + unit_propagation_trace_sums,Z/2,CERTIFIED_BY_RECOMPUTATION,trace_hybrid_closure_summary.csv,,
imported,hybrid,ECA_pattern_basis + unit_propagation_final_assignment_cubes,Z/2,CERTIFIED_BY_RECOMPUTATION,trace_hybrid_closure_summary.csv,,
imported,hybrid,ECA_pattern_basis + unit_propagation_conflict_cubes,Z/2,CERTIFIED_BY_RECOMPUTATION,trace_hybrid_closure_summary.csv,,
imported,hybrid,ECA_pattern_basis + resolution_trace_sums,Z/2,CERTIFIED_BY_RECOMPUTATION,trace_hybrid_closure_summary.csv,,
imported,hybrid,ECA_pattern_basis + resolution_parent_overlaps,Z/2,CERTIFIED_BY_RECOMPUTATION,trace_hybrid_closure_summary.csv,,
imported,hybrid,ECA_pattern_basis + resolution_loss_fields,Z/2,CERTIFIED_BY_RECOMPUTATION,trace_hybrid_closure_summary.csv,,
imported,hybrid,ECA_pattern_basis + resolution_signed_defects,Z/2,CERTIFIED_BY_RECOMPUTATION,trace_hybrid_closure_summary.csv,,
imported,hybrid,ECA_pattern_basis + CDCL_trace_sums,Z/2,CERTIFIED_BY_RECOMPUTATION,trace_hybrid_closure_summary.csv,,
imported,hybrid,ECA_pattern_basis + CDCL_decision_cubes,Z/2,CERTIFIED_BY_RECOMPUTATION,trace_hybrid_closure_summary.csv,,
imported,hybrid,ECA_pattern_basis + CDCL_learned_clauses,Z/2,CERTIFIED_BY_RECOMPUTATION,trace_hybrid_closure_summary.csv,,
imported,hybrid,ECA_pattern_basis + CDCL_conflict_violations,Z/2,CERTIFIED_BY_RECOMPUTATION,trace_hybrid_closure_summary.csv,,
imported,hybrid,ECA_pattern_basis + XOR_row_addition_trace_sums,Z/2,CERTIFIED_BY_RECOMPUTATION,trace_hybrid_closure_summary.csv,,
imported,hybrid,ECA_pattern_basis + XOR_row_addition_overlaps,Z/2,CERTIFIED_BY_RECOMPUTATION,trace_hybrid_closure_summary.csv,,
imported,hybrid,ECA_pattern_basis + XOR_affine_fibers,Z/2,CERTIFIED_BY_RECOMPUTATION,trace_hybrid_closure_summary.csv,,
imported,hybrid,ECA_pattern_basis + weighted_clause_satisfied_sum,Z/2,CERTIFIED_BY_RECOMPUTATION,trace_hybrid_closure_summary.csv,,
imported,hybrid,ECA_pattern_basis + weighted_clause_unsatisfied_sum,Z/2,CERTIFIED_BY_RECOMPUTATION,trace_hybrid_closure_summary.csv,,
imported,hybrid,ECA_pattern_basis + weighted_clause_square_gap,Z/2,CERTIFIED_BY_RECOMPUTATION,trace_hybrid_closure_summary.csv,,
imported,hybrid,ECA_pattern_basis + weighted_clause_folded_cross,Z/2,CERTIFIED_BY_RECOMPUTATION,trace_hybrid_closure_summary.csv,,
imported,hybrid,ECA_pattern_basis + weighted_CDCL_decision_cubes,Z/2,CERTIFIED_BY_RECOMPUTATION,trace_hybrid_closure_summary.csv,,
imported,hybrid,ECA_pattern_basis + weighted_resolution_loss_fields,Z/2,CERTIFIED_BY_RECOMPUTATION,trace_hybrid_closure_summary.csv,,
imported,hybrid,ECA_pattern_basis + Burning_static_fields,trivial,CERTIFIED_BY_RECOMPUTATION,trace_hybrid_closure_summary.csv,,
imported,hybrid,BOOLEAN_TRACE_UNION + none,Z/2,CERTIFIED_BY_RECOMPUTATION,trace_hybrid_closure_summary.csv,,
imported,hybrid,WEIGHTED_TRACE_UNION + none,Z/2,CERTIFIED_BY_RECOMPUTATION,trace_hybrid_closure_summary.csv,,
imported,hybrid,ECA_plus_BooleanTrace + none,Z/2,CERTIFIED_BY_RECOMPUTATION,trace_hybrid_closure_summary.csv,,
imported,hybrid,BOOLEAN_TRACE_UNION + ECA,Z/2,CERTIFIED_BY_RECOMPUTATION,trace_hybrid_closure_summary.csv,,
imported,hybrid,BOOLEAN_TRACE_UNION + Burning_weighted_analytic,trivial,CERTIFIED_BY_RECOMPUTATION,trace_hybrid_closure_summary.csv,,
imported,hybrid,BOOLEAN_TRACE_UNION + Burning_static_all,trivial,CERTIFIED_BY_RECOMPUTATION,trace_hybrid_closure_summary.csv,,
imported,hybrid,BOOLEAN_TRACE_UNION + BooleanTrace,Z/2,CERTIFIED_BY_RECOMPUTATION,trace_hybrid_closure_summary.csv,,
imported,hybrid,BOOLEAN_TRACE_UNION + WeightedTrace,Z/2,CERTIFIED_BY_RECOMPUTATION,trace_hybrid_closure_summary.csv,,
imported,base,D20 critical group,Z/2 x Z/12 x Z/60^3,CERTIFIED_BY_RECOMPUTATION,d20.json,,
imported,base,critical group order,5184000,CERTIFIED_BY_RECOMPUTATION,d20.json,,
imported,scheduler_family,BRANCHING_SCORE_PRIMITIVE_image_size,2592000,CERTIFIED_BY_RECOMPUTATION,scheduler_family_summary.csv,,
imported,scheduler_family,BRANCHING_SCORE_PRIMITIVE_quotient,Z/2,CERTIFIED_BY_RECOMPUTATION,scheduler_family_summary.csv,,
imported,scheduler_family,BRANCHING_SCORE_RAW_image_size,2592000,CERTIFIED_BY_RECOMPUTATION,scheduler_family_summary.csv,,
imported,scheduler_family,BRANCHING_SCORE_RAW_quotient,Z/2,CERTIFIED_BY_RECOMPUTATION,scheduler_family_summary.csv,,
imported,scheduler_family,BURNING_STATIC_FIELDS_image_size,162000,CERTIFIED_BY_RECOMPUTATION,scheduler_family_summary.csv,,
imported,scheduler_family,BURNING_STATIC_FIELDS_quotient,Z/2 x Z/4^2,CERTIFIED_BY_RECOMPUTATION,scheduler_family_summary.csv,,
imported,scheduler_family,LOCAL_SEARCH_PRIMITIVE_image_size,2592000,CERTIFIED_BY_RECOMPUTATION,scheduler_family_summary.csv,,
imported,scheduler_family,LOCAL_SEARCH_PRIMITIVE_quotient,Z/2,CERTIFIED_BY_RECOMPUTATION,scheduler_family_summary.csv,,
imported,scheduler_family,LOCAL_SEARCH_RAW_image_size,2592000,CERTIFIED_BY_RECOMPUTATION,scheduler_family_summary.csv,,
imported,scheduler_family,LOCAL_SEARCH_RAW_quotient,Z/2,CERTIFIED_BY_RECOMPUTATION,scheduler_family_summary.csv,,
imported,scheduler_family,PHASE_ADDRESS_PRIMITIVE_image_size,25920,CERTIFIED_BY_RECOMPUTATION,scheduler_family_summary.csv,,
imported,scheduler_family,PHASE_ADDRESS_PRIMITIVE_quotient,Z/10 x Z/20,CERTIFIED_BY_RECOMPUTATION,scheduler_family_summary.csv,,
imported,scheduler_family,PHASE_ADDRESS_RAW_image_size,3240,CERTIFIED_BY_RECOMPUTATION,scheduler_family_summary.csv,,
imported,scheduler_family,PHASE_ADDRESS_RAW_quotient,Z/2^2 x Z/20^2,CERTIFIED_BY_RECOMPUTATION,scheduler_family_summary.csv,,
imported,scheduler_family,RESTART_DPLL_PRIMITIVE_image_size,5184000,CERTIFIED_BY_RECOMPUTATION,scheduler_family_summary.csv,,
imported,scheduler_family,RESTART_DPLL_PRIMITIVE_quotient,trivial,CERTIFIED_BY_RECOMPUTATION,scheduler_family_summary.csv,,
imported,scheduler_family,RESTART_DPLL_RAW_image_size,5184000,CERTIFIED_BY_RECOMPUTATION,scheduler_family_summary.csv,,
imported,scheduler_family,RESTART_DPLL_RAW_quotient,trivial,CERTIFIED_BY_RECOMPUTATION,scheduler_family_summary.csv,,
imported,scheduler_family,WATCHED_LITERAL_PRIMITIVE_image_size,2592000,CERTIFIED_BY_RECOMPUTATION,scheduler_family_summary.csv,,
imported,scheduler_family,WATCHED_LITERAL_PRIMITIVE_quotient,Z/2,CERTIFIED_BY_RECOMPUTATION,scheduler_family_summary.csv,,
imported,scheduler_family,WATCHED_LITERAL_RAW_image_size,2592000,CERTIFIED_BY_RECOMPUTATION,scheduler_family_summary.csv,,
imported,scheduler_family,WATCHED_LITERAL_RAW_quotient,Z/2,CERTIFIED_BY_RECOMPUTATION,scheduler_family_summary.csv,,
imported,scheduler_union,WATCHED_LITERAL_UNION_image_size,2592000,CERTIFIED_OR_DEDUCED_FROM_FAMILY_ROWS,scheduler_union_summary.csv,,
imported,scheduler_union,WATCHED_LITERAL_UNION_quotient,Z/2,CERTIFIED_OR_DEDUCED_FROM_FAMILY_ROWS,scheduler_union_summary.csv,,
imported,scheduler_union,BRANCHING_SCORE_UNION_image_size,2592000,CERTIFIED_OR_DEDUCED_FROM_FAMILY_ROWS,scheduler_union_summary.csv,,
imported,scheduler_union,BRANCHING_SCORE_UNION_quotient,Z/2,CERTIFIED_OR_DEDUCED_FROM_FAMILY_ROWS,scheduler_union_summary.csv,,
imported,scheduler_union,LOCAL_SEARCH_UNION_image_size,2592000,CERTIFIED_OR_DEDUCED_FROM_FAMILY_ROWS,scheduler_union_summary.csv,,
imported,scheduler_union,LOCAL_SEARCH_UNION_quotient,Z/2,CERTIFIED_OR_DEDUCED_FROM_FAMILY_ROWS,scheduler_union_summary.csv,,
imported,scheduler_union,RESTART_DPLL_UNION_image_size,5184000,CERTIFIED_OR_DEDUCED_FROM_FAMILY_ROWS,scheduler_union_summary.csv,,
imported,scheduler_union,RESTART_DPLL_UNION_quotient,trivial,CERTIFIED_OR_DEDUCED_FROM_FAMILY_ROWS,scheduler_union_summary.csv,,
imported,scheduler_union,PHASE_ADDRESS_UNION_image_size,25920,CERTIFIED_OR_DEDUCED_FROM_FAMILY_ROWS,scheduler_union_summary.csv,,
imported,scheduler_union,PHASE_ADDRESS_UNION_quotient,not recomputed in final pass,CERTIFIED_OR_DEDUCED_FROM_FAMILY_ROWS,scheduler_union_summary.csv,,
imported,scheduler_union,NONBOOLEAN_SOLVER_SCHEDULE_UNION_image_size,5184000,CERTIFIED_OR_DEDUCED_FROM_FAMILY_ROWS,scheduler_union_summary.csv,,
imported,scheduler_union,NONBOOLEAN_SOLVER_SCHEDULE_UNION_quotient,trivial,CERTIFIED_OR_DEDUCED_FROM_FAMILY_ROWS,scheduler_union_summary.csv,,
imported,scheduler_union,ALL_FIELDS_UNION_image_size,5184000,CERTIFIED_OR_DEDUCED_FROM_FAMILY_ROWS,scheduler_union_summary.csv,,
imported,scheduler_union,ALL_FIELDS_UNION_quotient,trivial,CERTIFIED_OR_DEDUCED_FROM_FAMILY_ROWS,scheduler_union_summary.csv,,
imported,hybrid,ECA_PATTERN_BASIS + NONBOOLEAN_SOLVER_SCHEDULE_UNION,trivial,CERTIFIED_OR_DEDUCED_FROM_FULL_SUBFAMILY,scheduler_hybrid_closure_summary.csv,,
imported,hybrid,NONBOOLEAN_SOLVER_SCHEDULE_UNION + BURNING_WEIGHTED_ANALYTIC,trivial,CERTIFIED_OR_DEDUCED_FROM_FULL_SUBFAMILY,scheduler_hybrid_closure_summary.csv,,
imported,hybrid,ECA_PLUS_NONBOOLEAN_SOLVER_SCHEDULE_UNION + BURNING_WEIGHTED_ANALYTIC,trivial,CERTIFIED_OR_DEDUCED_FROM_FULL_SUBFAMILY,scheduler_hybrid_closure_summary.csv,,
imported,hybrid,WATCHED_LITERAL_UNION + BURNING_WEIGHTED_ANALYTIC,trivial,CERTIFIED_OR_DEDUCED_FROM_FULL_SUBFAMILY,scheduler_hybrid_closure_summary.csv,,
imported,hybrid,BRANCHING_SCORE_UNION + BURNING_WEIGHTED_ANALYTIC,trivial,CERTIFIED_OR_DEDUCED_FROM_FULL_SUBFAMILY,scheduler_hybrid_closure_summary.csv,,
imported,hybrid,LOCAL_SEARCH_UNION + BURNING_WEIGHTED_ANALYTIC,trivial,CERTIFIED_OR_DEDUCED_FROM_FULL_SUBFAMILY,scheduler_hybrid_closure_summary.csv,,
imported,canonicality,graph automorphism count,120,CERTIFIED_BY_RECOMPUTATION,automorphism_canonicality_audit.csv,,
imported,canonicality,semantic H6 automorphism count,12,CERTIFIED_BY_RECOMPUTATION,automorphism_canonicality_audit.csv,,
imported,canonicality,residual graph orbit size,15,CERTIFIED_BY_RECOMPUTATION,automorphism_canonicality_audit.csv,,
imported,residual,SNF mod2 coordinate,"[0,0,1,0,0]",CERTIFIED_BY_RECOMPUTATION,residual_bit_vertex_table.csv,,
imported,family,ECA_PATTERN_BASIS_quotient,Z/2,CERTIFIED_BY_RECOMPUTATION,family_summary.csv,,
imported,family,ECA_PATTERN_BASIS_image_size,2592000,CERTIFIED_BY_RECOMPUTATION,family_summary.csv,,
imported,family,ACTUAL_WALKSAT_TRACES_quotient,Z/2,CERTIFIED_BY_RECOMPUTATION,family_summary.csv,,
imported,family,ACTUAL_WALKSAT_TRACES_image_size,2592000,CERTIFIED_BY_RECOMPUTATION,family_summary.csv,,
imported,family,ACTUAL_DPLL_TRACES_quotient,trivial,CERTIFIED_BY_RECOMPUTATION,family_summary.csv,,
imported,family,ACTUAL_DPLL_TRACES_image_size,5184000,CERTIFIED_BY_RECOMPUTATION,family_summary.csv,,
imported,family,RULE110_FIELDS_quotient,trivial,CERTIFIED_BY_RECOMPUTATION,family_summary.csv,,
imported,family,RULE110_FIELDS_image_size,5184000,CERTIFIED_BY_RECOMPUTATION,family_summary.csv,,
imported,family,TAG_SYSTEM_FIELDS_quotient,trivial,CERTIFIED_BY_RECOMPUTATION,family_summary.csv,,
imported,family,TAG_SYSTEM_FIELDS_image_size,5184000,CERTIFIED_BY_RECOMPUTATION,family_summary.csv,,
imported,family,TERM_REWRITE_FIELDS_quotient,Z/2 x Z/4,CERTIFIED_BY_RECOMPUTATION,family_summary.csv,,
imported,family,TERM_REWRITE_FIELDS_image_size,648000,CERTIFIED_BY_RECOMPUTATION,family_summary.csv,,
imported,family,EXTERNAL_UNIVERSALITY_UNION_quotient,trivial,CERTIFIED_BY_RECOMPUTATION,family_summary.csv,,
imported,family,EXTERNAL_UNIVERSALITY_UNION_image_size,5184000,CERTIFIED_BY_RECOMPUTATION,family_summary.csv,,
imported,family,ACTUAL_TRACE_UNION_quotient,trivial,CERTIFIED_BY_RECOMPUTATION,family_summary.csv,,
imported,family,ACTUAL_TRACE_UNION_image_size,5184000,CERTIFIED_BY_RECOMPUTATION,family_summary.csv,,
imported,family,ALL_NEW_FIELDS_quotient,trivial,CERTIFIED_BY_RECOMPUTATION,family_summary.csv,,
imported,family,ALL_NEW_FIELDS_image_size,5184000,CERTIFIED_BY_RECOMPUTATION,family_summary.csv,,
imported,nonabelian_lift,unique canonical path words,350,CERTIFIED_BY_RECOMPUTATION,nonabelian_route_word_audit.csv,,
imported,nonabelian_lift,abelianization collision classes,0,CERTIFIED_BY_RECOMPUTATION,nonabelian_route_abelianization_collisions.csv,,
imported,route_memory,line critical group,Z/2^2 x Z/6^4 x Z/12 x Z/72 x Z/360^3,CERTIFIED_BY_RECOMPUTATION,line_critical_family_summary.csv,,
imported,route_memory,line critical group order,208971104256000,CERTIFIED_BY_RECOMPUTATION,line_critical_family_summary.csv,,
imported,route_memory,independent cycle bits,11,CERTIFIED_BY_RECOMPUTATION,fundamental_cycle_basis_non_tree.csv,,
imported,route_memory,all shortest path image quotient,trivial,CERTIFIED_BY_RECOMPUTATION,line_critical_family_summary.csv,,
imported,route_memory,simple cycles quotient,Z/2^5,CERTIFIED_BY_RECOMPUTATION,line_critical_family_summary.csv,,
imported,trace_route,line critical group,Z/2^2 x Z/6^4 x Z/12 x Z/72 x Z/360^3,CARRIED_FORWARD_RECOMPUTED,trace_route_family_summary.csv,,
imported,trace_route_family,TRACE_WALKSAT_STATE_ROUTES_quotient,trivial,CERTIFIED_BY_RECOMPUTATION,trace_route_family_summary.csv,,
imported,trace_route_family,TRACE_WALKSAT_STATE_ROUTES_image_size,208971104256000,CERTIFIED_BY_RECOMPUTATION,trace_route_family_summary.csv,,
imported,trace_route_family,TRACE_DPLL_EVENT_ROUTES_quotient,trivial,CERTIFIED_BY_RECOMPUTATION,trace_route_family_summary.csv,,
imported,trace_route_family,TRACE_DPLL_EVENT_ROUTES_image_size,208971104256000,CERTIFIED_BY_RECOMPUTATION,trace_route_family_summary.csv,,
imported,trace_route_family,TRACE_ACTUAL_UNION_quotient,trivial,CERTIFIED_BY_RECOMPUTATION,trace_route_family_summary.csv,,
imported,trace_route_family,TRACE_ACTUAL_UNION_image_size,208971104256000,CERTIFIED_BY_RECOMPUTATION,trace_route_family_summary.csv,,
imported,trace_route_family,TRACE_RULE110_ROUTES_quotient,trivial,CERTIFIED_BY_RECOMPUTATION,trace_route_family_summary.csv,,
imported,trace_route_family,TRACE_RULE110_ROUTES_image_size,208971104256000,CERTIFIED_BY_RECOMPUTATION,trace_route_family_summary.csv,,
imported,trace_route_family,TRACE_TAG_SYSTEM_ROUTES_quotient,trivial,CERTIFIED_BY_RECOMPUTATION,trace_route_family_summary.csv,,
imported,trace_route_family,TRACE_TAG_SYSTEM_ROUTES_image_size,208971104256000,CERTIFIED_BY_RECOMPUTATION,trace_route_family_summary.csv,,
imported,trace_route_family,TRACE_TERM_REWRITE_ROUTES_quotient,trivial,CERTIFIED_BY_RECOMPUTATION,trace_route_family_summary.csv,,
imported,trace_route_family,TRACE_TERM_REWRITE_ROUTES_image_size,208971104256000,CERTIFIED_BY_RECOMPUTATION,trace_route_family_summary.csv,,
imported,trace_route_family,TRACE_EXTERNAL_UNION_quotient,trivial,CERTIFIED_BY_RECOMPUTATION,trace_route_family_summary.csv,,
imported,trace_route_family,TRACE_EXTERNAL_UNION_image_size,208971104256000,CERTIFIED_BY_RECOMPUTATION,trace_route_family_summary.csv,,
imported,trace_route_hybrid,TRACE_WALKSAT_STATE_ROUTES + TRACE_DPLL_EVENT_ROUTES,trivial,CERTIFIED_BY_RECOMPUTATION,trace_route_hybrid_summary.csv,,
