mode,mode_name,rank,jabber,loading,abs_loading
3,monodromy-contamination correction,1,MONODROME_CONTAMINATOR,0.4830973753341651,0.4830973753341651
3,monodromy-contamination correction,2,KERNEL_SPIKE,-0.40333661183780545,0.40333661183780545
3,monodromy-contamination correction,3,BLUFF_ENGINE,0.3844676801466634,0.3844676801466634
3,monodromy-contamination correction,4,RANK4_TAX,-0.3669553560636377,0.3669553560636377
3,monodromy-contamination correction,5,EXTRACTOR_LURE,0.33685932809304914,0.33685932809304914
3,monodromy-contamination correction,6,RANDOM_JABBER,0.28052309390090735,0.28052309390090735
3,monodromy-contamination correction,7,HOMOLOGY_PUNCTURE,-0.22396833301381475,0.22396833301381475
3,monodromy-contamination correction,8,FACE15_DENIAL,-0.1987175977464972,0.1987175977464972
3,monodromy-contamination correction,9,H_MASK_SPLIT,-0.08343344635568488,0.08343344635568488
3,monodromy-contamination correction,10,KERNEL_DRIP,-0.07646241138275604,0.07646241138275604
3,monodromy-contamination correction,11,FACE12_DENIAL,0.07635723189380313,0.07635723189380313
3,monodromy-contamination correction,12,CURVATURE_INJECTOR,-0.07280634250102845,0.07280634250102845
3,monodromy-contamination correction,13,FACE17_DENIAL,-0.07023669768219097,0.07023669768219097
3,monodromy-contamination correction,14,NONE,-0.061347111498779396,0.061347111498779396
3,monodromy-contamination correction,15,DIVERGENCE_TAX,0.060235930794729046,0.060235930794729046
3,monodromy-contamination correction,16,OMEGA_LOCK,-0.05816444143774176,0.05816444143774176
4,homology/bluff stabilizer-breaking micro-mode,1,HOMOLOGY_PUNCTURE,-0.6303426317144375,0.6303426317144375
4,homology/bluff stabilizer-breaking micro-mode,2,MONODROME_CONTAMINATOR,-0.4652893405215792,0.4652893405215792
4,homology/bluff stabilizer-breaking micro-mode,3,BLUFF_ENGINE,0.34289340928408213,0.34289340928408213
4,homology/bluff stabilizer-breaking micro-mode,4,FACE15_DENIAL,0.3016611510404427,0.3016611510404427
4,homology/bluff stabilizer-breaking micro-mode,5,KERNEL_DRIP,0.2280423734295615,0.2280423734295615
4,homology/bluff stabilizer-breaking micro-mode,6,RANK4_TAX,-0.20992116922408238,0.20992116922408238
4,homology/bluff stabilizer-breaking micro-mode,7,CURVATURE_INJECTOR,0.17041985629209386,0.17041985629209386
4,homology/bluff stabilizer-breaking micro-mode,8,KERNEL_SPIKE,0.12377208930336965,0.12377208930336965
4,homology/bluff stabilizer-breaking micro-mode,9,NONE,-0.11846270743424864,0.11846270743424864
4,homology/bluff stabilizer-breaking micro-mode,10,H_MASK_SPLIT,-0.089935102791499,0.089935102791499
4,homology/bluff stabilizer-breaking micro-mode,11,FACE17_DENIAL,-0.08477941007067709,0.08477941007067709
4,homology/bluff stabilizer-breaking micro-mode,12,EXTRACTOR_LURE,-0.05904664920892018,0.05904664920892018
4,homology/bluff stabilizer-breaking micro-mode,13,FACE12_DENIAL,0.05148839314911364,0.05148839314911364
4,homology/bluff stabilizer-breaking micro-mode,14,RANDOM_JABBER,0.03122033694969939,0.03122033694969939
4,homology/bluff stabilizer-breaking micro-mode,15,OMEGA_LOCK,-0.025628854015348212,0.025628854015348212
4,homology/bluff stabilizer-breaking micro-mode,16,DIVERGENCE_TAX,-0.009358634403512698,0.009358634403512698
5,q4/monodromy micro-mode,1,RANDOM_JABBER,-0.6897464360003664,0.6897464360003664
5,q4/monodromy micro-mode,2,HOMOLOGY_PUNCTURE,-0.4712176943990453,0.4712176943990453
5,q4/monodromy micro-mode,3,MONODROME_CONTAMINATOR,0.36015523509087966,0.36015523509087966
5,q4/monodromy micro-mode,4,KERNEL_SPIKE,0.18844451083459385,0.18844451083459385
5,q4/monodromy micro-mode,5,DIVERGENCE_TAX,-0.1711240908591761,0.1711240908591761
5,q4/monodromy micro-mode,6,EXTRACTOR_LURE,0.1642123867616919,0.1642123867616919
5,q4/monodromy micro-mode,7,NONE,0.12716749645531802,0.12716749645531802
5,q4/monodromy micro-mode,8,FACE15_DENIAL,-0.12431597890861097,0.12431597890861097
5,q4/monodromy micro-mode,9,BLUFF_ENGINE,-0.11292485179954734,0.11292485179954734
5,q4/monodromy micro-mode,10,FACE17_DENIAL,0.10029311953128317,0.10029311953128317
5,q4/monodromy micro-mode,11,OMEGA_LOCK,0.0985374501932202,0.0985374501932202
5,q4/monodromy micro-mode,12,H_MASK_SPLIT,0.079310847497152,0.079310847497152
5,q4/monodromy micro-mode,13,KERNEL_DRIP,-0.07531802784257295,0.07531802784257295
5,q4/monodromy micro-mode,14,CURVATURE_INJECTOR,0.057579018792144,0.057579018792144
5,q4/monodromy micro-mode,15,FACE12_DENIAL,-0.027523894284692214,0.027523894284692214
5,q4/monodromy micro-mode,16,RANK4_TAX,0.023433505874998914,0.023433505874998914
6,kernel-drip face-denial micro-mode,1,FACE15_DENIAL,-0.5374440189095722,0.5374440189095722
6,kernel-drip face-denial micro-mode,2,KERNEL_DRIP,0.5100136148965518,0.5100136148965518
6,kernel-drip face-denial micro-mode,3,NONE,-0.30674366839167694,0.30674366839167694
6,kernel-drip face-denial micro-mode,4,RANK4_TAX,-0.3065557143352727,0.3065557143352727
6,kernel-drip face-denial micro-mode,5,DIVERGENCE_TAX,-0.25336472953371136,0.25336472953371136
6,kernel-drip face-denial micro-mode,6,CURVATURE_INJECTOR,0.23606791350091957,0.23606791350091957
6,kernel-drip face-denial micro-mode,7,HOMOLOGY_PUNCTURE,0.20413459994834185,0.20413459994834185
6,kernel-drip face-denial micro-mode,8,H_MASK_SPLIT,0.18722409722677757,0.18722409722677757
6,kernel-drip face-denial micro-mode,9,FACE17_DENIAL,0.15560490576714775,0.15560490576714775
6,kernel-drip face-denial micro-mode,10,FACE12_DENIAL,-0.12439975587399524,0.12439975587399524
6,kernel-drip face-denial micro-mode,11,KERNEL_SPIKE,0.0857554067702464,0.0857554067702464
6,kernel-drip face-denial micro-mode,12,RANDOM_JABBER,-0.07348112054864296,0.07348112054864296
6,kernel-drip face-denial micro-mode,13,MONODROME_CONTAMINATOR,-0.06878204583069315,0.06878204583069315
6,kernel-drip face-denial micro-mode,14,BLUFF_ENGINE,0.06792317107461404,0.06792317107461404
6,kernel-drip face-denial micro-mode,15,EXTRACTOR_LURE,-0.06735504579774063,0.06735504579774063
6,kernel-drip face-denial micro-mode,16,OMEGA_LOCK,-0.001879258905917251,0.001879258905917251
7,tail micro-mode,1,FACE15_DENIAL,-0.5347027199544578,0.5347027199544578
7,tail micro-mode,2,FACE12_DENIAL,0.3832582128431228,0.3832582128431228
7,tail micro-mode,3,RANK4_TAX,0.34186517687251483,0.34186517687251483
7,tail micro-mode,4,MONODROME_CONTAMINATOR,-0.3262493514930128,0.3262493514930128
7,tail micro-mode,5,NONE,0.3217791283727214,0.3217791283727214
7,tail micro-mode,6,DIVERGENCE_TAX,-0.26791199702345336,0.26791199702345336
7,tail micro-mode,7,RANDOM_JABBER,0.22707575346517556,0.22707575346517556
7,tail micro-mode,8,HOMOLOGY_PUNCTURE,-0.2039791922016948,0.2039791922016948
7,tail micro-mode,9,OMEGA_LOCK,0.19743553501238192,0.19743553501238192
7,tail micro-mode,10,EXTRACTOR_LURE,0.1277449118368882,0.1277449118368882
7,tail micro-mode,11,KERNEL_SPIKE,-0.09097401028138591,0.09097401028138591
7,tail micro-mode,12,KERNEL_DRIP,-0.08543256070677309,0.08543256070677309
7,tail micro-mode,13,H_MASK_SPLIT,-0.06340184841735856,0.06340184841735856
7,tail micro-mode,14,CURVATURE_INJECTOR,0.019275199206811745,0.019275199206811745
7,tail micro-mode,15,BLUFF_ENGINE,-0.011708093181673708,0.011708093181673708
7,tail micro-mode,16,FACE17_DENIAL,0.0017882088500467857,0.0017882088500467857
8,tail micro-mode,1,OMEGA_LOCK,-0.546495315037537,0.546495315037537
8,tail micro-mode,2,FACE17_DENIAL,0.44321155788680366,0.44321155788680366
8,tail micro-mode,3,H_MASK_SPLIT,0.4153237278689715,0.4153237278689715
8,tail micro-mode,4,EXTRACTOR_LURE,0.29715238178373593,0.29715238178373593
8,tail micro-mode,5,DIVERGENCE_TAX,0.2777318820365625,0.2777318820365625
8,tail micro-mode,6,MONODROME_CONTAMINATOR,-0.2091503915058608,0.2091503915058608
8,tail micro-mode,7,HOMOLOGY_PUNCTURE,-0.16866155308148925,0.16866155308148925
8,tail micro-mode,8,NONE,-0.1579622320838528,0.1579622320838528
8,tail micro-mode,9,KERNEL_DRIP,-0.1251845175701216,0.1251845175701216
8,tail micro-mode,10,CURVATURE_INJECTOR,-0.12037126960148767,0.12037126960148767
8,tail micro-mode,11,RANK4_TAX,0.11993664733394102,0.11993664733394102
8,tail micro-mode,12,BLUFF_ENGINE,-0.10827583758775723,0.10827583758775723
8,tail micro-mode,13,FACE15_DENIAL,-0.10238596330582139,0.10238596330582139
8,tail micro-mode,14,RANDOM_JABBER,0.055233548948609754,0.055233548948609754
8,tail micro-mode,15,KERNEL_SPIKE,-0.005652116434129585,0.005652116434129585
8,tail micro-mode,16,FACE12_DENIAL,-0.0009688405293673836,0.0009688405293673836
9,tail micro-mode,1,DIVERGENCE_TAX,0.6621127303260562,0.6621127303260562
9,tail micro-mode,2,FACE15_DENIAL,-0.3440269460018822,0.3440269460018822
9,tail micro-mode,3,NONE,0.32743455686889944,0.32743455686889944
9,tail micro-mode,4,H_MASK_SPLIT,-0.2507720101382327,0.2507720101382327
9,tail micro-mode,5,OMEGA_LOCK,-0.2494258205754853,0.2494258205754853
9,tail micro-mode,6,FACE17_DENIAL,-0.21434999240193636,0.21434999240193636
9,tail micro-mode,7,EXTRACTOR_LURE,-0.19225743273163884,0.19225743273163884
9,tail micro-mode,8,KERNEL_DRIP,0.15767772339343544,0.15767772339343544
9,tail micro-mode,9,KERNEL_SPIKE,0.15321411654144243,0.15321411654144243
9,tail micro-mode,10,RANK4_TAX,-0.15281248680324713,0.15281248680324713
9,tail micro-mode,11,CURVATURE_INJECTOR,0.13502888782974298,0.13502888782974298
9,tail micro-mode,12,FACE12_DENIAL,0.11743179900027223,0.11743179900027223
9,tail micro-mode,13,RANDOM_JABBER,-0.10763948296186139,0.10763948296186139
9,tail micro-mode,14,BLUFF_ENGINE,-0.10614225084744822,0.10614225084744822
9,tail micro-mode,15,HOMOLOGY_PUNCTURE,-0.03448445378395741,0.03448445378395741
9,tail micro-mode,16,MONODROME_CONTAMINATOR,0.01664318782404582,0.01664318782404582
10,tail micro-mode,1,OMEGA_LOCK,-0.5254566604454962,0.5254566604454962
10,tail micro-mode,2,NONE,0.369067682407651,0.369067682407651
10,tail micro-mode,3,DIVERGENCE_TAX,-0.3633084781953194,0.3633084781953194
10,tail micro-mode,4,EXTRACTOR_LURE,0.35635814994479575,0.35635814994479575
10,tail micro-mode,5,CURVATURE_INJECTOR,0.3384840816348042,0.3384840816348042
10,tail micro-mode,6,FACE17_DENIAL,-0.3211290558618468,0.3211290558618468
10,tail micro-mode,7,HOMOLOGY_PUNCTURE,0.2354219926047861,0.2354219926047861
10,tail micro-mode,8,FACE15_DENIAL,0.1316954177748493,0.1316954177748493
10,tail micro-mode,9,MONODROME_CONTAMINATOR,-0.09993220264554097,0.09993220264554097
10,tail micro-mode,10,RANDOM_JABBER,-0.09654944781041636,0.09654944781041636
10,tail micro-mode,11,FACE12_DENIAL,-0.090782897019236,0.090782897019236
10,tail micro-mode,12,BLUFF_ENGINE,0.07325738934140258,0.07325738934140258
10,tail micro-mode,13,RANK4_TAX,-0.06784003176742613,0.06784003176742613
10,tail micro-mode,14,KERNEL_DRIP,-0.026309824161372144,0.026309824161372144
10,tail micro-mode,15,KERNEL_SPIKE,-0.0050282387406326,0.0050282387406326
10,tail micro-mode,16,H_MASK_SPLIT,-0.0012001276632847937,0.0012001276632847937
11,tail micro-mode,1,FACE12_DENIAL,-0.5455962219061867,0.5455962219061867
11,tail micro-mode,2,KERNEL_DRIP,0.5059203901478277,0.5059203901478277
11,tail micro-mode,3,KERNEL_SPIKE,-0.34944024334505863,0.34944024334505863
11,tail micro-mode,4,RANK4_TAX,0.31895224917521964,0.31895224917521964
11,tail micro-mode,5,BLUFF_ENGINE,-0.286446126224074,0.286446126224074
11,tail micro-mode,6,HOMOLOGY_PUNCTURE,-0.2461484223938471,0.2461484223938471
11,tail micro-mode,7,RANDOM_JABBER,0.15497983015620959,0.15497983015620959
11,tail micro-mode,8,NONE,0.15229070963944139,0.15229070963944139
11,tail micro-mode,9,EXTRACTOR_LURE,0.12486875295150608,0.12486875295150608
11,tail micro-mode,10,FACE17_DENIAL,-0.07225868546371737,0.07225868546371737
11,tail micro-mode,11,MONODROME_CONTAMINATOR,0.061750152368916934,0.061750152368916934
11,tail micro-mode,12,H_MASK_SPLIT,-0.05100935009033314,0.05100935009033314
11,tail micro-mode,13,DIVERGENCE_TAX,0.04968441923400575,0.04968441923400575
11,tail micro-mode,14,OMEGA_LOCK,0.034418167390237994,0.034418167390237994
11,tail micro-mode,15,FACE15_DENIAL,0.03397656519595194,0.03397656519595194
11,tail micro-mode,16,CURVATURE_INJECTOR,-0.025348501561644296,0.025348501561644296
12,tail micro-mode,1,EXTRACTOR_LURE,-0.523561255486381,0.523561255486381
12,tail micro-mode,2,RANK4_TAX,0.3869802767872271,0.3869802767872271
12,tail micro-mode,3,KERNEL_SPIKE,-0.3552278925547466,0.3552278925547466
12,tail micro-mode,4,H_MASK_SPLIT,0.2980284588614521,0.2980284588614521
12,tail micro-mode,5,OMEGA_LOCK,-0.29447205358305667,0.29447205358305667
12,tail micro-mode,6,FACE12_DENIAL,0.2729877194703212,0.2729877194703212
12,tail micro-mode,7,MONODROME_CONTAMINATOR,0.22227747520948543,0.22227747520948543
12,tail micro-mode,8,BLUFF_ENGINE,0.21303634665253335,0.21303634665253335
12,tail micro-mode,9,FACE17_DENIAL,-0.17687230511310587,0.17687230511310587
12,tail micro-mode,10,CURVATURE_INJECTOR,0.15599933976405017,0.15599933976405017
12,tail micro-mode,11,RANDOM_JABBER,-0.12622060587249245,0.12622060587249245
12,tail micro-mode,12,NONE,-0.1114838762536971,0.1114838762536971
12,tail micro-mode,13,KERNEL_DRIP,0.10069200651922006,0.10069200651922006
12,tail micro-mode,14,HOMOLOGY_PUNCTURE,-0.07586032787761109,0.07586032787761109
12,tail micro-mode,15,DIVERGENCE_TAX,-0.06771576373118483,0.06771576373118483
12,tail micro-mode,16,FACE15_DENIAL,0.025203499219763035,0.025203499219763035
13,tail micro-mode,1,CURVATURE_INJECTOR,0.6949625862988633,0.6949625862988633
13,tail micro-mode,2,NONE,-0.3631878901529907,0.3631878901529907
13,tail micro-mode,3,KERNEL_DRIP,-0.360247159847679,0.360247159847679
13,tail micro-mode,4,DIVERGENCE_TAX,0.23315752514981955,0.23315752514981955
13,tail micro-mode,5,RANK4_TAX,0.21661316146713464,0.21661316146713464
13,tail micro-mode,6,FACE12_DENIAL,-0.19974230739027307,0.19974230739027307
13,tail micro-mode,7,OMEGA_LOCK,0.17942173482771115,0.17942173482771115
13,tail micro-mode,8,KERNEL_SPIKE,-0.14881804415368577,0.14881804415368577
13,tail micro-mode,9,H_MASK_SPLIT,-0.14643609430564947,0.14643609430564947
13,tail micro-mode,10,EXTRACTOR_LURE,0.14322730347564466,0.14322730347564466
13,tail micro-mode,11,FACE15_DENIAL,-0.09636007067052178,0.09636007067052178
13,tail micro-mode,12,MONODROME_CONTAMINATOR,-0.07222340049406385,0.07222340049406385
13,tail micro-mode,13,RANDOM_JABBER,-0.046467491050076117,0.046467491050076117
13,tail micro-mode,14,FACE17_DENIAL,-0.030370228063587405,0.030370228063587405
13,tail micro-mode,15,HOMOLOGY_PUNCTURE,0.016241538068276256,0.016241538068276256
13,tail micro-mode,16,BLUFF_ENGINE,0.004410565850017528,0.004410565850017528
14,tail micro-mode,1,RANDOM_JABBER,0.42703517104176103,0.42703517104176103
14,tail micro-mode,2,H_MASK_SPLIT,0.4185052805527467,0.4185052805527467
14,tail micro-mode,3,EXTRACTOR_LURE,-0.33442800779269694,0.33442800779269694
14,tail micro-mode,4,CURVATURE_INJECTOR,0.28397411783817683,0.28397411783817683
14,tail micro-mode,5,RANK4_TAX,-0.2817456658027468,0.2817456658027468
14,tail micro-mode,6,KERNEL_DRIP,-0.27718375552359775,0.27718375552359775
14,tail micro-mode,7,NONE,0.26322674310831834,0.26322674310831834
14,tail micro-mode,8,BLUFF_ENGINE,-0.2578536930450935,0.2578536930450935
14,tail micro-mode,9,HOMOLOGY_PUNCTURE,-0.2311480534768181,0.2311480534768181
14,tail micro-mode,10,FACE12_DENIAL,-0.20726769896926145,0.20726769896926145
14,tail micro-mode,11,KERNEL_SPIKE,0.15844429547189406,0.15844429547189406
14,tail micro-mode,12,MONODROME_CONTAMINATOR,0.15012330194781331,0.15012330194781331
14,tail micro-mode,13,DIVERGENCE_TAX,-0.10534621288211543,0.10534621288211543
14,tail micro-mode,14,OMEGA_LOCK,0.050543550720128144,0.050543550720128144
14,tail micro-mode,15,FACE15_DENIAL,-0.017242712015245854,0.017242712015245854
14,tail micro-mode,16,FACE17_DENIAL,-0.006472448714118816,0.006472448714118816
15,tail micro-mode,1,BLUFF_ENGINE,0.5506973331929497,0.5506973331929497
15,tail micro-mode,2,FACE12_DENIAL,-0.451117405428929,0.451117405428929
15,tail micro-mode,3,H_MASK_SPLIT,0.35091159070955086,0.35091159070955086
15,tail micro-mode,4,NONE,0.23955966691746283,0.23955966691746283
15,tail micro-mode,5,CURVATURE_INJECTOR,-0.2226338982804189,0.2226338982804189
15,tail micro-mode,6,MONODROME_CONTAMINATOR,-0.21808967391052939,0.21808967391052939
15,tail micro-mode,7,OMEGA_LOCK,0.1955514983172213,0.1955514983172213
15,tail micro-mode,8,RANDOM_JABBER,-0.19047416977077206,0.19047416977077206
15,tail micro-mode,9,FACE15_DENIAL,-0.18339203220848052,0.18339203220848052
15,tail micro-mode,10,DIVERGENCE_TAX,0.18169402771676596,0.18169402771676596
15,tail micro-mode,11,KERNEL_DRIP,-0.1771909119154212,0.1771909119154212
15,tail micro-mode,12,FACE17_DENIAL,-0.16339348185336838,0.16339348185336838
15,tail micro-mode,13,HOMOLOGY_PUNCTURE,0.09706470592797119,0.09706470592797119
15,tail micro-mode,14,RANK4_TAX,0.06381094630667229,0.06381094630667229
15,tail micro-mode,15,EXTRACTOR_LURE,-0.047622656541635826,0.047622656541635826
15,tail micro-mode,16,KERNEL_SPIKE,-0.02339403913004858,0.02339403913004858
16,tail micro-mode,1,FACE17_DENIAL,0.6580573011085574,0.6580573011085574
16,tail micro-mode,2,H_MASK_SPLIT,-0.43930103976260104,0.43930103976260104
16,tail micro-mode,3,EXTRACTOR_LURE,-0.304343756261035,0.304343756261035
16,tail micro-mode,4,BLUFF_ENGINE,0.2764030524362975,0.2764030524362975
16,tail micro-mode,5,NONE,0.2726368509858483,0.2726368509858483
16,tail micro-mode,6,FACE12_DENIAL,-0.2254244710852046,0.2254244710852046
16,tail micro-mode,7,OMEGA_LOCK,-0.18411602396743754,0.18411602396743754
16,tail micro-mode,8,DIVERGENCE_TAX,-0.13495748141849334,0.13495748141849334
16,tail micro-mode,9,CURVATURE_INJECTOR,0.09824489666364905,0.09824489666364905
16,tail micro-mode,10,KERNEL_DRIP,-0.08787866019843284,0.08787866019843284
16,tail micro-mode,11,KERNEL_SPIKE,-0.07521055056497426,0.07521055056497426
16,tail micro-mode,12,MONODROME_CONTAMINATOR,0.05081675910966005,0.05081675910966005
16,tail micro-mode,13,RANK4_TAX,0.04007957401948181,0.04007957401948181
16,tail micro-mode,14,HOMOLOGY_PUNCTURE,0.020839260726341246,0.020839260726341246
16,tail micro-mode,15,RANDOM_JABBER,0.005355777665713186,0.005355777665713186
16,tail micro-mode,16,FACE15_DENIAL,-0.0030197418910620217,0.0030197418910620217
