raw_sector,relation_alpha,coefficient_mod_1000003
1,374,74653
1,375,925350
1,376,925350
1,377,925350
1,378,925350
1,379,850697
1,380,149306
1,381,74653
1,382,74653
1,383,74653
1,384,925350
1,385,74653
1,386,925350
1,387,74653
1,388,74653
1,389,74653
1,390,925350
1,391,925350
1,392,925350
1,393,925350
1,394,925350
1,395,149306
1,396,74653
1,397,149306
1,398,850697
1,399,925350
1,400,850697
1,401,925350
1,402,149306
1,403,149306
1,404,74653
1,405,149306
1,406,149306
1,407,74653
1,408,850697
1,409,74653
1,410,850697
1,411,74653
1,412,925350
1,413,149306
1,414,149306
1,415,74653
1,416,149306
1,417,149306
1,418,74653
1,419,925350
1,420,925350
1,421,850697
1,422,850697
1,423,850697
1,424,149306
1,425,850697
1,426,149306
1,427,925350
1,428,74653
1,429,925350
1,430,149306
1,431,149306
1,432,850697
1,433,925350
1,434,850697
2,349,656252
2,350,343751
2,352,343751
2,354,656252
2,355,343751
2,356,656252
2,359,656252
2,360,343751
2,367,656252
2,368,343751
2,402,343751
2,403,656252
2,405,656252
2,406,343751
2,413,343751
2,414,343751
2,432,656252
2,434,656252
2,613,746096
2,614,417970
2,615,417970
2,616,582033
2,617,417970
2,618,238282
2,619,253907
2,620,582033
2,621,582033
2,622,417970
2,623,253907
2,624,417970
2,625,746096
2,626,746096
2,627,582033
2,628,417970
2,629,417970
2,630,582033
2,631,253907
2,632,417970
2,633,582033
2,634,582033
2,635,910159
2,636,253907
2,637,253907
2,638,746096
2,639,417970
2,640,582033
2,641,582033
2,642,253907
2,643,746096
2,644,582033
2,645,89844
2,646,417970
2,647,746096
2,648,582033
2,649,417970
2,650,746096
2,651,582033
2,652,417970
2,653,253907
2,654,746096
2,655,253907
2,656,761721
2,883,671877
2,885,328126
2,886,328126
2,890,671877
2,891,671877
2,893,984378
2,895,328126
2,898,328126
2,899,671877
2,901,328126
2,907,671877
2,910,328126
2,911,328126
2,912,328126
2,914,671877
2,917,671877
2,919,328126
2,921,328126
2,922,328126
2,923,671877
2,956,328126
2,957,671877
2,958,671877
2,981,671877
2,982,671877
2,983,15625
3,349,925350
3,350,925350
3,351,74653
3,352,925350
3,353,925350
3,354,925350
3,355,74653
3,356,74653
3,357,74653
3,358,925350
3,359,925350
3,360,925350
3,361,925350
3,362,925350
3,363,74653
3,364,74653
3,365,925350
3,366,74653
3,367,74653
3,368,925350
3,369,925350
3,370,925350
3,371,925350
3,372,74653
3,373,925350
3,374,925350
3,375,74653
3,376,74653
3,377,74653
3,378,74653
3,379,925350
3,380,74653
3,381,925350
3,382,925350
3,383,925350
3,384,74653
3,385,925350
3,386,74653
3,387,925350
3,388,925350
3,389,925350
3,390,74653
3,391,74653
3,392,74653
3,393,74653
3,394,74653
3,395,74653
3,396,925350
3,397,74653
3,398,925350
3,399,74653
3,400,925350
3,401,74653
3,402,74653
3,403,74653
3,404,925350
3,405,74653
3,406,74653
3,407,925350
3,408,925350
3,409,925350
3,410,925350
3,411,925350
3,412,74653
3,413,74653
3,414,74653
3,415,925350
3,416,74653
3,417,74653
3,418,925350
3,419,74653
3,420,74653
3,421,925350
3,422,925350
3,423,925350
3,424,74653
3,425,925350
3,426,74653
3,427,74653
3,428,925350
3,429,74653
3,430,74653
3,431,74653
3,432,925350
3,433,74653
3,434,925350
3,881,194011
3,882,805992
3,883,805992
3,884,194011
3,885,805992
3,886,194011
3,887,805992
3,888,194011
3,889,805992
3,890,194011
3,891,805992
3,892,194011
3,893,194011
3,894,805992
3,895,194011
3,896,194011
3,897,194011
3,898,805992
3,899,805992
3,900,805992
3,901,805992
3,902,194011
3,903,194011
3,904,805992
3,905,805992
3,906,194011
3,907,194011
3,908,194011
3,909,194011
3,910,194011
3,911,805992
3,912,194011
3,913,805992
3,914,805992
3,915,805992
3,916,194011
3,917,194011
3,918,805992
3,919,805992
3,920,805992
3,921,194011
3,922,805992
3,923,194011
3,924,805992
3,925,805992
3,926,194011
3,927,194011
3,928,805992
3,929,194011
3,930,805992
3,931,194011
3,932,805992
3,933,194011
3,934,805992
3,935,805992
3,936,194011
3,937,194011
3,938,805992
3,939,194011
3,940,805992
3,941,805992
3,942,194011
3,943,805992
3,944,194011
3,945,805992
3,946,194011
3,947,194011
3,948,805992
3,949,805992
3,950,194011
3,951,805992
3,952,194011
3,953,805992
3,954,194011
3,955,805992
3,956,194011
3,957,805992
3,958,805992
3,959,194011
3,960,805992
3,961,805992
3,962,805992
3,963,194011
3,964,805992
3,965,805992
3,966,194011
3,967,194011
3,968,194011
3,969,805992
3,970,194011
3,971,194011
3,972,194011
3,973,805992
3,974,194011
3,975,805992
3,976,194011
3,977,805992
3,978,805992
3,979,194011
3,980,805992
3,981,194011
3,982,194011
3,983,194011
3,984,805992
4,227,104167
4,228,895836
4,229,104167
4,230,895836
4,231,104167
4,232,104167
4,234,104167
4,236,104167
4,237,895836
4,238,895836
4,240,104167
4,881,805992
4,882,417970
4,883,194011
4,884,582033
4,885,194011
4,886,805992
4,887,194011
4,888,805992
4,889,194011
4,890,805992
4,891,194011
4,892,805992
4,893,582033
4,894,417970
4,895,582033
4,896,805992
4,897,805992
4,898,194011
4,899,194011
4,900,194011
4,901,194011
4,902,805992
4,903,805992
4,904,194011
4,905,417970
4,906,582033
4,907,805992
4,908,805992
4,909,805992
4,910,582033
4,911,194011
4,912,582033
4,913,417970
4,914,194011
4,915,194011
4,916,805992
4,917,582033
4,918,417970
4,919,194011
4,920,194011
4,921,805992
4,922,194011
4,923,582033
4,924,194011
4,925,417970
4,926,805992
4,927,805992
4,928,194011
4,929,805992
4,930,194011
4,931,582033
4,932,417970
4,933,582033
4,934,417970
4,935,194011
4,936,805992
4,937,805992
4,938,194011
4,939,805992
4,940,417970
4,941,194011
4,942,805992
4,943,194011
4,944,805992
4,945,194011
4,946,805992
4,947,805992
4,948,194011
4,949,417970
4,950,805992
4,951,194011
4,952,582033
4,953,417970
4,954,805992
4,955,417970
4,956,582033
4,957,194011
4,958,194011
4,959,805992
4,960,194011
4,961,417970
4,962,194011
4,963,805992
4,964,194011
4,965,417970
4,966,582033
4,967,805992
4,968,805992
4,969,194011
4,970,805992
4,971,582033
4,972,805992
4,973,417970
4,974,582033
4,975,417970
4,976,582033
4,977,417970
4,978,417970
4,979,582033
4,980,417970
4,981,582033
4,982,582033
4,983,582033
4,984,417970
5,151,776044
5,152,671877
5,153,671877
5,154,552085
5,156,895836
5,158,895836
5,159,447918
5,160,656252
5,161,447918
5,162,656252
5,163,656252
5,166,656252
6,227,104167
6,228,104167
6,229,104167
6,230,895836
6,231,895836
6,232,895836
6,234,895836
6,235,104167
6,239,895836
6,240,104167
6,349,552085
6,350,552085
6,351,776044
6,352,552085
6,354,552085
6,357,776044
6,359,447918
6,360,447918
6,363,223959
6,364,776044
6,366,223959
6,368,447918
6,375,776044
6,376,223959
6,377,776044
6,378,223959
6,380,223959
6,384,223959
6,386,223959
6,391,223959
6,392,223959
6,393,223959
6,394,223959
6,395,776044
6,397,776044
6,399,223959
6,415,552085
6,416,776044
6,417,776044
6,419,776044
6,420,776044
6,428,447918
6,432,552085
6,433,776044
6,434,552085
6,613,791018
6,614,791018
6,615,791018
6,616,208985
6,617,791018
6,618,373048
6,619,373048
6,620,208985
6,621,208985
6,622,791018
6,623,208985
6,624,791018
6,625,791018
6,626,791018
6,627,373048
6,628,791018
6,629,791018
6,630,373048
6,631,208985
6,632,791018
6,633,208985
6,634,208985
6,635,373048
6,636,373048
6,637,373048
6,638,791018
6,639,791018
6,640,208985
6,641,208985
6,642,208985
6,643,626955
6,644,208985
6,645,626955
6,646,626955
6,647,626955
6,648,208985
6,649,626955
6,650,626955
6,651,208985
6,652,791018
6,653,373048
6,654,626955
6,655,208985
6,656,626955
6,886,417970
6,890,417970
6,893,582033
6,895,417970
6,896,582033
6,897,417970
6,907,582033
6,908,417970
6,909,582033
6,910,582033
6,912,417970
6,916,582033
6,917,582033
6,921,582033
6,923,582033
6,926,582033
6,927,417970
6,928,417970
6,930,417970
6,932,417970
6,934,582033
6,935,582033
6,938,582033
6,940,417970
6,941,417970
6,943,417970
6,945,582033
6,951,582033
6,954,417970
6,955,582033
6,956,582033
6,960,417970
6,961,417970
6,962,417970
6,964,582033
6,965,582033
6,969,582033
6,973,417970
6,975,417970
6,977,582033
6,978,582033
6,981,417970
6,982,417970
6,983,417970
7,349,656252
7,350,656252
7,351,776044
7,352,656252
7,353,776044
7,354,656252
7,355,447918
7,356,447918
7,357,776044
7,359,447918
7,360,447918
7,363,552085
7,364,776044
7,366,223959
7,367,447918
7,368,447918
7,371,776044
7,372,223959
7,375,776044
7,376,223959
7,377,776044
7,378,223959
7,380,552085
7,384,223959
7,386,223959
7,387,776044
7,390,223959
7,391,223959
7,392,223959
7,393,223959
7,394,223959
7,395,447918
7,397,447918
7,399,223959
7,401,223959
7,402,447918
7,403,447918
7,405,447918
7,406,447918
7,412,223959
7,413,447918
7,414,447918
7,415,671877
7,416,447918
7,417,447918
7,418,776044
7,419,776044
7,420,776044
7,421,447918
7,422,447918
7,423,447918
7,424,552085
7,425,447918
7,426,552085
7,427,776044
7,428,776044
7,429,776044
7,430,552085
7,431,552085
7,432,656252
7,433,776044
7,434,656252
8,151,776044
8,152,671877
8,153,671877
8,154,447918
8,156,104167
8,158,104167
8,159,447918
8,160,656252
8,161,447918
8,162,656252
8,163,656252
8,166,656252
8,227,208334
8,228,791669
8,229,208334
8,230,791669
8,231,208334
8,232,208334
8,234,208334
8,236,895836
8,237,104167
8,238,104167
8,240,208334
8,881,388022
8,884,835940
8,886,223959
8,888,388022
8,890,223959
8,892,388022
8,893,328126
8,895,328126
8,896,223959
8,897,223959
8,902,388022
8,903,388022
8,906,835940
8,907,223959
8,908,223959
8,909,223959
8,910,328126
8,912,328126
8,916,223959
8,917,328126
8,921,223959
8,923,328126
8,926,223959
8,927,223959
8,929,388022
8,931,835940
8,933,835940
8,936,388022
8,937,388022
8,939,388022
8,942,388022
8,944,388022
8,946,388022
8,947,388022
8,950,388022
8,952,835940
8,954,223959
8,956,328126
8,959,388022
8,963,388022
8,966,835940
8,967,388022
8,968,388022
8,970,388022
8,971,835940
8,972,388022
8,974,835940
8,976,835940
8,979,835940
8,981,328126
8,982,328126
8,983,328126
9,613,208985
9,614,208985
9,615,373048
9,616,791018
9,617,208985
9,618,119141
9,619,626955
9,620,626955
9,621,791018
9,622,208985
9,623,791018
9,624,208985
9,625,373048
9,626,373048
9,627,626955
9,628,208985
9,629,373048
9,630,119141
9,631,791018
9,632,208985
9,633,626955
9,634,791018
9,635,626955
9,636,119141
9,637,626955
9,638,208985
9,639,208985
9,640,791018
9,641,791018
9,642,626955
9,643,373048
9,644,791018
9,645,373048
9,646,880862
9,647,373048
9,648,791018
9,649,373048
9,650,373048
9,651,791018
9,652,208985
9,653,626955
9,654,880862
9,655,626955
9,656,880862
9,886,582033
9,890,582033
9,893,746096
9,895,253907
9,896,417970
9,897,582033
9,907,417970
9,908,582033
9,909,417970
9,910,746096
9,912,253907
9,916,417970
9,917,746096
9,921,417970
9,923,746096
9,926,417970
9,927,582033
9,928,582033
9,930,582033
9,932,253907
9,934,746096
9,935,417970
9,938,417970
9,940,253907
9,941,582033
9,943,582033
9,945,417970
9,951,417970
9,954,582033
9,955,746096
9,956,746096
9,960,582033
9,961,253907
9,962,582033
9,964,417970
9,965,746096
9,969,417970
9,973,253907
9,975,253907
9,977,746096
9,978,746096
9,981,253907
9,982,253907
9,983,253907
10,0,328126
10,1,328126
10,2,671877
10,3,328126
10,4,671877
10,5,671877
10,6,984378
10,9,671877
10,10,671877
10,13,671877
10,14,328126
10,15,328126
10,16,328126
10,18,671877
10,19,671877
10,21,671877
10,22,671877
10,23,328126
10,24,328126
10,25,328126
10,26,328126
10,27,15625
10,155,656252
10,156,656252
10,157,343751
10,158,343751
10,159,656252
10,160,656252
10,161,343751
10,162,343751
10,163,968753
10,164,343751
10,165,656252
10,166,31250
10,227,625002
10,232,375001
10,234,625002
10,237,687502
10,238,312501
10,240,375001
10,349,968753
10,353,328126
10,354,343751
10,356,343751
10,360,343751
10,367,656252
10,368,656252
10,371,671877
10,372,671877
10,387,328126
10,390,328126
10,395,656252
10,397,343751
10,401,671877
10,402,343751
10,406,343751
10,412,328126
10,413,656252
10,414,656252
10,416,656252
10,417,343751
10,418,671877
10,421,656252
10,422,343751
10,423,656252
10,425,343751
10,432,656252
10,434,31250
10,613,328126
10,614,671877
10,615,671877
10,616,835940
10,618,476564
10,619,164063
10,620,835940
10,621,164063
10,622,328126
10,623,835940
10,625,984378
10,626,671877
10,627,164063
10,629,328126
10,630,164063
10,631,835940
10,633,835940
10,634,835940
10,635,507814
10,636,507814
10,637,164063
10,638,671877
10,639,328126
10,640,835940
10,641,164063
10,642,492189
10,644,835940
10,648,164063
10,651,164063
10,652,671877
10,653,507814
10,655,492189
10,882,835940
10,883,835940
10,885,835940
10,886,328126
10,887,164063
10,889,164063
10,890,671877
10,891,835940
10,893,968753
10,894,492189
10,895,671877
10,896,328126
10,898,835940
10,899,835940
10,900,164063
10,901,835940
10,904,164063
10,905,835940
10,909,328126
10,911,835940
10,912,671877
10,913,835940
10,914,835940
10,915,164063
10,916,328126
10,917,656252
10,918,835940
10,919,835940
10,920,164063
10,921,343751
10,922,835940
10,923,343751
10,924,164063
10,925,835940
10,926,328126
10,934,984378
10,935,328126
10,938,328126
10,945,671877
10,948,164063
10,949,492189
10,951,328126
10,953,835940
10,955,671877
10,957,835940
10,958,835940
10,964,671877
10,965,671877
10,969,328126
10,977,984378
10,978,671877
10,980,492189
10,981,328126
10,982,328126
10,983,984378
10,984,492189
11,0,671877
11,1,15625
11,2,328126
11,3,328126
11,4,984378
11,5,671877
11,6,984378
11,17,328126
11,18,671877
11,19,671877
11,20,671877
11,21,328126
11,22,328126
11,23,328126
11,24,328126
11,25,671877
11,26,671877
11,27,15625
11,613,253907
11,614,582033
11,615,582033
11,616,582033
11,617,582033
11,618,238282
11,619,253907
11,620,582033
11,621,582033
11,622,582033
11,623,253907
11,624,582033
11,625,253907
11,626,253907
11,627,582033
11,628,582033
11,629,582033
11,630,582033
11,631,253907
11,632,582033
11,633,582033
11,634,582033
11,635,910159
11,636,253907
11,637,253907
11,638,253907
11,639,582033
11,640,582033
11,641,582033
11,642,253907
11,643,253907
11,644,582033
11,645,910159
11,646,582033
11,647,253907
11,648,582033
11,649,582033
11,650,253907
11,651,582033
11,652,582033
11,653,253907
11,654,253907
11,655,253907
11,656,238282
12,349,208334
12,354,791669
12,369,104167
12,370,895836
12,373,895836
12,374,104167
12,376,104167
12,378,895836
12,381,104167
12,382,895836
12,383,895836
12,384,895836
12,385,104167
12,386,104167
12,391,104167
12,392,895836
12,393,895836
12,394,104167
12,402,791669
12,406,208334
12,413,208334
12,414,791669
12,432,791669
12,434,208334
12,613,552085
12,614,552085
12,615,447918
12,616,552085
12,618,968753
12,619,447918
12,620,552085
12,622,447918
12,623,552085
12,625,343751
12,626,552085
12,627,552085
12,629,552085
12,630,343751
12,631,447918
12,633,447918
12,634,552085
12,635,447918
12,636,656252
12,637,447918
12,638,447918
12,639,447918
12,640,447918
12,642,447918
12,643,343751
12,644,447918
12,645,552085
12,646,656252
12,647,552085
12,649,447918
12,650,552085
12,652,552085
12,653,656252
12,654,343751
12,655,656252
12,656,31250
12,882,447918
12,883,447918
12,884,552085
12,885,447918
12,888,447918
12,891,552085
12,893,312501
12,894,343751
12,898,552085
12,899,447918
12,901,552085
12,902,552085
12,905,552085
12,906,447918
12,910,895836
12,911,552085
12,913,552085
12,914,447918
12,917,895836
12,918,552085
12,919,552085
12,922,447918
12,923,104167
12,925,447918
12,929,552085
12,931,447918
12,932,104167
12,933,447918
12,937,552085
12,939,447918
12,940,104167
12,942,447918
12,944,447918
12,946,552085
12,947,552085
12,949,552085
12,952,447918
12,953,552085
12,956,895836
12,957,447918
12,958,552085
12,961,895836
12,966,552085
12,967,447918
12,968,552085
12,971,447918
12,972,447918
12,973,104167
12,974,656252
12,975,687502
12,976,656252
12,979,447918
12,980,552085
12,984,343751
13,0,328126
13,1,328126
13,2,328126
13,3,328126
13,4,328126
13,5,328126
13,6,328126
13,7,388022
13,8,388022
13,9,388022
13,10,388022
13,11,388022
13,12,388022
13,13,388022
13,14,388022
13,15,388022
13,16,388022
13,17,223959
13,18,223959
13,19,223959
13,20,223959
13,21,223959
13,22,223959
13,23,223959
13,24,223959
13,25,223959
13,26,223959
13,27,328126
13,28,835940
13,29,835940
13,30,835940
13,31,835940
13,32,835940
13,227,208334
13,228,208334
13,229,208334
13,230,791669
13,231,791669
13,232,791669
13,234,791669
13,235,895836
13,239,104167
13,240,208334
13,349,656252
13,350,656252
13,351,223959
13,352,656252
13,353,776044
13,354,656252
13,355,552085
13,356,552085
13,357,223959
13,359,447918
13,360,447918
13,363,447918
13,364,223959
13,366,776044
13,367,552085
13,368,447918
13,371,776044
13,372,776044
13,375,223959
13,376,776044
13,377,223959
13,378,776044
13,380,447918
13,384,776044
13,386,776044
13,387,776044
13,390,776044
13,391,776044
13,392,776044
13,393,776044
13,394,776044
13,395,552085
13,397,552085
13,399,776044
13,401,776044
13,402,552085
13,403,552085
13,405,552085
13,406,552085
13,412,776044
13,413,552085
13,414,552085
13,415,671877
13,416,552085
13,417,552085
13,418,776044
13,419,223959
13,420,223959
13,421,447918
13,422,447918
13,423,447918
13,424,447918
13,425,447918
13,426,447918
13,427,223959
13,428,776044
13,429,223959
13,430,447918
13,431,447918
13,432,656252
13,433,223959
13,434,656252
14,151,447918
14,152,447918
14,153,447918
14,159,104167
14,160,104167
14,161,104167
14,162,104167
14,163,104167
14,166,104167
14,227,805558
14,228,805558
14,229,805558
14,230,805558
14,231,805558
14,232,805558
14,233,701391
14,234,805558
14,235,597224
14,236,597224
14,237,597224
14,238,597224
14,239,597224
14,240,805558
14,349,402779
14,350,402779
14,352,402779
14,353,298612
14,354,402779
14,358,850697
14,359,402779
14,360,402779
14,361,850697
14,362,850697
14,365,298612
14,368,402779
14,369,850697
14,370,850697
14,371,298612
14,373,850697
14,374,850697
14,379,298612
14,381,850697
14,382,850697
14,383,850697
14,385,850697
14,387,298612
14,388,850697
14,389,850697
14,396,850697
14,398,298612
14,400,298612
14,404,850697
14,407,850697
14,408,298612
14,409,850697
14,410,298612
14,411,850697
14,415,298612
14,418,298612
14,421,402779
14,422,402779
14,423,402779
14,425,402779
14,428,298612
14,432,402779
14,434,402779
15,0,583335
15,4,583335
15,5,416668
15,6,250001
15,9,104167
15,10,895836
15,13,104167
15,14,895836
15,15,104167
15,16,895836
15,28,104167
15,29,895836
15,30,104167
15,31,104167
15,32,687502
15,152,375001
15,153,208334
15,160,583335
15,162,583335
15,163,250001
15,166,250001
15,349,833336
15,354,166667
15,369,791669
15,370,208334
15,373,208334
15,374,791669
15,381,791669
15,382,208334
15,383,208334
15,385,791669
15,432,166667
15,434,833336
15,616,895836
15,618,937503
15,619,104167
15,620,895836
15,623,895836
15,627,895836
15,630,687502
15,631,104167
15,633,104167
15,634,895836
15,635,104167
15,636,312501
15,637,104167
15,640,104167
15,642,104167
15,644,104167
15,653,687502
15,655,687502
15,884,895836
15,888,104167
15,893,250001
15,902,895836
15,906,104167
15,910,583335
15,917,583335
15,923,416668
15,929,895836
15,931,104167
15,933,104167
15,937,895836
15,939,104167
15,942,104167
15,944,104167
15,946,895836
15,947,895836
15,952,104167
15,956,583335
15,966,895836
15,967,104167
15,968,895836
15,971,104167
15,972,104167
15,974,687502
15,976,687502
15,979,104167
16,0,671877
16,1,671877
16,2,328126
16,3,671877
16,4,640627
16,5,15625
16,6,953128
16,7,835940
16,8,835940
16,9,164063
16,10,164063
16,11,835940
16,12,835940
16,13,164063
16,14,164063
16,15,164063
16,16,164063
16,17,343751
16,18,328126
16,19,328126
16,21,328126
16,22,328126
16,23,671877
16,24,671877
16,25,984378
16,26,984378
16,27,984378
16,28,492189
16,29,835940
16,30,835940
16,31,835940
16,32,492189
16,155,656252
16,156,343751
16,157,343751
16,158,656252
16,159,343751
16,160,656252
16,161,656252
16,162,343751
16,163,968753
16,164,343751
16,165,656252
16,166,31250
16,349,656252
16,350,343751
16,352,343751
16,354,656252
16,355,343751
16,356,656252
16,359,343751
16,360,656252
16,367,656252
16,368,656252
16,402,656252
16,403,343751
16,405,343751
16,406,656252
16,413,656252
16,414,656252
16,432,656252
16,434,656252
16,613,164063
16,614,164063
16,615,835940
16,616,164063
16,617,835940
16,618,476564
16,619,835940
16,620,835940
16,621,835940
16,622,164063
16,623,164063
16,624,835940
16,625,492189
16,626,492189
16,627,835940
16,628,835940
16,629,835940
16,630,164063
16,631,164063
16,632,835940
16,633,835940
16,634,164063
16,635,492189
16,636,507814
16,637,835940
16,638,164063
16,639,164063
16,640,164063
16,641,835940
16,642,492189
16,643,492189
16,644,164063
16,645,492189
16,646,164063
16,647,835940
16,648,835940
16,649,835940
16,650,835940
16,651,835940
16,652,164063
16,653,492189
16,654,507814
16,655,492189
16,656,476564
16,882,835940
16,883,164063
16,885,164063
16,886,835940
16,887,835940
16,889,835940
16,890,492189
16,891,164063
16,893,476564
16,894,492189
16,895,507814
16,896,835940
16,897,835940
16,898,164063
16,899,164063
16,900,835940
16,901,164063
16,904,835940
16,905,835940
16,907,835940
16,908,835940
16,909,835940
16,910,164063
16,911,164063
16,912,164063
16,913,835940
16,914,164063
16,915,835940
16,916,835940
16,917,164063
16,918,835940
16,919,164063
16,920,835940
16,921,492189
16,922,164063
16,923,507814
16,924,835940
16,925,835940
16,926,835940
16,927,835940
16,928,164063
16,930,835940
16,932,835940
16,934,492189
16,935,835940
16,938,835940
16,940,492189
16,941,835940
16,943,835940
16,945,164063
16,948,835940
16,949,492189
16,951,835940
16,953,835940
16,954,835940
16,955,835940
16,956,164063
16,957,164063
16,958,164063
16,960,164063
16,961,835940
16,962,835940
16,964,164063
16,965,835940
16,969,835940
16,973,835940
16,975,492189
16,977,492189
16,978,835940
16,980,492189
16,981,164063
16,982,164063
16,983,476564
16,984,492189
17,151,223959
17,152,328126
17,153,328126
17,154,776044
17,155,671877
17,156,776044
17,157,671877
17,158,776044
17,159,223959
17,160,328126
17,161,223959
17,162,328126
17,163,328126
17,164,671877
17,165,671877
17,166,328126
18,0,164063
18,1,164063
18,2,164063
18,3,164063
18,4,164063
18,5,164063
18,6,164063
18,7,611981
18,8,611981
18,9,611981
18,10,611981
18,11,611981
18,12,611981
18,13,611981
18,14,611981
18,15,611981
18,16,611981
18,17,611981
18,18,611981
18,19,611981
18,20,611981
18,21,611981
18,22,611981
18,23,611981
18,24,611981
18,25,611981
18,26,611981
18,27,164063
18,28,164063
18,29,164063
18,30,164063
18,31,164063
18,32,164063
18,349,776044
18,350,776044
18,352,776044
18,353,223959
18,354,776044
18,355,776044
18,356,776044
18,359,776044
18,360,776044
18,367,776044
18,368,776044
18,371,223959
18,372,223959
18,387,223959
18,390,223959
18,401,223959
18,402,776044
18,403,776044
18,405,776044
18,406,776044
18,412,223959
18,413,776044
18,414,776044
18,415,776044
18,418,223959
18,421,223959
18,422,223959
18,423,223959
18,424,223959
18,425,223959
18,426,223959
18,427,776044
18,428,776044
18,429,776044
18,430,223959
18,431,223959
18,432,776044
18,434,776044
18,613,208985
18,614,208985
18,615,208985
18,616,208985
18,617,208985
18,618,373048
18,619,373048
18,620,208985
18,621,208985
18,622,208985
18,623,208985
18,624,208985
18,625,208985
18,626,208985
18,627,373048
18,628,208985
18,629,208985
18,630,373048
18,631,208985
18,632,208985
18,633,208985
18,634,208985
18,635,373048
18,636,373048
18,637,373048
18,638,208985
18,639,208985
18,640,208985
18,641,208985
18,642,208985
18,643,373048
18,644,208985
18,645,373048
18,646,373048
18,647,373048
18,648,208985
18,649,373048
18,650,373048
18,651,208985
18,652,208985
18,653,373048
18,654,373048
18,655,208985
18,656,373048
19,155,343751
19,156,656252
19,157,656252
19,158,343751
19,159,343751
19,160,656252
19,161,656252
19,162,343751
19,163,968753
19,164,656252
19,165,343751
19,166,31250
19,886,835940
19,890,835940
19,893,492189
19,895,164063
19,896,835940
19,897,164063
19,907,164063
19,908,164063
19,909,835940
19,910,835940
19,912,507814
19,916,835940
19,917,492189
19,921,164063
19,923,835940
19,926,835940
19,927,164063
19,928,164063
19,930,835940
19,932,835940
19,934,507814
19,935,164063
19,938,164063
19,940,492189
19,941,835940
19,943,835940
19,945,835940
19,951,164063
19,954,164063
19,955,164063
19,956,835940
19,960,164063
19,961,835940
19,962,835940
19,964,835940
19,965,164063
19,969,164063
19,973,835940
19,975,492189
19,977,507814
19,978,164063
19,981,164063
19,982,164063
19,983,507814
20,0,388022
20,1,388022
20,2,388022
20,3,388022
20,4,388022
20,5,388022
20,6,388022
20,7,388022
20,8,388022
20,9,388022
20,10,388022
20,11,388022
20,12,388022
20,13,388022
20,14,388022
20,15,388022
20,16,388022
20,17,388022
20,18,388022
20,19,388022
20,20,388022
20,21,388022
20,22,388022
20,23,388022
20,24,388022
20,25,388022
20,26,388022
20,27,388022
20,28,388022
20,29,388022
20,30,388022
20,31,388022
20,32,388022
20,151,776044
20,152,776044
20,153,776044
20,154,776044
20,155,776044
20,156,776044
20,157,776044
20,158,776044
20,159,776044
20,160,776044
20,161,776044
20,162,776044
20,163,776044
20,164,776044
20,165,776044
20,166,776044
20,227,701391
20,228,701391
20,229,701391
20,230,701391
20,231,701391
20,232,701391
20,233,701391
20,234,701391
20,235,701391
20,236,701391
20,237,701391
20,238,701391
20,239,701391
