path,archive_path,size_bytes,sha256
exact_two_level_high_support_certificate/exact_two_level_high_support_quotient_coefficients.csv,talagrand_python_handoff/work/exact_two_level_high_support_certificate/exact_two_level_high_support_quotient_coefficients.csv,1953,668e3621dbd3bce293c7d7c15d016f374095063babea3ec40edecb70c81ba58e
exact_two_level_high_support_certificate/exact_two_level_high_support_report.md,talagrand_python_handoff/work/exact_two_level_high_support_certificate/exact_two_level_high_support_report.md,1391,b657c6eca9fd7bfd1bf9ac62d24811c8c43b0f72e787b3f053a05573c557669d
exact_two_level_high_support_certificate/exact_two_level_high_support_rows.csv,talagrand_python_handoff/work/exact_two_level_high_support_certificate/exact_two_level_high_support_rows.csv,2770,5f47303e35db68ff20c53cc09a9e9cbb0b9154eab9b95d29e4ac9ee7c3e4ac9d
exact_two_level_high_support_certificate/exact_two_level_high_support_theorem.json,talagrand_python_handoff/work/exact_two_level_high_support_certificate/exact_two_level_high_support_theorem.json,714,c572e76d54f6d92690957999f655202e25543860e128ad687173167c1bb21090
four_level_runner/derive_four_level_terwilliger_profiles_full.py,talagrand_python_handoff/work/four_level_runner/derive_four_level_terwilliger_profiles_full.py,14535,deb6584adb16f665ade3a5f8c99cb9ac180faaa5fb984124749caffe809450fc
four_level_runner/merge_four_level_chunks.py,talagrand_python_handoff/work/four_level_runner/merge_four_level_chunks.py,2265,ae53dae022f3da24134fed696e19d1535616966bc98da910e8422af27e155efd
four_level_terwilliger_pilot/four_level_pilot_certificate.json,talagrand_python_handoff/work/four_level_terwilliger_pilot/four_level_pilot_certificate.json,971,8308f597360e3473d4c078c628a3a7f13cc48d1470cfff5a67e7ceb2f89014be
four_level_terwilliger_pilot/four_level_pilot_profile_hashes.csv,talagrand_python_handoff/work/four_level_terwilliger_pilot/four_level_pilot_profile_hashes.csv,162050,e29a92fceb507173339792682ba282c7318a98c1af401913e9fccb86c62c63a9
four_level_terwilliger_pilot/four_level_pilot_profile_rows.csv,talagrand_python_handoff/work/four_level_terwilliger_pilot/four_level_pilot_profile_rows.csv,20015,9fd47347b775200a24af372c6105ecfbe5ae06c62143afe1f3f8078fe29d3158
four_level_terwilliger_pilot/four_level_pilot_report.md,talagrand_python_handoff/work/four_level_terwilliger_pilot/four_level_pilot_report.md,1158,9611bf51a4edb3864765ebd3491ea7e8745a0b33380b976119b9f8affd1e7de0
four_level_terwilliger_pilot/four_level_pilot_summary.csv,talagrand_python_handoff/work/four_level_terwilliger_pilot/four_level_pilot_summary.csv,150,412c76e5cf405e4d3d41c8ddf4167759d968bd70ae0e716e6e532c2d9aec2f34
golay_entropy_direct_attempt/direct_attempt_summary.csv,talagrand_python_handoff/work/golay_entropy_direct_attempt/direct_attempt_summary.csv,292,61cc92b45322cee06e8f93339a32c3b4d42566d78d9989cdd68506bdd133d6f6
golay_entropy_direct_attempt/golay_entropy_direct_attempt_certificate.json,talagrand_python_handoff/work/golay_entropy_direct_attempt/golay_entropy_direct_attempt_certificate.json,1230,de1c2376dbf0e42a0b8aeffa961b5494db600c99ff83e0ef4549126d3adea88b
golay_entropy_direct_attempt/golay_entropy_direct_attempt_report.md,talagrand_python_handoff/work/golay_entropy_direct_attempt/golay_entropy_direct_attempt_report.md,1608,3403b4807d0d878f157f0dc7619e0f5f71446d60e39a11d9fe3972273519a568
golay_entropy_direct_attempt/kkt_sandpile_iteration_trace.csv,talagrand_python_handoff/work/golay_entropy_direct_attempt/kkt_sandpile_iteration_trace.csv,36487,1b067d60f4eb431ca7337558ec48371a3baf2b5d337e20f2f9d69a159572219e
golay_entropy_direct_attempt/lbfgs_multistart_search.csv,talagrand_python_handoff/work/golay_entropy_direct_attempt/lbfgs_multistart_search.csv,103044,6a2de57f4253fe184fa9e3bc08e5abdb6f6a9129fdc9835b9f7bf7b8f78cffdd
golay_entropy_direct_attempt/sandpile_like_gradient_balancing.csv,talagrand_python_handoff/work/golay_entropy_direct_attempt/sandpile_like_gradient_balancing.csv,5434,2abb80baca989102b921233546dd2705616d17815b237cb0d62d6ed895a73f46
golay_entropy_direct_attempt/structured_pattern_search.csv,talagrand_python_handoff/work/golay_entropy_direct_attempt/structured_pattern_search.csv,25296,748ab7783b266e45e9664533511259f23978952ae7e435f20cced48dfac9dba6
hamming_gaussian_call_order/call_order_stage_profile.csv,talagrand_python_handoff/work/hamming_gaussian_call_order/call_order_stage_profile.csv,808,25a7b30bb75235ede821894bca5671c258019fb5b6449e0ac1ce72b3d3f2aed4
hamming_gaussian_call_order/hamming_gaussian_call_order.py,talagrand_python_handoff/work/hamming_gaussian_call_order/hamming_gaussian_call_order.py,16588,7cbf2221027100ccd38324cb3d287bf360ce54b4dc356e151c5a5fb838a8fa93
hamming_gaussian_call_order/hamming_gaussian_call_order_certificate.json,talagrand_python_handoff/work/hamming_gaussian_call_order/hamming_gaussian_call_order_certificate.json,9059,fe58caa99de453f78ca3a0605a84395e2c77d6421b47ea87b94e346fa268b22c
hamming_gaussian_call_order/hamming_gaussian_call_order_report.md,talagrand_python_handoff/work/hamming_gaussian_call_order/hamming_gaussian_call_order_report.md,2146,35e8603c9eabbdc69cfc4958f343c78202b6684e98c0546729412ed70272303c
hamming_gaussian_convex_order/convex_order_stage_defects.csv,talagrand_python_handoff/work/hamming_gaussian_convex_order/convex_order_stage_defects.csv,435,3f4d83566a8b916a3ebde8bb7060c401517d206a19e358ca6a9ceb1c1205d6e0
hamming_gaussian_convex_order/hamming_gaussian_convex_order.py,talagrand_python_handoff/work/hamming_gaussian_convex_order/hamming_gaussian_convex_order.py,14231,7ef22d3e598ba8871bf8996c2af1284da8698f018abb2db19ab1e36272bcb04c
hamming_gaussian_convex_order/hamming_gaussian_convex_order_certificate.json,talagrand_python_handoff/work/hamming_gaussian_convex_order/hamming_gaussian_convex_order_certificate.json,8739,513669c547895092462f3ae177efa1b871907e104a2a0e3d81de0a128c0c65a0
hamming_gaussian_convex_order/hamming_gaussian_convex_order_report.md,talagrand_python_handoff/work/hamming_gaussian_convex_order/hamming_gaussian_convex_order_report.md,1485,d47a01c9f3690e43792ec2b2383e0f2dd83a1b81a5d10329766ce7c305db6d04
hamming_gaussian_critical_point_audit/critical_best_by_shell.csv,talagrand_python_handoff/work/hamming_gaussian_critical_point_audit/critical_best_by_shell.csv,473,bfeb9fb731c239bbababff1f40b534237289c4686eae9a8438cdeec000828bbf
hamming_gaussian_critical_point_audit/critical_multistart.csv,talagrand_python_handoff/work/hamming_gaussian_critical_point_audit/critical_multistart.csv,75018,49391b089b27e3d2809e789c3bb3ae0216942050fcc49188e45ddecc0aeaeed9
hamming_gaussian_critical_point_audit/equal_point_hessian.csv,talagrand_python_handoff/work/hamming_gaussian_critical_point_audit/equal_point_hessian.csv,205,3403d1d796c47ec1a55bcfb84cc0f9667475e0bc150040c11659ccd11c224040
hamming_gaussian_critical_point_audit/hamming_gaussian_critical_point_audit.py,talagrand_python_handoff/work/hamming_gaussian_critical_point_audit/hamming_gaussian_critical_point_audit.py,9646,7120e0ac5ded401aa5ee74a2102551e3c40ce9f6589d5d4520bac7752134ac83
hamming_gaussian_critical_point_audit/hamming_gaussian_critical_point_audit_certificate.json,talagrand_python_handoff/work/hamming_gaussian_critical_point_audit/hamming_gaussian_critical_point_audit_certificate.json,2303,0fdef8dc479a4ea5ad3e4b8ddf1f8d344d893f4156f7ed45c2982628d1971da5
hamming_gaussian_critical_point_audit/hamming_gaussian_critical_point_audit_report.md,talagrand_python_handoff/work/hamming_gaussian_critical_point_audit/hamming_gaussian_critical_point_audit_report.md,1364,34cd5245ac6ea9b76173729ca77ac2d43173ee948d9d4f3b6911a015ce2eb3c6
hamming_gaussian_dual_distance/affected_sparse_support_counts.csv,talagrand_python_handoff/work/hamming_gaussian_dual_distance/affected_sparse_support_counts.csv,1306,cb86aef5a09bc64ee136ee571c363340cd848a007c82fb3da1f982a663f27065
hamming_gaussian_dual_distance/dual_distance_stage_summary.csv,talagrand_python_handoff/work/hamming_gaussian_dual_distance/dual_distance_stage_summary.csv,542,8417319d7067365bed39277cd8259abe35566cd284915d8a363d0d6bef6fbe44
hamming_gaussian_dual_distance/endpoint_krawtchouk_macwilliams_low_weight.csv,talagrand_python_handoff/work/hamming_gaussian_dual_distance/endpoint_krawtchouk_macwilliams_low_weight.csv,72,b0c12130045d0cbf80f21708e72ee6e888b207daa951975a3990e3232eba8ae9
hamming_gaussian_dual_distance/hamming_gaussian_dual_distance.py,talagrand_python_handoff/work/hamming_gaussian_dual_distance/hamming_gaussian_dual_distance.py,16456,3a35d7e2acfa82d6692e75cba5c11debd099a296081aa6eb4e7b432fed80b9e2
hamming_gaussian_dual_distance/hamming_gaussian_dual_distance_certificate.json,talagrand_python_handoff/work/hamming_gaussian_dual_distance/hamming_gaussian_dual_distance_certificate.json,13196,7c02218228c4da5adf1f0b2ae45328cf5e94d389db2bbfa4cee15b9eca81620c
hamming_gaussian_dual_distance/hamming_gaussian_dual_distance_report.md,talagrand_python_handoff/work/hamming_gaussian_dual_distance/hamming_gaussian_dual_distance_report.md,1880,5c05eefa3731516d2647e5dfac324871a6a6d5530738ae780eefa42dcc8e5868
hamming_gaussian_entropy_dual_audit/entropy_gap_optimization.csv,talagrand_python_handoff/work/hamming_gaussian_entropy_dual_audit/entropy_gap_optimization.csv,12997,1c4c99ad35b0c98d259dc3824aa803dbcf13095b10fb7d52ed025ee49771a413
hamming_gaussian_entropy_dual_audit/entropy_gap_structured_q.csv,talagrand_python_handoff/work/hamming_gaussian_entropy_dual_audit/entropy_gap_structured_q.csv,28979,d6142965a8859b47a220e0c3ea1b45ef12c6e628b608dff7ee5ecf5b312dc22e
hamming_gaussian_entropy_dual_audit/entropy_gap_summary.csv,talagrand_python_handoff/work/hamming_gaussian_entropy_dual_audit/entropy_gap_summary.csv,602,6290673d9cc82441acf3e99ef5c4ad74668286945877d376f95b6fdac3cd5088
hamming_gaussian_entropy_dual_audit/hamming_gaussian_entropy_dual_audit_certificate.json,talagrand_python_handoff/work/hamming_gaussian_entropy_dual_audit/hamming_gaussian_entropy_dual_audit_certificate.json,3015,27eab59a04c06aee933fa90d7edf128ac3606953b259670524c415ea218c15c3
hamming_gaussian_entropy_dual_audit/hamming_gaussian_entropy_dual_audit_report.md,talagrand_python_handoff/work/hamming_gaussian_entropy_dual_audit/hamming_gaussian_entropy_dual_audit_report.md,1652,60a5488fd6d8b95fe3036d8aa68cba267094bcd39a44512a6f8a307e383aa6a7
hamming_gaussian_entropy_logsobolev_route/block_graph_intersection_audit.csv,talagrand_python_handoff/work/hamming_gaussian_entropy_logsobolev_route/block_graph_intersection_audit.csv,426,2269b53abed86aa22787d6a5e25a83b8df56207333fb4194b7bb02fdfd148cc5
hamming_gaussian_entropy_logsobolev_route/entropy_logsobolev_local_sdpi.py,talagrand_python_handoff/work/hamming_gaussian_entropy_logsobolev_route/entropy_logsobolev_local_sdpi.py,1773,37c2be07163a351d9239222ed62ec3614f70b6a0e33c1d9c72ff046dbc36b46b
hamming_gaussian_entropy_logsobolev_route/entropy_ratio_stress.csv,talagrand_python_handoff/work/hamming_gaussian_entropy_logsobolev_route/entropy_ratio_stress.csv,115439,e50fa3f444e45dcc5093ac5be603b5d88a4160fa766f5cd8ecb7db65a884ad68
hamming_gaussian_entropy_logsobolev_route/entropy_ratio_summary.csv,talagrand_python_handoff/work/hamming_gaussian_entropy_logsobolev_route/entropy_ratio_summary.csv,351,f4bb71b35136acd27b26b59e8ea4255edd89b25d6392efaa1335af4850d0c649
hamming_gaussian_entropy_logsobolev_route/hamming_gaussian_entropy_logsobolev_route_certificate.json,talagrand_python_handoff/work/hamming_gaussian_entropy_logsobolev_route/hamming_gaussian_entropy_logsobolev_route_certificate.json,2351,6fa4b5288d89ed1ce34750e2538306cee05563775a305cb42072a225bd2cfacd
hamming_gaussian_entropy_logsobolev_route/hamming_gaussian_entropy_logsobolev_route_report.md,talagrand_python_handoff/work/hamming_gaussian_entropy_logsobolev_route/hamming_gaussian_entropy_logsobolev_route_report.md,2053,4b3c832dcdeccdfe61288094e4890ad2e4d601bfb06fcfd5636251021fdc861d
hamming_gaussian_entropy_logsobolev_route/local_sdpi_spectrum.csv,talagrand_python_handoff/work/hamming_gaussian_entropy_logsobolev_route/local_sdpi_spectrum.csv,433,5fae7159deb728afaf524f01474b09ae21abf6ae9312edcffc9e07a6654e165e
hamming_gaussian_entropy_logsobolev_route/logsobolev_route_ledger.csv,talagrand_python_handoff/work/hamming_gaussian_entropy_logsobolev_route/logsobolev_route_ledger.csv,468,7025910cce528239b4299562946a87e689c484d3833c2983ebb3fc60bc975fd6
hamming_gaussian_entropy_spinh_veronese/entropy_route_ledger.csv,talagrand_python_handoff/work/hamming_gaussian_entropy_spinh_veronese/entropy_route_ledger.csv,812,61709628dd1d3353417fd9efb065c1d1e374128ababc31246d30627c328e3f82
hamming_gaussian_entropy_spinh_veronese/hamming_gaussian_entropy_spinh_veronese_certificate.json,talagrand_python_handoff/work/hamming_gaussian_entropy_spinh_veronese/hamming_gaussian_entropy_spinh_veronese_certificate.json,1364,c34db035a12dc3517d27f8843a88ccde028b87e727715c5ea3734f84d42e79f4
hamming_gaussian_entropy_spinh_veronese/hamming_gaussian_entropy_spinh_veronese_report.md,talagrand_python_handoff/work/hamming_gaussian_entropy_spinh_veronese/hamming_gaussian_entropy_spinh_veronese_report.md,2963,7b70b86801cfb770e4f9b085068e36dceb59e35f54a091dec163fe866d7dcf48
hamming_gaussian_entropy_spinh_veronese/spinh_bundle_map_ledger.csv,talagrand_python_handoff/work/hamming_gaussian_entropy_spinh_veronese/spinh_bundle_map_ledger.csv,1137,e9822a27b07869fe4e877d26d444dff353336d86365d75f2ec4585b6a4c270dd
hamming_gaussian_entropy_spinh_veronese/spinh_veronese_numeric_checks.csv,talagrand_python_handoff/work/hamming_gaussian_entropy_spinh_veronese/spinh_veronese_numeric_checks.csv,295,7ec92616e67467703f11cedda0d0a05bb98d4afdf1aa57df138e0b6f4d7cf733
hamming_gaussian_entropy_spinh_veronese/veronese_spinh_audit.py,talagrand_python_handoff/work/hamming_gaussian_entropy_spinh_veronese/veronese_spinh_audit.py,3134,428dca76cfc0badecedfb0a323c6ce008f3e6f89f622a42306b28736757ca9fe
hamming_gaussian_full_shortening_spectrum/complement_duality_ledger.csv,talagrand_python_handoff/work/hamming_gaussian_full_shortening_spectrum/complement_duality_ledger.csv,726,a39fe4a372c4fd69a5f307875b1e2e42cadb678684f5b27a2ce3dab7ac5145d9
hamming_gaussian_full_shortening_spectrum/complete_shortening_rank_spectrum.csv,talagrand_python_handoff/work/hamming_gaussian_full_shortening_spectrum/complete_shortening_rank_spectrum.csv,2056,384aad014e55bbbc48fd460b00e81121d983500db62c9480c18cc45b9cef0746
hamming_gaussian_full_shortening_spectrum/hamming_gaussian_complete_shortening_spectrum_certificate.json,talagrand_python_handoff/work/hamming_gaussian_full_shortening_spectrum/hamming_gaussian_complete_shortening_spectrum_certificate.json,24590,a5672e7f1377c0ca3dd5b59c7454452c2e47ed5654222005b320faee17867ac5
hamming_gaussian_full_shortening_spectrum/hamming_gaussian_complete_shortening_spectrum_report.md,talagrand_python_handoff/work/hamming_gaussian_full_shortening_spectrum/hamming_gaussian_complete_shortening_spectrum_report.md,3258,d583133e2f729bdc6ada48bacbca14c4c680fe4f86a2013e23f0dec5c5eeb88e
hamming_gaussian_full_shortening_spectrum/projection_image_dimension_spectrum.csv,talagrand_python_handoff/work/hamming_gaussian_full_shortening_spectrum/projection_image_dimension_spectrum.csv,1619,148bb27d8898232577c328af0b7e044941bbc776cd25d2fb6016a2f1bba753f1
