screen_id,trace_domain,relation_alpha,trace_mod_1000003,trace_signed
signed_turn_screen_0,homogeneous_sectors,132,0,0
signed_turn_screen_0,homogeneous_sectors,133,0,0
signed_turn_screen_0,homogeneous_sectors,134,0,0
signed_turn_screen_0,homogeneous_sectors,135,0,0
signed_turn_screen_0,homogeneous_sectors,136,0,0
signed_turn_screen_0,homogeneous_sectors,137,0,0
signed_turn_screen_0,homogeneous_sectors,138,0,0
signed_turn_screen_0,homogeneous_sectors,139,0,0
signed_turn_screen_0,homogeneous_sectors,140,0,0
signed_turn_screen_0,homogeneous_sectors,141,0,0
signed_turn_screen_0,homogeneous_sectors,142,0,0
signed_turn_screen_0,homogeneous_sectors,143,0,0
signed_turn_screen_0,homogeneous_sectors,144,0,0
signed_turn_screen_0,homogeneous_sectors,145,0,0
signed_turn_screen_0,homogeneous_sectors,146,0,0
signed_turn_screen_0,homogeneous_sectors,147,0,0
signed_turn_screen_0,homogeneous_sectors,148,0,0
signed_turn_screen_0,homogeneous_sectors,149,0,0
signed_turn_screen_0,homogeneous_sectors,150,0,0
signed_turn_screen_0,homogeneous_sectors,151,40,40
signed_turn_screen_0,homogeneous_sectors,152,6,6
signed_turn_screen_0,homogeneous_sectors,153,18,18
signed_turn_screen_0,homogeneous_sectors,154,999987,-16
signed_turn_screen_0,homogeneous_sectors,155,999987,-16
signed_turn_screen_0,homogeneous_sectors,156,999987,-16
signed_turn_screen_0,homogeneous_sectors,157,999995,-8
signed_turn_screen_0,homogeneous_sectors,158,999987,-16
signed_turn_screen_0,homogeneous_sectors,159,4,4
signed_turn_screen_0,homogeneous_sectors,160,11,11
signed_turn_screen_0,homogeneous_sectors,161,4,4
signed_turn_screen_0,homogeneous_sectors,162,7,7
signed_turn_screen_0,homogeneous_sectors,163,5,5
signed_turn_screen_0,homogeneous_sectors,164,999995,-8
signed_turn_screen_0,homogeneous_sectors,165,999987,-16
signed_turn_screen_0,homogeneous_sectors,166,1,1
signed_turn_screen_0,homogeneous_sectors,167,0,0
signed_turn_screen_0,homogeneous_sectors,168,0,0
signed_turn_screen_0,homogeneous_sectors,169,0,0
signed_turn_screen_0,homogeneous_sectors,170,0,0
signed_turn_screen_0,homogeneous_sectors,171,0,0
signed_turn_screen_0,homogeneous_sectors,172,0,0
signed_turn_screen_0,homogeneous_sectors,173,0,0
signed_turn_screen_0,homogeneous_sectors,174,0,0
signed_turn_screen_0,homogeneous_sectors,175,0,0
signed_turn_screen_0,homogeneous_sectors,176,0,0
signed_turn_screen_0,homogeneous_sectors,177,0,0
signed_turn_screen_0,homogeneous_sectors,178,0,0
signed_turn_screen_0,homogeneous_sectors,179,0,0
signed_turn_screen_0,homogeneous_sectors,180,0,0
signed_turn_screen_0,homogeneous_sectors,181,0,0
signed_turn_screen_0,homogeneous_sectors,182,0,0
signed_turn_screen_0,homogeneous_sectors,183,0,0
signed_turn_screen_0,homogeneous_sectors,184,0,0
signed_turn_screen_0,homogeneous_sectors,185,0,0
signed_turn_screen_0,homogeneous_sectors,186,0,0
signed_turn_screen_0,homogeneous_sectors,187,0,0
signed_turn_screen_0,homogeneous_sectors,188,0,0
signed_turn_screen_0,homogeneous_sectors,189,0,0
signed_turn_screen_0,homogeneous_sectors,190,0,0
signed_turn_screen_0,homogeneous_sectors,191,0,0
signed_turn_screen_0,homogeneous_sectors,192,0,0
signed_turn_screen_0,homogeneous_sectors,193,0,0
signed_turn_screen_0,homogeneous_sectors,194,0,0
signed_turn_screen_0,homogeneous_sectors,195,0,0
signed_turn_screen_0,homogeneous_sectors,196,0,0
signed_turn_screen_0,homogeneous_sectors,197,0,0
signed_turn_screen_0,homogeneous_sectors,198,0,0
signed_turn_screen_0,homogeneous_sectors,199,0,0
signed_turn_screen_0,homogeneous_sectors,200,0,0
signed_turn_screen_0,homogeneous_sectors,201,0,0
signed_turn_screen_0,homogeneous_sectors,202,0,0
signed_turn_screen_0,homogeneous_sectors,203,0,0
signed_turn_screen_0,homogeneous_sectors,204,0,0
signed_turn_screen_0,homogeneous_sectors,205,0,0
signed_turn_screen_0,homogeneous_sectors,206,0,0
signed_turn_screen_0,homogeneous_sectors,207,0,0
signed_turn_screen_0,homogeneous_sectors,208,0,0
signed_turn_screen_0,homogeneous_sectors,209,0,0
signed_turn_screen_0,homogeneous_sectors,210,0,0
signed_turn_screen_0,homogeneous_sectors,211,0,0
signed_turn_screen_0,homogeneous_sectors,212,0,0
signed_turn_screen_0,homogeneous_sectors,213,0,0
signed_turn_screen_0,homogeneous_sectors,214,0,0
signed_turn_screen_0,homogeneous_sectors,215,0,0
signed_turn_screen_0,homogeneous_sectors,216,0,0
signed_turn_screen_0,homogeneous_sectors,217,0,0
signed_turn_screen_0,homogeneous_sectors,218,0,0
signed_turn_screen_0,homogeneous_sectors,219,0,0
signed_turn_screen_0,homogeneous_sectors,220,0,0
signed_turn_screen_0,homogeneous_sectors,221,0,0
signed_turn_screen_0,homogeneous_sectors,222,0,0
signed_turn_screen_0,homogeneous_sectors,223,0,0
signed_turn_screen_0,homogeneous_sectors,224,0,0
signed_turn_screen_0,homogeneous_sectors,225,0,0
signed_turn_screen_0,homogeneous_sectors,226,0,0
signed_turn_screen_0,homogeneous_sectors,227,0,0
signed_turn_screen_0,homogeneous_sectors,228,0,0
signed_turn_screen_0,homogeneous_sectors,229,0,0
signed_turn_screen_0,homogeneous_sectors,230,0,0
signed_turn_screen_0,homogeneous_sectors,231,0,0
signed_turn_screen_0,homogeneous_sectors,232,0,0
signed_turn_screen_0,homogeneous_sectors,233,0,0
signed_turn_screen_0,homogeneous_sectors,234,0,0
signed_turn_screen_0,homogeneous_sectors,235,0,0
signed_turn_screen_0,homogeneous_sectors,236,0,0
signed_turn_screen_0,homogeneous_sectors,237,0,0
signed_turn_screen_0,homogeneous_sectors,238,0,0
signed_turn_screen_0,homogeneous_sectors,239,0,0
signed_turn_screen_0,homogeneous_sectors,240,0,0
signed_turn_screen_0,homogeneous_sectors,241,0,0
signed_turn_screen_0,homogeneous_sectors,242,0,0
signed_turn_screen_0,homogeneous_sectors,243,0,0
signed_turn_screen_0,homogeneous_sectors,244,0,0
signed_turn_screen_0,homogeneous_sectors,245,0,0
signed_turn_screen_0,homogeneous_sectors,246,0,0
signed_turn_screen_0,homogeneous_sectors,247,0,0
signed_turn_screen_0,homogeneous_sectors,248,0,0
signed_turn_screen_0,homogeneous_sectors,249,0,0
signed_turn_screen_0,homogeneous_sectors,250,0,0
signed_turn_screen_0,homogeneous_sectors,251,0,0
signed_turn_screen_0,homogeneous_sectors,252,0,0
signed_turn_screen_0,homogeneous_sectors,253,0,0
signed_turn_screen_0,homogeneous_sectors,254,0,0
signed_turn_screen_0,homogeneous_sectors,255,0,0
signed_turn_screen_0,homogeneous_sectors,256,0,0
signed_turn_screen_0,homogeneous_sectors,257,0,0
signed_turn_screen_0,homogeneous_sectors,258,0,0
signed_turn_screen_0,homogeneous_sectors,259,0,0
signed_turn_screen_0,homogeneous_sectors,260,0,0
signed_turn_screen_0,homogeneous_sectors,261,0,0
signed_turn_screen_0,homogeneous_sectors,262,0,0
signed_turn_screen_0,homogeneous_sectors,263,0,0
signed_turn_screen_0,homogeneous_sectors,264,0,0
signed_turn_screen_0,homogeneous_sectors,265,0,0
signed_turn_screen_0,homogeneous_sectors,266,0,0
signed_turn_screen_0,homogeneous_sectors,267,0,0
signed_turn_screen_0,homogeneous_sectors,268,0,0
signed_turn_screen_0,homogeneous_sectors,269,0,0
signed_turn_screen_0,homogeneous_sectors,270,0,0
signed_turn_screen_0,homogeneous_sectors,271,0,0
signed_turn_screen_0,homogeneous_sectors,272,0,0
signed_turn_screen_0,homogeneous_sectors,273,0,0
signed_turn_screen_0,homogeneous_sectors,274,0,0
signed_turn_screen_0,homogeneous_sectors,275,0,0
signed_turn_screen_0,homogeneous_sectors,276,0,0
signed_turn_screen_0,homogeneous_sectors,277,0,0
signed_turn_screen_0,homogeneous_sectors,278,0,0
signed_turn_screen_0,homogeneous_sectors,279,0,0
signed_turn_screen_0,homogeneous_sectors,280,0,0
signed_turn_screen_0,homogeneous_sectors,281,0,0
signed_turn_screen_0,homogeneous_sectors,282,0,0
signed_turn_screen_0,homogeneous_sectors,283,0,0
signed_turn_screen_0,homogeneous_sectors,284,0,0
signed_turn_screen_0,homogeneous_sectors,285,0,0
signed_turn_screen_0,homogeneous_sectors,286,0,0
signed_turn_screen_0,homogeneous_sectors,287,0,0
signed_turn_screen_0,homogeneous_sectors,288,0,0
signed_turn_screen_0,homogeneous_sectors,289,0,0
signed_turn_screen_0,homogeneous_sectors,290,0,0
signed_turn_screen_0,homogeneous_sectors,291,0,0
signed_turn_screen_0,homogeneous_sectors,292,0,0
signed_turn_screen_0,homogeneous_sectors,293,0,0
signed_turn_screen_0,homogeneous_sectors,294,0,0
signed_turn_screen_0,homogeneous_sectors,295,0,0
signed_turn_screen_0,homogeneous_sectors,296,0,0
signed_turn_screen_0,homogeneous_sectors,297,0,0
signed_turn_screen_0,homogeneous_sectors,298,0,0
signed_turn_screen_0,homogeneous_sectors,299,0,0
signed_turn_screen_0,homogeneous_sectors,300,0,0
signed_turn_screen_0,homogeneous_sectors,301,0,0
signed_turn_screen_0,homogeneous_sectors,302,0,0
signed_turn_screen_0,homogeneous_sectors,303,0,0
signed_turn_screen_0,homogeneous_sectors,304,0,0
signed_turn_screen_0,homogeneous_sectors,305,0,0
signed_turn_screen_0,homogeneous_sectors,306,0,0
signed_turn_screen_0,homogeneous_sectors,307,0,0
signed_turn_screen_0,homogeneous_sectors,308,0,0
signed_turn_screen_0,homogeneous_sectors,309,0,0
signed_turn_screen_0,homogeneous_sectors,310,0,0
signed_turn_screen_0,homogeneous_sectors,311,0,0
signed_turn_screen_0,homogeneous_sectors,312,0,0
signed_turn_screen_0,homogeneous_sectors,313,0,0
signed_turn_screen_0,homogeneous_sectors,314,0,0
signed_turn_screen_0,homogeneous_sectors,315,0,0
signed_turn_screen_0,homogeneous_sectors,316,0,0
signed_turn_screen_0,homogeneous_sectors,317,0,0
signed_turn_screen_0,homogeneous_sectors,318,0,0
signed_turn_screen_0,homogeneous_sectors,319,0,0
signed_turn_screen_0,homogeneous_sectors,320,0,0
signed_turn_screen_0,homogeneous_sectors,321,0,0
signed_turn_screen_0,homogeneous_sectors,322,0,0
signed_turn_screen_0,homogeneous_sectors,323,0,0
signed_turn_screen_0,homogeneous_sectors,324,0,0
signed_turn_screen_0,homogeneous_sectors,325,0,0
signed_turn_screen_0,homogeneous_sectors,326,0,0
signed_turn_screen_0,homogeneous_sectors,327,0,0
signed_turn_screen_0,homogeneous_sectors,328,0,0
signed_turn_screen_0,homogeneous_sectors,329,0,0
signed_turn_screen_0,homogeneous_sectors,330,0,0
signed_turn_screen_0,homogeneous_sectors,331,0,0
signed_turn_screen_0,homogeneous_sectors,332,0,0
signed_turn_screen_0,homogeneous_sectors,333,0,0
signed_turn_screen_0,homogeneous_sectors,334,0,0
signed_turn_screen_0,homogeneous_sectors,335,0,0
signed_turn_screen_0,homogeneous_sectors,336,0,0
signed_turn_screen_0,homogeneous_sectors,337,0,0
signed_turn_screen_0,homogeneous_sectors,338,0,0
signed_turn_screen_0,homogeneous_sectors,339,0,0
signed_turn_screen_0,homogeneous_sectors,340,0,0
signed_turn_screen_0,homogeneous_sectors,341,0,0
signed_turn_screen_0,homogeneous_sectors,342,0,0
signed_turn_screen_0,homogeneous_sectors,343,0,0
signed_turn_screen_0,homogeneous_sectors,344,0,0
signed_turn_screen_0,homogeneous_sectors,345,0,0
signed_turn_screen_0,homogeneous_sectors,346,0,0
signed_turn_screen_0,homogeneous_sectors,347,0,0
signed_turn_screen_0,homogeneous_sectors,348,0,0
signed_turn_screen_0,homogeneous_sectors,349,12,12
signed_turn_screen_0,homogeneous_sectors,350,12,12
signed_turn_screen_0,homogeneous_sectors,351,999995,-8
signed_turn_screen_0,homogeneous_sectors,352,12,12
signed_turn_screen_0,homogeneous_sectors,353,999999,-4
signed_turn_screen_0,homogeneous_sectors,354,10,10
signed_turn_screen_0,homogeneous_sectors,355,999987,-16
signed_turn_screen_0,homogeneous_sectors,356,999997,-6
signed_turn_screen_0,homogeneous_sectors,357,999995,-8
signed_turn_screen_0,homogeneous_sectors,358,4,4
signed_turn_screen_0,homogeneous_sectors,359,0,0
signed_turn_screen_0,homogeneous_sectors,360,1000001,-2
signed_turn_screen_0,homogeneous_sectors,361,8,8
signed_turn_screen_0,homogeneous_sectors,362,4,4
signed_turn_screen_0,homogeneous_sectors,363,0,0
signed_turn_screen_0,homogeneous_sectors,364,999995,-8
signed_turn_screen_0,homogeneous_sectors,365,32,32
signed_turn_screen_0,homogeneous_sectors,366,0,0
signed_turn_screen_0,homogeneous_sectors,367,999993,-10
signed_turn_screen_0,homogeneous_sectors,368,2,2
signed_turn_screen_0,homogeneous_sectors,369,4,4
signed_turn_screen_0,homogeneous_sectors,370,0,0
signed_turn_screen_0,homogeneous_sectors,371,4,4
signed_turn_screen_0,homogeneous_sectors,372,999999,-4
signed_turn_screen_0,homogeneous_sectors,373,0,0
signed_turn_screen_0,homogeneous_sectors,374,4,4
signed_turn_screen_0,homogeneous_sectors,375,999995,-8
signed_turn_screen_0,homogeneous_sectors,376,2,2
signed_turn_screen_0,homogeneous_sectors,377,999995,-8
signed_turn_screen_0,homogeneous_sectors,378,1000001,-2
signed_turn_screen_0,homogeneous_sectors,379,32,32
signed_turn_screen_0,homogeneous_sectors,380,0,0
signed_turn_screen_0,homogeneous_sectors,381,4,4
signed_turn_screen_0,homogeneous_sectors,382,0,0
signed_turn_screen_0,homogeneous_sectors,383,0,0
signed_turn_screen_0,homogeneous_sectors,384,1000001,-2
signed_turn_screen_0,homogeneous_sectors,385,4,4
signed_turn_screen_0,homogeneous_sectors,386,2,2
signed_turn_screen_0,homogeneous_sectors,387,999999,-4
signed_turn_screen_0,homogeneous_sectors,388,4,4
signed_turn_screen_0,homogeneous_sectors,389,4,4
signed_turn_screen_0,homogeneous_sectors,390,4,4
signed_turn_screen_0,homogeneous_sectors,391,2,2
signed_turn_screen_0,homogeneous_sectors,392,1000001,-2
signed_turn_screen_0,homogeneous_sectors,393,1000001,-2
signed_turn_screen_0,homogeneous_sectors,394,2,2
signed_turn_screen_0,homogeneous_sectors,395,999971,-32
signed_turn_screen_0,homogeneous_sectors,396,8,8
signed_turn_screen_0,homogeneous_sectors,397,999971,-32
signed_turn_screen_0,homogeneous_sectors,398,16,16
signed_turn_screen_0,homogeneous_sectors,399,0,0
signed_turn_screen_0,homogeneous_sectors,400,16,16
signed_turn_screen_0,homogeneous_sectors,401,999999,-4
signed_turn_screen_0,homogeneous_sectors,402,999997,-6
signed_turn_screen_0,homogeneous_sectors,403,999999,-4
signed_turn_screen_0,homogeneous_sectors,404,4,4
signed_turn_screen_0,homogeneous_sectors,405,999999,-4
signed_turn_screen_0,homogeneous_sectors,406,999999,-4
signed_turn_screen_0,homogeneous_sectors,407,4,4
signed_turn_screen_0,homogeneous_sectors,408,16,16
signed_turn_screen_0,homogeneous_sectors,409,4,4
signed_turn_screen_0,homogeneous_sectors,410,16,16
signed_turn_screen_0,homogeneous_sectors,411,4,4
signed_turn_screen_0,homogeneous_sectors,412,4,4
signed_turn_screen_0,homogeneous_sectors,413,999997,-6
signed_turn_screen_0,homogeneous_sectors,414,999995,-8
signed_turn_screen_0,homogeneous_sectors,415,32,32
signed_turn_screen_0,homogeneous_sectors,416,999971,-32
signed_turn_screen_0,homogeneous_sectors,417,999971,-32
signed_turn_screen_0,homogeneous_sectors,418,4,4
signed_turn_screen_0,homogeneous_sectors,419,999995,-8
signed_turn_screen_0,homogeneous_sectors,420,999995,-8
signed_turn_screen_0,homogeneous_sectors,421,0,0
signed_turn_screen_0,homogeneous_sectors,422,0,0
signed_turn_screen_0,homogeneous_sectors,423,0,0
signed_turn_screen_0,homogeneous_sectors,424,0,0
signed_turn_screen_0,homogeneous_sectors,425,0,0
signed_turn_screen_0,homogeneous_sectors,426,0,0
signed_turn_screen_0,homogeneous_sectors,427,999987,-16
signed_turn_screen_0,homogeneous_sectors,428,0,0
signed_turn_screen_0,homogeneous_sectors,429,999987,-16
signed_turn_screen_0,homogeneous_sectors,430,0,0
signed_turn_screen_0,homogeneous_sectors,431,0,0
signed_turn_screen_0,homogeneous_sectors,432,8,8
signed_turn_screen_0,homogeneous_sectors,433,999995,-8
signed_turn_screen_0,homogeneous_sectors,434,10,10
signed_turn_screen_0,homogeneous_sectors,435,0,0
signed_turn_screen_0,homogeneous_sectors,436,0,0
signed_turn_screen_0,homogeneous_sectors,437,0,0
signed_turn_screen_0,homogeneous_sectors,438,0,0
signed_turn_screen_0,homogeneous_sectors,439,0,0
signed_turn_screen_0,homogeneous_sectors,440,0,0
signed_turn_screen_0,homogeneous_sectors,441,0,0
signed_turn_screen_0,homogeneous_sectors,442,0,0
signed_turn_screen_0,homogeneous_sectors,443,0,0
signed_turn_screen_0,homogeneous_sectors,444,0,0
signed_turn_screen_0,homogeneous_sectors,445,0,0
signed_turn_screen_0,homogeneous_sectors,446,0,0
signed_turn_screen_0,homogeneous_sectors,447,0,0
signed_turn_screen_0,homogeneous_sectors,448,0,0
signed_turn_screen_0,homogeneous_sectors,449,0,0
signed_turn_screen_0,homogeneous_sectors,450,0,0
signed_turn_screen_0,homogeneous_sectors,451,0,0
signed_turn_screen_0,homogeneous_sectors,452,0,0
signed_turn_screen_0,homogeneous_sectors,453,0,0
signed_turn_screen_0,homogeneous_sectors,454,0,0
signed_turn_screen_0,homogeneous_sectors,455,0,0
signed_turn_screen_0,homogeneous_sectors,456,0,0
signed_turn_screen_0,homogeneous_sectors,457,0,0
signed_turn_screen_0,homogeneous_sectors,458,0,0
signed_turn_screen_0,homogeneous_sectors,459,0,0
signed_turn_screen_0,homogeneous_sectors,460,0,0
signed_turn_screen_0,homogeneous_sectors,461,0,0
signed_turn_screen_0,homogeneous_sectors,462,0,0
signed_turn_screen_0,homogeneous_sectors,463,0,0
signed_turn_screen_0,homogeneous_sectors,464,0,0
signed_turn_screen_0,homogeneous_sectors,465,0,0
signed_turn_screen_0,homogeneous_sectors,466,0,0
signed_turn_screen_0,homogeneous_sectors,467,0,0
signed_turn_screen_0,homogeneous_sectors,468,0,0
signed_turn_screen_0,homogeneous_sectors,469,0,0
signed_turn_screen_0,homogeneous_sectors,470,0,0
signed_turn_screen_0,homogeneous_sectors,471,0,0
signed_turn_screen_0,homogeneous_sectors,472,0,0
signed_turn_screen_0,homogeneous_sectors,473,0,0
signed_turn_screen_0,homogeneous_sectors,474,0,0
signed_turn_screen_0,homogeneous_sectors,475,0,0
signed_turn_screen_0,homogeneous_sectors,476,0,0
signed_turn_screen_0,homogeneous_sectors,477,0,0
signed_turn_screen_0,homogeneous_sectors,478,0,0
signed_turn_screen_0,homogeneous_sectors,479,0,0
signed_turn_screen_0,homogeneous_sectors,480,0,0
signed_turn_screen_0,homogeneous_sectors,481,0,0
signed_turn_screen_0,homogeneous_sectors,482,0,0
signed_turn_screen_0,homogeneous_sectors,483,0,0
signed_turn_screen_0,homogeneous_sectors,484,0,0
signed_turn_screen_0,homogeneous_sectors,485,0,0
signed_turn_screen_0,homogeneous_sectors,486,0,0
signed_turn_screen_0,homogeneous_sectors,487,0,0
signed_turn_screen_0,homogeneous_sectors,488,0,0
signed_turn_screen_0,homogeneous_sectors,489,0,0
signed_turn_screen_0,homogeneous_sectors,490,0,0
signed_turn_screen_0,homogeneous_sectors,491,0,0
signed_turn_screen_0,homogeneous_sectors,492,0,0
signed_turn_screen_0,homogeneous_sectors,493,0,0
signed_turn_screen_0,homogeneous_sectors,494,0,0
signed_turn_screen_0,homogeneous_sectors,495,0,0
signed_turn_screen_0,homogeneous_sectors,496,0,0
signed_turn_screen_0,homogeneous_sectors,497,0,0
signed_turn_screen_0,homogeneous_sectors,498,0,0
signed_turn_screen_0,homogeneous_sectors,499,0,0
signed_turn_screen_0,homogeneous_sectors,500,0,0
signed_turn_screen_0,homogeneous_sectors,501,0,0
signed_turn_screen_0,homogeneous_sectors,502,0,0
signed_turn_screen_0,homogeneous_sectors,503,0,0
signed_turn_screen_0,homogeneous_sectors,504,0,0
signed_turn_screen_0,homogeneous_sectors,505,0,0
signed_turn_screen_0,homogeneous_sectors,506,0,0
signed_turn_screen_0,homogeneous_sectors,507,0,0
signed_turn_screen_0,homogeneous_sectors,508,0,0
signed_turn_screen_0,homogeneous_sectors,509,0,0
signed_turn_screen_0,homogeneous_sectors,510,0,0
signed_turn_screen_0,homogeneous_sectors,511,0,0
