opening_id,transcript_id,class_id,word_id,word_length,first_generator_id,second_generator_id,source_matrix_sha256,target_matrix_sha256,residual_tensor_sha256,product_residual_nonzero_count,product_preserved_flag,opening_digest_sha256
49,26,26,37,2,3,0,e5a7d4d2139cf9654a1a1e6fccb6dec2a3b813833393e3bc078eaae068a877ec,51824427791fdbf0a7909b0bf4888ede399eedda9e17c736d032ead9f09ad7f8,5bb7d2bb1ef0b623d24a9e5e4ab6b64435afc6a8e736df9d76d4bcb6ed0ea7e7,141740,0,bc85cb631ea2832b48ce1f3004f3b1a250d7324ac8cdfaa81e60bedd753a5b52
50,27,27,32,2,2,4,8ed88a8ed0c283e92f9257a92dbd738861d9b0446a19211ff19cd96b8b7881c2,e5ee9654a491b103f3cec9fc48e95979fc7c90bf1aedcba376de37ad47597411,6556cfa9630ff74ed8b23316a786f0ffa42c9d0797865024faa819a32b511c39,131113,0,96346b8b53df576fd9b1d6118ccb49878ad8150f48d3f8dd9a76d51cde9ed136
51,27,27,48,2,4,2,8ed88a8ed0c283e92f9257a92dbd738861d9b0446a19211ff19cd96b8b7881c2,e5ee9654a491b103f3cec9fc48e95979fc7c90bf1aedcba376de37ad47597411,6556cfa9630ff74ed8b23316a786f0ffa42c9d0797865024faa819a32b511c39,131113,0,60f82733a663c4b94242953b91bf397f12ea2e08749525e70809cdd12abe0e96
52,28,28,33,2,2,5,0609f7ea1de6eb0ceba3cca8b61c1ef128cb4d5bb1f2b08d0796be39f82e859f,2a4138f8aeffe6d4b41b20954a79344d61469a885136e6cd4bd727305fb9eabd,7b7f3de2c7bfaa2b7a107efd7b7ef80cd04ce74cba910d54b823618200e86f1e,122597,0,2024ae70a06e7e335ad62ac243bb9c6196b4261db0c520967518728da198434f
53,29,29,34,2,2,6,3fb5b6a35c03d511d04d2b464d70d871d6e37e4f15c94f6384f39ae34c759a8f,45996603fe989a21ec2bd362a8aca3eab03d706fcda50f26779340b77b47fae9,3abd0b5bbda53b7ac52b26744a1df8c637d5de919a2e0a60d51c73619eb8b35c,117470,0,ed664af7208c68e6a07a61feb586cefc9ef4ed313254f51695ee5ca8f70f91c2
54,30,30,35,2,2,7,b97fb4bddc7f64363254bfc7187d5a4b002d4f70a471b025cdbcce02e998c074,44827b92b7d138d3d8aae09e1a1a20d3f8f585c069abcc419ea500d6d33aea2d,13a5b0cb87302a6cd157aebd5fe09cbba8b936d00bf3fc5ae02dcfdc9d55b0bc,113483,0,cb626e3f6778fc2c032cb8577804474c1a6e1983b646dd647b6719b79e33f6a2
55,31,31,36,2,2,8,ecc7d6e90f1e0c7c95e9f18c82523d15b20bbfa4c4e53d8bbb0cbc57ed4c7f48,fd8f61f0b2a3a421cbd49b6d851e7e8cb6534370a0e7078226b93f474f4b8bc1,6704fcc6b0efb9952d7b08ef778a35ea8ae3d73db8a77ed7ae2c60a6127bcc16,117846,0,0510fa66fa0120a88edcc6d3ff10cf1480e2dcf63af957060a5f2765e86209a7
56,32,32,38,2,3,1,828f4c3a6fec29e49b90d3235c9749f508236b367202315ab2bb09b22e39d83a,934a0bc3a5741f9cded07fb918cfaf44e3e3a4d95a015eed8ce75d3deeef0c6f,e042590e72d73335cd04de6a9a6994285805792bba43161e167246a2a4d65c43,142021,0,4a5a2c66d8a31f4c61214b2da7a29eff8522087f1238b76dfbd27bccfa1206f4
57,33,33,41,2,3,4,60bf6f718183fe2212fc94dcb55d38e3eda27d0fa72f71001756d4f4a3ffdd08,677c37f51086fe3eec2994ea7d925ec9bdd3c8a318e3dda247fa312dfde1791e,f8ff09b80c09cda89b75826a80737312f47fdeb3a18aedf1c7b2ec5639056565,135882,0,4090e5bb9f99cc360761e82b4554b4adf0494d77524521c306d5260df19f9f85
58,34,34,42,2,3,5,318e2b635b87c466f63575755ee364a87806a415d853b085ab51aeaa6dff339e,57b555bf2ddc225ecdf10245ee5ddcd4413a4b20325c45cad4a02757d6a7df60,ff11e79a470f9ac54192c2187684a5b53c5cdd7fbfdebc212f4017a5c0727818,135828,0,44dfc368ddbc5b6970f2f7b28ae5c148be1e13cc810196573f9d100ffbf81c16
59,34,34,58,2,5,3,318e2b635b87c466f63575755ee364a87806a415d853b085ab51aeaa6dff339e,57b555bf2ddc225ecdf10245ee5ddcd4413a4b20325c45cad4a02757d6a7df60,ff11e79a470f9ac54192c2187684a5b53c5cdd7fbfdebc212f4017a5c0727818,135828,0,0026a3c40467a5404834c4520d9c68a917ed16a6afc14ccb0a3f66d16df6432d
60,35,35,43,2,3,6,121ed8f14b6410201e9941ddf9276beae4eaa6102191236c45d26bf92f32214d,2edeb3fd4cf29134f0fa243dac619757937512377fdd60d6575db5023824e7d3,6671545c17145ef581161cd76e997a809562bf0b0e1e2e94496c36f3e13b583f,137383,0,609a96fef92553d0ec9be663e2267dbbc686048637260eccc990e08ed4f6b1e5
61,36,36,44,2,3,7,c24a19c75b91ed727d81723df6b0c8eadcfff96a1b9732a7fab0b1f4f4898f74,2a2ab3205dd752c7d81f1f72d1fc86b0100045768e43e67fdfc678be416876a0,e80cce8b3cac2b53ef6f070dbac82dd8248d4e1d94f3fc52949e441dd3d4c018,141268,0,fcea249b601459ca6c38779b97b0ae3885887ed6b996e078c5b855993afdca30
62,37,37,45,2,3,8,3eba25bdd00dc15809e5d98bd4b1c87fcc3dcabb93a90456f2e64a31ab2426cd,a101cf6766274bb3919887e7e91bac49bb6fe1c3339f74963b8c92cd221f80e1,e0df5a6bf83fea3174dd79554d7c67272a2339a1731972924476f6ef2b949ac5,141602,0,10d907d4254a2b25bcc77862f74cb8e0fc8ba5a09ef67af29d2ee5c925130095
63,38,38,49,2,4,3,aefe7be37716499953e0ffffd10c863594b598c17d15aee4510e9038a57b3ea4,4ad3e291585be54ae3c76f5a646895c70a8f6182c18d769d84ede243b7dcded8,94ed0dd62a974c1bedd516a5da0c0f85779c8e8187c248852ce710b10d7cee98,135438,0,df88884b4188c0f416c440518708ab03b499720fa3a175fbb8f9fb2e88d2549d
64,39,39,51,2,4,5,a03ed9a95e5c56c682e70bfeb5e70386dcaec60c6b348669cfc8b00011380734,14f206e74bb596493ddf6629d19b91cb826ca4c6c6f82e5a94c665559724ce5c,943722e311ceb3c47ce59123e643aef54c42ec6244b487775edd9f820c7613fb,68040,0,badea4f121b17671c7c704d2588e9299e28e22607902db66927dd4c63895f113
65,39,39,59,2,5,4,a03ed9a95e5c56c682e70bfeb5e70386dcaec60c6b348669cfc8b00011380734,14f206e74bb596493ddf6629d19b91cb826ca4c6c6f82e5a94c665559724ce5c,943722e311ceb3c47ce59123e643aef54c42ec6244b487775edd9f820c7613fb,68040,0,96e7bdb989a6adf0ab89611810a347d32d4caa7c866c914f761ea9f22b547965
66,40,40,52,2,4,6,c3dec8d1454fb7c296d005d69dc489fdce4e00a09a938b4732d0b0711fea1f16,7edd456cc747f787ca42acfbe0de2cad52fb3ace75ba1d744eb9f851f609bd33,7e2eb6215adb18ff9cdea10b372572b5ce32fe7cf967f120241870360fda4813,93349,0,f744c20cbe2d1263c39c2c566e125885b7228fd8e0c8cec3e627625ce1b05c1c
67,40,40,68,2,6,4,c3dec8d1454fb7c296d005d69dc489fdce4e00a09a938b4732d0b0711fea1f16,7edd456cc747f787ca42acfbe0de2cad52fb3ace75ba1d744eb9f851f609bd33,7e2eb6215adb18ff9cdea10b372572b5ce32fe7cf967f120241870360fda4813,93349,0,58e9a0c4e5317e50c1d937f9bcb760942702476814448012ae713d72babf49de
68,41,41,53,2,4,7,c46d3ce8c94443a4b6c4368bd114b14eb516d9c94fb0dca96ac4c32ca9c3a102,ab4efed9410bb235e83e0360943b05307d799d2c9b63982930bbbaa754323e3d,209c2070ce1d3ca6b7c3b12786742aa14e27fef4b077985b324be417361ecd69,92310,0,93d31c59def6992764f3d1b899eaa65195df71032702b8128a4d057f2dbceda0
69,41,41,77,2,7,4,c46d3ce8c94443a4b6c4368bd114b14eb516d9c94fb0dca96ac4c32ca9c3a102,ab4efed9410bb235e83e0360943b05307d799d2c9b63982930bbbaa754323e3d,209c2070ce1d3ca6b7c3b12786742aa14e27fef4b077985b324be417361ecd69,92310,0,939314ddc99ae1890b9c1b3a3dbfd5225d84c0fa9155f70c5e2666e39ad89390
70,42,42,54,2,4,8,be54ede9129065ebf179524de2b69c8bdc8d2ddb06a38e8e5ba8282670b361c1,cc994a1ea357497f8519af3566ea5e51bc82f6ef70723d5f1a30b01f0ef20231,2b4e9c0289f263b43836a31c4654a11571fd0d8f1ff3d85701bf69a1c7cbb906,96042,0,c91b00179e03e5cc3cefba1b57939490ae4b8eb66be8da2a6b3901b459f74664
